Instance,claspfolio
sat/f1000.cnf,0.4100
sat/mulhs064.cnf,50000.0000
sat/test_v7_r12_vr10_c1_s18160.smt2-cvc4.cnf,50000.0000
sat/snw_17_9_CCSpreOptEncpre.cnf,50000.0000
sat/ACG-20-10p0.cnf,1685.2470
sat/velev-pipe-oun-1.1-05.cnf,50000.0000
sat/E02F22.cnf,210.9820
sat/velev-vliw-uns-2.0-uq5.cnf,288.6020
sat/aes_64_3_keyfind_1.cnf,50000.0000
sat/newton.2.3.i.smt2-cvc4.cnf,1114.2240
sat/ctl_3791_556_unsat.cnf,50000.0000
sat/Sz512_15128_0.smt2-stp212.cnf,1520.2230
sat/sokoban-p20.sas.cr.23.cnf,1350.4840
sat/safe-30-h29-unsat.cnf,50000.0000
sat/9dlx_vliw_at_b_iq4.used-as.sat04-345.cnf,639.3530
sat/modgen-n200-m90860q08c40-18972.cnf,824.2490
sat/maxor128.cnf,3627.0390
sat/sokoban-p09.sas.cr.25.cnf,1.2810
sat/snw_13_8_pre.cnf,1029.3840
sat/rpoc_xits_14_UNKNOWN.cnf,50000.0000
sat/test_v7_r17_vr5_c1_s2807.smt2-stp212.cnf,50000.0000
sat/ak128boothbg2btisc.cnf,50000.0000
sat/li-exam-62.cnf,50000.0000
sat/test_v3_r8_vr5_c1_s8257.smt2-stp212.cnf,45.5390
sat/li-test4-98.cnf,50000.0000
sat/ak128modbtbg2msisc.cnf,376.7420
sat/slp-synthesis-aes-top23.cnf,50000.0000
sat/newton.2.2.i.smt2-cvc4.cnf,262.3500
sat/snw_13_9_preOptEncpre.cnf,22.8350
sat/maxxororand032.cnf,321.0490
sat/snw_16_9_Encpre.cnf,50000.0000
sat/modgen-n200-m90860q08c40-1876.cnf,148.5950
sat/partial-5-15-u.cnf,50000.0000
sat/modgen-n200-m90860q08c40-1434.cnf,376.9860
sat/barman-pfile06-022.sas.ex.7.cnf,501.2100
sat/UTI-20-10p1.cnf,1031.2050
sat/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN.cnf,611.9450
sat/sokoban-p19.sas.cr.23.cnf,7.0420
sat/aes_32_3_keyfind_2.cnf,3026.5670
sat/Sz512_15128_1.smt2-cvc4.cnf,474.6150
sat/UCG-20-5p1.cnf,135.0970
sat/hitag2-8-60-0-0xb2021557d918860-94.cnf,50000.0000
sat/partial-5-11-u.cnf,50000.0000
sat/am_9_9.cnf,50000.0000
sat/test_v7_r17_vr10_c1_s3680.smt2-stp212.cnf,50000.0000
sat/g250.29.cnf,50000.0000
sat/rpoc_xits_11_UNKNOWN.cnf,50000.0000
sat/ibm-2002-23r-k90.cnf,98.2270
sat/snw_16_8_pre.cnf,2044.1530
sat/UR-15-10p0.cnf,410.9830
sat/Sz512_15127_1.smt2-stp212.cnf,50000.0000
sat/snw_13_9_CCSEncpre.cnf,35.5030
sat/par32-3-c.cnf,50000.0000
sat/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,435.6800
sat/ak032diagodiagoisc.cnf,50000.0000
sat/Sz1024_34824.smt2-stp212.cnf,50000.0000
sat/modgen-n200-m90860q08c40-25297.cnf,30.7620
sat/sokoban-p20.sas.cr.33.cnf,50000.0000
sat/arcfour_initialPermutation_6_14.cnf,942.7060
sat/ablmulub16x4o.cnf,1008.0540
sat/ak064simpbbg2btaig.cnf,50000.0000
sat/partial-5-17-u.cnf,50000.0000
sat/minxorminand128.cnf,4597.7000
sat/div2.c.20.smt2-stp212.cnf,68.0360
sat/AProVE07-25.cnf,50000.0000
sat/cube-11-h13-unsat.cnf,441.1770
sat/sokoban-p04.sas.ex.13.cnf,323.4410
sat/newton.2.3.i.smt2-stp212.cnf,354.1340
sat/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,2973.8850
sat/sokoban-p17.sas.ex.11.cnf,52.3310
sat/li-exam-63.cnf,50000.0000
sat/li-test4-99.cnf,50000.0000
sat/sokoban-p20.sas.ex.17.cnf,50000.0000
sat/modgen-n200-m90860q08c40-1006.cnf,3.4070
sat/sat_prob_143.cnf,50000.0000
sat/eq.atree.braun.12.unsat.cnf,4096.3770
sat/abb313GPIA-9-c.used-as.sat04-317.cnf,50000.0000
sat/li-test4-96.cnf,50000.0000
sat/barman-pfile07-027.sas.cr.37.cnf,409.7220
sat/mizh-md5-47-3.cnf,316.7610
sat/UTI-20-5p1.cnf,1099.3440
sat/add_01_1000_4.smt2-cvc4.cnf,34.4520
sat/modgen-n200-m90860q08c40-22556.cnf,4.9110
sat/modgen-n200-m90860q08c40-18788.cnf,280.3190
sat/modgen-n200-m90860q08c40-11953.cnf,4.4350
sat/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,4512.4120
sat/sin2.c.2.smt2-cvc4.cnf,36.6980
sat/countbitssrl128.cnf,50000.0000
sat/snw_16_9_CCSpreOptpre.cnf,259.2440
sat/modgen-n200-m90860q08c40-21438.cnf,1.3080
sat/ak064diagodiagoisc.cnf,2570.4450
sat/rpoc_xits_09_UNSAT.cnf,4960.5580
sat/modgen-n200-m90860q08c40-12992.cnf,1.1890
sat/sokoban-p20.sas.ex.11.cnf,1554.5240
sat/custmulsb2x32o.cnf,50000.0000
sat/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,537.2590
sat/sat_prob_23.cnf,1639.2900
sat/sortnet-8-ipc5-h18-unsat.cnf,50000.0000
sat/barman-pfile08-030.sas.cr.27.cnf,111.5040
sat/li-test4-95.cnf,50000.0000
sat/snw_13_9_pre.cnf,39.7300
sat/safe009_pso.oepc_true-unreach-call.i-cbmc-u2.cnf,23.5350
sat/ACG-20-5p1.cnf,811.6750
sat/modgen-n200-m90860q08c40-1585.cnf,3.3540
sat/AProVE11-06.cnf,2080.0490
sat/ablmulub2x32o.cnf,2449.2580
sat/sin2.c.20.smt2-cvc4.cnf,2920.2370
sat/li-exam-61.shuffled-as.sat03-366.cnf,50000.0000
