@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
agricola_p01.pddl,1,blind,1800,timeout
agricola_p01.pddl,1,Complementary1,120.24,ok
agricola_p01.pddl,1,Complementary2,59.07,ok
agricola_p01.pddl,1,DecStar,1800,timeout
agricola_p01.pddl,1,Delfi1,19.15,ok
agricola_p01.pddl,1,Delfi2,473.64,ok
agricola_p01.pddl,1,FDMS1,105.6,ok
agricola_p01.pddl,1,FDMS2,119.61,ok
agricola_p01.pddl,1,Metis1,1800,timeout
agricola_p01.pddl,1,Metis2,1800,timeout
agricola_p01.pddl,1,Planning-PDBs,51.49,ok
agricola_p01.pddl,1,Scorpion,1800,timeout
agricola_p01.pddl,1,symbolic-bidirectional,19.9,ok
agricola_p01.pddl,1,Symple-1,1800,timeout
agricola_p01.pddl,1,Symple-2,1800,timeout
agricola_p02.pddl,1,blind,1800,timeout
agricola_p02.pddl,1,Complementary1,154.69,ok
agricola_p02.pddl,1,Complementary2,253.3,ok
agricola_p02.pddl,1,DecStar,1800,timeout
agricola_p02.pddl,1,Delfi1,34.04,ok
agricola_p02.pddl,1,Delfi2,65,ok
agricola_p02.pddl,1,FDMS1,97.47,ok
agricola_p02.pddl,1,FDMS2,315.03,ok
agricola_p02.pddl,1,Metis1,1800,timeout
agricola_p02.pddl,1,Metis2,1800,timeout
agricola_p02.pddl,1,Planning-PDBs,221.28,ok
agricola_p02.pddl,1,Scorpion,1800,timeout
agricola_p02.pddl,1,symbolic-bidirectional,81.2,ok
agricola_p02.pddl,1,Symple-1,1800,timeout
agricola_p02.pddl,1,Symple-2,1800,timeout
agricola_p03.pddl,1,blind,1800,timeout
agricola_p03.pddl,1,Complementary1,1800,timeout
agricola_p03.pddl,1,Complementary2,1800,timeout
agricola_p03.pddl,1,DecStar,1800,timeout
agricola_p03.pddl,1,Delfi1,80.29,ok
agricola_p03.pddl,1,Delfi2,136.59,ok
agricola_p03.pddl,1,FDMS1,137.61,ok
agricola_p03.pddl,1,FDMS2,433.13,ok
agricola_p03.pddl,1,Metis1,1800,timeout
agricola_p03.pddl,1,Metis2,1800,timeout
agricola_p03.pddl,1,Planning-PDBs,1800,timeout
agricola_p03.pddl,1,Scorpion,1537.52,ok
agricola_p03.pddl,1,symbolic-bidirectional,88.76,ok
agricola_p03.pddl,1,Symple-1,1800,timeout
agricola_p03.pddl,1,Symple-2,1800,timeout
agricola_p04.pddl,1,blind,1800,timeout
agricola_p04.pddl,1,Complementary1,232.78,ok
agricola_p04.pddl,1,Complementary2,145.69,ok
agricola_p04.pddl,1,DecStar,1800,timeout
agricola_p04.pddl,1,Delfi1,29.93,ok
agricola_p04.pddl,1,Delfi2,53.3,ok
agricola_p04.pddl,1,FDMS1,366.74,ok
agricola_p04.pddl,1,FDMS2,170.74,ok
agricola_p04.pddl,1,Metis1,1800,timeout
agricola_p04.pddl,1,Metis2,1800,timeout
agricola_p04.pddl,1,Planning-PDBs,136.6,ok
agricola_p04.pddl,1,Scorpion,1800,timeout
agricola_p04.pddl,1,symbolic-bidirectional,48.43,ok
agricola_p04.pddl,1,Symple-1,1800,timeout
agricola_p04.pddl,1,Symple-2,1800,timeout
agricola_p05.pddl,1,blind,1800,timeout
agricola_p05.pddl,1,Complementary1,1800,timeout
agricola_p05.pddl,1,Complementary2,1800,timeout
agricola_p05.pddl,1,DecStar,1800,timeout
agricola_p05.pddl,1,Delfi1,90.9,ok
agricola_p05.pddl,1,Delfi2,134.02,ok
agricola_p05.pddl,1,FDMS1,217.35,ok
agricola_p05.pddl,1,FDMS2,417.31,ok
agricola_p05.pddl,1,Metis1,1800,timeout
agricola_p05.pddl,1,Metis2,1800,timeout
agricola_p05.pddl,1,Planning-PDBs,1800,timeout
agricola_p05.pddl,1,Scorpion,1800,timeout
agricola_p05.pddl,1,symbolic-bidirectional,49.44,ok
agricola_p05.pddl,1,Symple-1,1800,timeout
agricola_p05.pddl,1,Symple-2,1800,timeout
agricola_p06.pddl,1,blind,1800,timeout
agricola_p06.pddl,1,Complementary1,1800,timeout
agricola_p06.pddl,1,Complementary2,1800,timeout
agricola_p06.pddl,1,DecStar,1800,timeout
agricola_p06.pddl,1,Delfi1,104.12,ok
