@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
agricola_p01.pddl,1,blind,1800,timeout
agricola_p01.pddl,1,Complementary1,123.2,ok
agricola_p01.pddl,1,Complementary2,58.92,ok
agricola_p01.pddl,1,DecStar,1800,timeout
agricola_p01.pddl,1,Delfi1,19.19,ok
agricola_p01.pddl,1,Delfi2,473.67,ok
agricola_p01.pddl,1,FDMS1,101.32,ok
agricola_p01.pddl,1,FDMS2,117.98,ok
agricola_p01.pddl,1,Metis1,1800,timeout
agricola_p01.pddl,1,Metis2,1800,timeout
agricola_p01.pddl,1,Planning-PDBs,82.46,ok
agricola_p01.pddl,1,Scorpion,1800,timeout
agricola_p01.pddl,1,symbolic-bidirectional,19.2,ok
agricola_p01.pddl,1,Symple-1,1713.2,ok
agricola_p01.pddl,1,Symple-2,1800,timeout
agricola_p02.pddl,1,blind,1800,timeout
agricola_p02.pddl,1,Complementary1,159.07,ok
agricola_p02.pddl,1,Complementary2,238.31,ok
agricola_p02.pddl,1,DecStar,1800,timeout
agricola_p02.pddl,1,Delfi1,35.46,ok
agricola_p02.pddl,1,Delfi2,65.95,ok
agricola_p02.pddl,1,FDMS1,93.73,ok
agricola_p02.pddl,1,FDMS2,330.31,ok
agricola_p02.pddl,1,Metis1,1800,timeout
agricola_p02.pddl,1,Metis2,1800,timeout
agricola_p02.pddl,1,Planning-PDBs,953.74,ok
agricola_p02.pddl,1,Scorpion,1800,timeout
agricola_p02.pddl,1,symbolic-bidirectional,77.32,ok
agricola_p02.pddl,1,Symple-1,1800,timeout
agricola_p02.pddl,1,Symple-2,1800,timeout
agricola_p03.pddl,1,blind,1800,timeout
agricola_p03.pddl,1,Complementary1,1121.06,ok
agricola_p03.pddl,1,Complementary2,1800,timeout
agricola_p03.pddl,1,DecStar,1800,timeout
agricola_p03.pddl,1,Delfi1,78.23,ok
agricola_p03.pddl,1,Delfi2,133.26,ok
agricola_p03.pddl,1,FDMS1,132.95,ok
agricola_p03.pddl,1,FDMS2,434.63,ok
agricola_p03.pddl,1,Metis1,1800,timeout
agricola_p03.pddl,1,Metis2,1800,timeout
agricola_p03.pddl,1,Planning-PDBs,1800,timeout
agricola_p03.pddl,1,Scorpion,1481.28,ok
agricola_p03.pddl,1,symbolic-bidirectional,87.31,ok
agricola_p03.pddl,1,Symple-1,1800,timeout
agricola_p03.pddl,1,Symple-2,1800,timeout
agricola_p04.pddl,1,blind,1800,timeout
agricola_p04.pddl,1,Complementary1,233.27,ok
agricola_p04.pddl,1,Complementary2,143.19,ok
agricola_p04.pddl,1,DecStar,1800,timeout
agricola_p04.pddl,1,Delfi1,30.65,ok
agricola_p04.pddl,1,Delfi2,52.06,ok
agricola_p04.pddl,1,FDMS1,357.4,ok
agricola_p04.pddl,1,FDMS2,175.51,ok
agricola_p04.pddl,1,Metis1,1800,timeout
agricola_p04.pddl,1,Metis2,1800,timeout
agricola_p04.pddl,1,Planning-PDBs,195.11,ok
agricola_p04.pddl,1,Scorpion,1800,timeout
agricola_p04.pddl,1,symbolic-bidirectional,46.87,ok
agricola_p04.pddl,1,Symple-1,1800,timeout
agricola_p04.pddl,1,Symple-2,1800,timeout
agricola_p05.pddl,1,blind,1800,timeout
agricola_p05.pddl,1,Complementary1,913.23,ok
agricola_p05.pddl,1,Complementary2,1038.35,ok
agricola_p05.pddl,1,DecStar,1800,timeout
agricola_p05.pddl,1,Delfi1,89.68,ok
agricola_p05.pddl,1,Delfi2,132.17,ok
agricola_p05.pddl,1,FDMS1,208.18,ok
agricola_p05.pddl,1,FDMS2,437.45,ok
agricola_p05.pddl,1,Metis1,1800,timeout
agricola_p05.pddl,1,Metis2,1800,timeout
agricola_p05.pddl,1,Planning-PDBs,1800,timeout
agricola_p05.pddl,1,Scorpion,1800,timeout
agricola_p05.pddl,1,symbolic-bidirectional,46.91,ok
agricola_p05.pddl,1,Symple-1,1800,timeout
agricola_p05.pddl,1,Symple-2,1800,timeout
agricola_p06.pddl,1,blind,1800,timeout
