Instance,claspfolio
petri-net-alignment_p09.pddl,37.5400
caldera_p14.pddl,18000.0000
spider_p15.pddl,53.3700
petri-net-alignment_p10.pddl,220.0000
spider_p01.pddl,30.3600
petri-net-alignment_p12.pddl,76.0900
nurikabe_p09.pddl,42.6700
organic-synthesis-split_p10.pddl,43.7400
caldera_p20.pddl,18000.0000
data-network_p03.pddl,28.4500
agricola_p14.pddl,1022.1700
organic-synthesis_p03.pddl,4.0000
caldera-split_p04.pddl,6.8000
settlers_p14.pddl,988.0600
nurikabe_p15.pddl,498.3600
data-network_p05.pddl,32.5200
caldera-split_p09.pddl,630.0000
petri-net-alignment_p08.pddl,317.9500
termes_p08.pddl,458.0900
snake_p17.pddl,759.7900
agricola_p03.pddl,148.1700
organic-synthesis_p15.pddl,18000.0000
organic-synthesis_p08.pddl,18000.0000
snake_p05.pddl,360.3700
snake_p10.pddl,681.2900
nurikabe_p01.pddl,0.6700
termes_p01.pddl,7.8000
settlers_p02.pddl,122.1400
agricola_p09.pddl,548.3100
settlers_p11.pddl,42.2600
settlers_p07.pddl,18000.0000
petri-net-alignment_p14.pddl,62.8800
petri-net-alignment_p02.pddl,17.0100
organic-synthesis-split_p04.pddl,138.1900
termes_p05.pddl,32.7500
settlers_p08.pddl,18000.0000
data-network_p04.pddl,104.1100
agricola_p13.pddl,729.6200
data-network_p15.pddl,35.1400
caldera-split_p19.pddl,18000.0000
termes_p13.pddl,18.0800
caldera-split_p10.pddl,57.5900
caldera-split_p06.pddl,26.9200
organic-synthesis_p14.pddl,2.8700
data-network_p17.pddl,77.2900
termes_p02.pddl,9.2900
snake_p03.pddl,714.7700
caldera_p08.pddl,12.1300
caldera_p12.pddl,39.0300
spider_p06.pddl,18000.0000
caldera-split_p02.pddl,5.9200
settlers_p19.pddl,18000.0000
nurikabe_p16.pddl,667.0600
nurikabe_p17.pddl,1530.3800
nurikabe_p13.pddl,715.5400
petri-net-alignment_p15.pddl,79.7200
organic-synthesis-split_p02.pddl,120.8000
petri-net-alignment_p11.pddl,59.5200
caldera_p03.pddl,3.2100
petri-net-alignment_p19.pddl,63.1300
settlers_p13.pddl,215.3700
nurikabe_p19.pddl,592.1600
caldera-split_p13.pddl,18000.0000
termes_p03.pddl,8.7700
caldera-split_p20.pddl,18000.0000
caldera_p17.pddl,18000.0000
nurikabe_p03.pddl,1.6700
organic-synthesis-split_p16.pddl,18000.0000
agricola_p06.pddl,195.8100
organic-synthesis-split_p20.pddl,18000.0000
agricola_p10.pddl,213.5200
data-network_p08.pddl,18000.0000
petri-net-alignment_p16.pddl,71.3000
organic-synthesis_p13.pddl,18000.0000
termes_p11.pddl,18.8900
snake_p14.pddl,18000.0000
settlers_p16.pddl,18000.0000
settlers_p20.pddl,18000.0000
caldera-split_p18.pddl,18000.0000
data-network_p14.pddl,18000.0000
snake_p08.pddl,18000.0000
termes_p14.pddl,24.0800
termes_p18.pddl,9.8700
agricola_p02.pddl,74.0400
termes_p09.pddl,457.9500
spider_p14.pddl,15.3800
snake_p02.pddl,298.8300
caldera_p15.pddl,18000.0000
organic-synthesis_p02.pddl,0.7500
agricola_p04.pddl,61.6300
organic-synthesis-split_p14.pddl,56.3600
caldera_p13.pddl,18000.0000
nurikabe_p10.pddl,23.0400
caldera_p07.pddl,16.1600
spider_p08.pddl,34.7300
settlers_p04.pddl,163.1200
organic-synthesis-split_p05.pddl,55.4700
petri-net-alignment_p03.pddl,17.9700
petri-net-alignment_p01.pddl,7.6100
caldera_p19.pddl,18000.0000
spider_p13.pddl,18000.0000
organic-synthesis-split_p03.pddl,54.7300
