Instance,claspfolio
petri-net-alignment_p09.pddl,27.3600
caldera_p14.pddl,18000.0000
spider_p15.pddl,17.0500
petri-net-alignment_p10.pddl,267.4900
spider_p01.pddl,12.5300
petri-net-alignment_p12.pddl,79.9800
nurikabe_p09.pddl,18.5700
organic-synthesis-split_p10.pddl,123.8500
caldera_p20.pddl,18000.0000
data-network_p03.pddl,25.7400
agricola_p14.pddl,1089.9700
organic-synthesis_p03.pddl,66.4800
caldera-split_p04.pddl,6.3700
settlers_p14.pddl,18000.0000
nurikabe_p15.pddl,454.9300
data-network_p05.pddl,31.0900
caldera-split_p09.pddl,197.3300
petri-net-alignment_p08.pddl,144.8900
termes_p08.pddl,1296.5300
snake_p17.pddl,818.2700
agricola_p03.pddl,147.0200
organic-synthesis_p15.pddl,18000.0000
organic-synthesis_p08.pddl,18000.0000
snake_p05.pddl,51.0000
snake_p10.pddl,23.8900
nurikabe_p01.pddl,1.3800
termes_p01.pddl,6.1200
settlers_p02.pddl,54.0900
agricola_p09.pddl,392.2100
settlers_p11.pddl,39.3500
settlers_p07.pddl,18000.0000
petri-net-alignment_p14.pddl,65.5200
petri-net-alignment_p02.pddl,7.2400
organic-synthesis-split_p04.pddl,133.1600
termes_p05.pddl,32.4500
settlers_p08.pddl,18000.0000
data-network_p04.pddl,40.2200
agricola_p13.pddl,758.2600
data-network_p15.pddl,32.3700
caldera-split_p19.pddl,18000.0000
termes_p13.pddl,13.2600
caldera-split_p10.pddl,53.3700
caldera-split_p06.pddl,17.1600
organic-synthesis_p14.pddl,28.0700
data-network_p17.pddl,80.3000
termes_p02.pddl,6.2800
snake_p03.pddl,69.7000
caldera_p08.pddl,12.2300
caldera_p12.pddl,36.0500
spider_p06.pddl,18000.0000
caldera-split_p02.pddl,5.7900
settlers_p19.pddl,18000.0000
nurikabe_p16.pddl,495.2700
nurikabe_p17.pddl,663.2400
nurikabe_p13.pddl,18000.0000
petri-net-alignment_p15.pddl,86.5400
organic-synthesis-split_p02.pddl,116.7800
petri-net-alignment_p11.pddl,62.9800
caldera_p03.pddl,2.8800
petri-net-alignment_p19.pddl,66.7300
settlers_p13.pddl,250.2900
nurikabe_p19.pddl,611.7500
caldera-split_p13.pddl,18000.0000
termes_p03.pddl,6.9600
caldera-split_p20.pddl,18000.0000
caldera_p17.pddl,18000.0000
nurikabe_p03.pddl,6.6200
organic-synthesis-split_p16.pddl,18000.0000
agricola_p06.pddl,193.9800
organic-synthesis-split_p20.pddl,18000.0000
agricola_p10.pddl,210.1400
data-network_p08.pddl,18000.0000
petri-net-alignment_p16.pddl,74.2200
organic-synthesis_p13.pddl,18000.0000
termes_p11.pddl,6.8500
snake_p14.pddl,18000.0000
settlers_p16.pddl,18000.0000
settlers_p20.pddl,419.7300
caldera-split_p18.pddl,18000.0000
data-network_p14.pddl,18000.0000
snake_p08.pddl,18000.0000
termes_p14.pddl,24.4700
termes_p18.pddl,9.9700
agricola_p02.pddl,73.1700
termes_p09.pddl,18000.0000
spider_p14.pddl,9.6500
snake_p02.pddl,28.5200
caldera_p15.pddl,18000.0000
organic-synthesis_p02.pddl,17.9800
agricola_p04.pddl,61.8500
organic-synthesis-split_p14.pddl,137.5500
caldera_p13.pddl,18000.0000
nurikabe_p10.pddl,20.6700
caldera_p07.pddl,15.0100
spider_p08.pddl,21.0900
settlers_p04.pddl,153.7800
organic-synthesis-split_p05.pddl,230.4400
petri-net-alignment_p03.pddl,17.2300
petri-net-alignment_p01.pddl,6.1500
caldera_p19.pddl,18000.0000
spider_p13.pddl,18000.0000
organic-synthesis-split_p03.pddl,141.7100
caldera-split_p17.pddl,193.0300
caldera_p06.pddl,22.3000
data-network_p16.pddl,18000.0000
data-network_p12.pddl,30.2000
organic-synthesis_p05.pddl,18000.0000
snake_p18.pddl,1121.7900
organic-synthesis_p12.pddl,18000.0000
organic-synthesis-split_p15.pddl,18000.0000
termes_p17.pddl,19.3000
caldera_p18.pddl,18000.0000
organic-synthesis_p18.pddl,18000.0000
organic-synthesis-split_p08.pddl,985.1400
organic-synthesis-split_p18.pddl,18000.0000
nurikabe_p04.pddl,5.5300
agricola_p11.pddl,425.1300
snake_p15.pddl,85.0100
nurikabe_p05.pddl,4.2500
snake_p19.pddl,18000.0000
settlers_p18.pddl,18000.0000
petri-net-alignment_p07.pddl,34.3900
nurikabe_p14.pddl,18000.0000
organic-synthesis-split_p17.pddl,18000.0000
snake_p16.pddl,829.2900
data-network_p02.pddl,27.1300
agricola_p01.pddl,45.7300
data-network_p20.pddl,18000.0000
petri-net-alignment_p13.pddl,154.0400
organic-synthesis-split_p06.pddl,310.8600
data-network_p19.pddl,324.7300
caldera-split_p15.pddl,18000.0000
organic-synthesis_p07.pddl,12.1800
termes_p06.pddl,164.4100
spider_p04.pddl,490.0500
spider_p20.pddl,18000.0000
organic-synthesis-split_p13.pddl,18000.0000
caldera-split_p14.pddl,574.0000
data-network_p18.pddl,18000.0000
caldera_p01.pddl,1.7700
spider_p11.pddl,675.8500
organic-synthesis_p16.pddl,18000.0000
petri-net-alignment_p18.pddl,101.8100
agricola_p12.pddl,500.6900
agricola_p07.pddl,115.7700
organic-synthesis-split_p19.pddl,437.2000
nurikabe_p07.pddl,8.4400
organic-synthesis-split_p01.pddl,115.1600
spider_p18.pddl,689.5400
termes_p16.pddl,133.8100
organic-synthesis-split_p11.pddl,303.6100
spider_p07.pddl,10.0300
settlers_p17.pddl,502.1700
nurikabe_p20.pddl,592.8300
settlers_p09.pddl,18000.0000
caldera-split_p08.pddl,9.9400
organic-synthesis-split_p09.pddl,120.8800
caldera_p04.pddl,2.7700
spider_p16.pddl,206.0700
spider_p02.pddl,22.4600
termes_p19.pddl,18.6200
petri-net-alignment_p05.pddl,43.2600
termes_p15.pddl,125.2000
caldera-split_p16.pddl,18000.0000
organic-synthesis_p10.pddl,55.7800
spider_p19.pddl,18000.0000
caldera-split_p01.pddl,6.6200
caldera_p02.pddl,2.8500
nurikabe_p02.pddl,1.3700
agricola_p18.pddl,1476.1200
data-network_p01.pddl,21.4600
termes_p07.pddl,1235.6200
nurikabe_p11.pddl,175.1200
snake_p12.pddl,18000.0000
snake_p06.pddl,57.7800
settlers_p06.pddl,170.3900
termes_p12.pddl,6.7900
caldera_p09.pddl,64.4900
nurikabe_p18.pddl,538.2100
snake_p07.pddl,946.6200
agricola_p16.pddl,804.3000
organic-synthesis-split_p12.pddl,253.3200
snake_p11.pddl,122.4400
termes_p20.pddl,28.7500
spider_p09.pddl,108.7000
caldera_p11.pddl,71.2600
petri-net-alignment_p17.pddl,77.3600
data-network_p06.pddl,94.5300
settlers_p12.pddl,42.9200
caldera-split_p03.pddl,6.6100
spider_p17.pddl,385.7200
data-network_p09.pddl,28.3000
settlers_p10.pddl,18000.0000
caldera-split_p05.pddl,13.2400
organic-synthesis_p19.pddl,18000.0000
caldera-split_p11.pddl,18000.0000
organic-synthesis_p09.pddl,54.9300
organic-synthesis_p01.pddl,17.2600
settlers_p05.pddl,532.1100
caldera-split_p12.pddl,498.6600
termes_p04.pddl,5.0600
agricola_p08.pddl,491.8400
snake_p20.pddl,85.9400
petri-net-alignment_p04.pddl,21.0900
spider_p10.pddl,335.4100
caldera_p10.pddl,23.0000
organic-synthesis-split_p07.pddl,86.9200
agricola_p15.pddl,18000.0000
nurikabe_p06.pddl,12.4200
snake_p04.pddl,44.3700
termes_p10.pddl,18000.0000
caldera_p05.pddl,17.0100
organic-synthesis_p04.pddl,18000.0000
snake_p01.pddl,12.9400
data-network_p11.pddl,29.8900
agricola_p19.pddl,1285.9800
nurikabe_p08.pddl,8.4500
snake_p09.pddl,81.4200
data-network_p10.pddl,31.2700
data-network_p13.pddl,31.3500
petri-net-alignment_p06.pddl,34.2400
organic-synthesis_p20.pddl,18000.0000
petri-net-alignment_p20.pddl,75.3100
agricola_p05.pddl,105.6200
settlers_p03.pddl,41.7000
settlers_p15.pddl,18000.0000
data-network_p07.pddl,18000.0000
spider_p05.pddl,621.2400
organic-synthesis_p06.pddl,18000.0000
agricola_p17.pddl,1382.8400
caldera_p16.pddl,18000.0000
nurikabe_p12.pddl,258.8700
spider_p03.pddl,198.6300
spider_p12.pddl,18000.0000
agricola_p20.pddl,18000.0000
settlers_p01.pddl,30.8500
snake_p13.pddl,18000.0000
organic-synthesis_p11.pddl,18000.0000
organic-synthesis_p17.pddl,18000.0000
caldera-split_p07.pddl,13.0000
