Instance,claspfolio
petri-net-alignment_p09.pddl,34.4100
caldera_p14.pddl,18000.0000
spider_p15.pddl,17.0600
petri-net-alignment_p10.pddl,273.1500
spider_p01.pddl,12.5500
petri-net-alignment_p12.pddl,79.5500
nurikabe_p09.pddl,18.6000
organic-synthesis-split_p10.pddl,127.7600
caldera_p20.pddl,18000.0000
data-network_p03.pddl,25.7500
agricola_p14.pddl,18000.0000
organic-synthesis_p03.pddl,66.6500
caldera-split_p04.pddl,6.2400
settlers_p14.pddl,18000.0000
nurikabe_p15.pddl,491.7500
data-network_p05.pddl,31.1400
caldera-split_p09.pddl,198.3500
petri-net-alignment_p08.pddl,144.3000
termes_p08.pddl,1305.5500
snake_p17.pddl,18000.0000
agricola_p03.pddl,147.9200
organic-synthesis_p15.pddl,18000.0000
organic-synthesis_p08.pddl,18000.0000
snake_p05.pddl,50.7300
snake_p10.pddl,24.1500
nurikabe_p01.pddl,1.4000
termes_p01.pddl,6.0600
settlers_p02.pddl,54.0700
agricola_p09.pddl,393.2200
settlers_p11.pddl,39.3400
settlers_p07.pddl,18000.0000
petri-net-alignment_p14.pddl,65.5500
petri-net-alignment_p02.pddl,7.3200
organic-synthesis-split_p04.pddl,131.1700
termes_p05.pddl,33.6900
settlers_p08.pddl,18000.0000
data-network_p04.pddl,40.1500
agricola_p13.pddl,766.6400
data-network_p15.pddl,32.2800
caldera-split_p19.pddl,18000.0000
termes_p13.pddl,13.4600
caldera-split_p10.pddl,53.9800
caldera-split_p06.pddl,16.8200
organic-synthesis_p14.pddl,28.1700
data-network_p17.pddl,79.6900
termes_p02.pddl,6.2500
snake_p03.pddl,70.1800
caldera_p08.pddl,11.0400
caldera_p12.pddl,36.5000
spider_p06.pddl,18000.0000
caldera-split_p02.pddl,5.7700
settlers_p19.pddl,18000.0000
nurikabe_p16.pddl,496.7600
nurikabe_p17.pddl,649.5600
nurikabe_p13.pddl,18000.0000
petri-net-alignment_p15.pddl,89.3300
organic-synthesis-split_p02.pddl,116.8700
petri-net-alignment_p11.pddl,63.4200
caldera_p03.pddl,2.8900
petri-net-alignment_p19.pddl,67.1200
settlers_p13.pddl,250.2200
nurikabe_p19.pddl,611.9800
caldera-split_p13.pddl,18000.0000
termes_p03.pddl,6.9200
caldera-split_p20.pddl,18000.0000
caldera_p17.pddl,18000.0000
nurikabe_p03.pddl,6.6300
organic-synthesis-split_p16.pddl,18000.0000
agricola_p06.pddl,200.5100
organic-synthesis-split_p20.pddl,18000.0000
agricola_p10.pddl,213.0200
data-network_p08.pddl,18000.0000
petri-net-alignment_p16.pddl,74.5300
organic-synthesis_p13.pddl,18000.0000
termes_p11.pddl,6.8900
snake_p14.pddl,18000.0000
settlers_p16.pddl,18000.0000
settlers_p20.pddl,18000.0000
caldera-split_p18.pddl,18000.0000
data-network_p14.pddl,18000.0000
snake_p08.pddl,18000.0000
termes_p14.pddl,25.0400
termes_p18.pddl,10.1900
agricola_p02.pddl,74.2600
termes_p09.pddl,18000.0000
spider_p14.pddl,9.6200
snake_p02.pddl,28.4500
caldera_p15.pddl,18000.0000
organic-synthesis_p02.pddl,18.0000
agricola_p04.pddl,63.3800
organic-synthesis-split_p14.pddl,138.3500
caldera_p13.pddl,18000.0000
nurikabe_p10.pddl,20.5500
caldera_p07.pddl,15.0100
spider_p08.pddl,21.0900
settlers_p04.pddl,153.0000
organic-synthesis-split_p05.pddl,230.4000
petri-net-alignment_p03.pddl,18.0000
petri-net-alignment_p01.pddl,6.1400
caldera_p19.pddl,18000.0000
spider_p13.pddl,18000.0000
organic-synthesis-split_p03.pddl,136.5100
caldera-split_p17.pddl,184.7000
caldera_p06.pddl,22.2600
data-network_p16.pddl,18000.0000
data-network_p12.pddl,30.1900
organic-synthesis_p05.pddl,18000.0000
snake_p18.pddl,615.0800
organic-synthesis_p12.pddl,18000.0000
organic-synthesis-split_p15.pddl,18000.0000
termes_p17.pddl,20.0500
caldera_p18.pddl,18000.0000
organic-synthesis_p18.pddl,18000.0000
organic-synthesis-split_p08.pddl,1016.8200
organic-synthesis-split_p18.pddl,18000.0000
nurikabe_p04.pddl,5.5300
agricola_p11.pddl,429.6500
snake_p15.pddl,84.9600
nurikabe_p05.pddl,4.2300
snake_p19.pddl,18000.0000
settlers_p18.pddl,18000.0000
petri-net-alignment_p07.pddl,34.8000
nurikabe_p14.pddl,18000.0000
organic-synthesis-split_p17.pddl,18000.0000
snake_p16.pddl,1050.1500
data-network_p02.pddl,27.1600
agricola_p01.pddl,45.1900
data-network_p20.pddl,18000.0000
petri-net-alignment_p13.pddl,149.4000
organic-synthesis-split_p06.pddl,308.9200
data-network_p19.pddl,328.6200
caldera-split_p15.pddl,18000.0000
organic-synthesis_p07.pddl,12.1800
termes_p06.pddl,158.0600
spider_p04.pddl,488.3700
spider_p20.pddl,18000.0000
organic-synthesis-split_p13.pddl,18000.0000
caldera-split_p14.pddl,645.3900
data-network_p18.pddl,18000.0000
caldera_p01.pddl,1.7800
spider_p11.pddl,674.2400
organic-synthesis_p16.pddl,18000.0000
petri-net-alignment_p18.pddl,105.3500
agricola_p12.pddl,501.6800
agricola_p07.pddl,118.5900
organic-synthesis-split_p19.pddl,420.5900
nurikabe_p07.pddl,8.4300
organic-synthesis-split_p01.pddl,114.0200
spider_p18.pddl,693.7800
termes_p16.pddl,137.2800
organic-synthesis-split_p11.pddl,311.6400
spider_p07.pddl,10.0600
settlers_p17.pddl,393.6200
nurikabe_p20.pddl,590.3600
settlers_p09.pddl,18000.0000
caldera-split_p08.pddl,9.8900
organic-synthesis-split_p09.pddl,121.3200
caldera_p04.pddl,2.7800
spider_p16.pddl,204.6300
spider_p02.pddl,22.4800
termes_p19.pddl,19.1600
petri-net-alignment_p05.pddl,44.0200
termes_p15.pddl,116.4600
caldera-split_p16.pddl,18000.0000
organic-synthesis_p10.pddl,55.9100
spider_p19.pddl,18000.0000
caldera-split_p01.pddl,6.6700
caldera_p02.pddl,2.0200
nurikabe_p02.pddl,1.3600
agricola_p18.pddl,18000.0000
data-network_p01.pddl,21.4800
termes_p07.pddl,1303.7200
nurikabe_p11.pddl,175.2800
snake_p12.pddl,18000.0000
snake_p06.pddl,57.9700
settlers_p06.pddl,169.8500
termes_p12.pddl,6.8000
caldera_p09.pddl,62.6500
nurikabe_p18.pddl,534.0400
snake_p07.pddl,944.1500
agricola_p16.pddl,796.0400
organic-synthesis-split_p12.pddl,253.8900
snake_p11.pddl,116.3200
termes_p20.pddl,29.6300
spider_p09.pddl,109.0900
caldera_p11.pddl,60.8800
petri-net-alignment_p17.pddl,76.8500
data-network_p06.pddl,93.4100
settlers_p12.pddl,42.7800
caldera-split_p03.pddl,6.4500
spider_p17.pddl,384.9300
data-network_p09.pddl,28.3100
settlers_p10.pddl,18000.0000
caldera-split_p05.pddl,13.7800
organic-synthesis_p19.pddl,18000.0000
caldera-split_p11.pddl,1489.8900
organic-synthesis_p09.pddl,55.1900
organic-synthesis_p01.pddl,17.2700
settlers_p05.pddl,539.9100
caldera-split_p12.pddl,500.0900
termes_p04.pddl,5.0600
agricola_p08.pddl,495.4200
snake_p20.pddl,85.3700
petri-net-alignment_p04.pddl,19.0200
spider_p10.pddl,338.8000
caldera_p10.pddl,23.1600
organic-synthesis-split_p07.pddl,88.1200
agricola_p15.pddl,18000.0000
nurikabe_p06.pddl,12.4000
snake_p04.pddl,44.3400
termes_p10.pddl,18000.0000
caldera_p05.pddl,16.9700
