@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
sat/10pipe_k.cnf,1,abcdSAT_drup,2124.67,ok
sat/10pipe_k.cnf,1,BeansAndEggs,1121.71,ok
sat/10pipe_k.cnf,1,CHBR_glucose,811.15,ok
sat/10pipe_k.cnf,1,CHBR_glucose_tuned,820.68,ok
sat/10pipe_k.cnf,1,cmsat5_autotune2,890.43,ok
sat/10pipe_k.cnf,1,cmsat5_main2,5000,timeout
sat/10pipe_k.cnf,1,COMiniSatPSChandrasekharDRUP,510.35,ok
sat/10pipe_k.cnf,1,GHackCOMSPS_DRUP,421.92,ok
sat/10pipe_k.cnf,1,glucose,371.63,ok
sat/10pipe_k.cnf,1,glucose_hack_kiel_newScript,5000,timeout
sat/10pipe_k.cnf,1,Glucose_nbSat,590.59,ok
sat/10pipe_k.cnf,1,glue_alt,2574.14,ok
sat/10pipe_k.cnf,1,glueminisat.2210.81.main,1039.41,ok
sat/10pipe_k.cnf,1,gulch,1957.8,ok
sat/10pipe_k.cnf,1,Lingelingbbcmain,307.58,ok
sat/10pipe_k.cnf,1,MapleCMS,447.01,ok
sat/10pipe_k.cnf,1,MapleCOMSPS_CHB_DRUP,387.47,ok
sat/10pipe_k.cnf,1,MapleCOMSPS_DRUP,2735.85084523642,ok
sat/10pipe_k.cnf,1,MapleCOMSPS_LRB_DRUP,387.84,ok
sat/10pipe_k.cnf,1,MapleGlucose,3446.50902828477,ok
sat/10pipe_k.cnf,1,Riss6,5000,timeout
sat/10pipe_k.cnf,1,Splatz06vmain,215.87,ok
sat/10pipe_k.cnf,1,tb_glucose,996.5,ok
sat/10pipe_k.cnf,1,tc_glucose,1344.66,ok
sat/10pipe_k.cnf,1,YALSAT03r,5000,timeout
sat/14pipe_q0_k.cnf,1,abcdSAT_drup,1400.2,ok
sat/14pipe_q0_k.cnf,1,BeansAndEggs,1265.72,ok
sat/14pipe_q0_k.cnf,1,CHBR_glucose,1027.89,ok
sat/14pipe_q0_k.cnf,1,CHBR_glucose_tuned,1020.17,ok
sat/14pipe_q0_k.cnf,1,cmsat5_autotune2,3493.38,ok
sat/14pipe_q0_k.cnf,1,cmsat5_main2,5000,timeout
sat/14pipe_q0_k.cnf,1,COMiniSatPSChandrasekharDRUP,1230.74,ok
sat/14pipe_q0_k.cnf,1,GHackCOMSPS_DRUP,1179.87,ok
sat/14pipe_q0_k.cnf,1,glucose,913.23,ok
sat/14pipe_q0_k.cnf,1,glucose_hack_kiel_newScript,1487.74,ok
sat/14pipe_q0_k.cnf,1,Glucose_nbSat,1477.06,ok
sat/14pipe_q0_k.cnf,1,glue_alt,2977.58,ok
sat/14pipe_q0_k.cnf,1,glueminisat.2210.81.main,1080.6,ok
sat/14pipe_q0_k.cnf,1,gulch,1494.36,ok
sat/14pipe_q0_k.cnf,1,Lingelingbbcmain,649.76,ok
sat/14pipe_q0_k.cnf,1,MapleCMS,912.87,ok
sat/14pipe_q0_k.cnf,1,MapleCOMSPS_CHB_DRUP,1046,ok
sat/14pipe_q0_k.cnf,1,MapleCOMSPS_DRUP,3250.22,ok
sat/14pipe_q0_k.cnf,1,MapleCOMSPS_LRB_DRUP,1758.84,ok
sat/14pipe_q0_k.cnf,1,MapleGlucose,5000,timeout
sat/14pipe_q0_k.cnf,1,Riss6,5000,timeout
sat/14pipe_q0_k.cnf,1,Splatz06vmain,382.384474356745,ok
sat/14pipe_q0_k.cnf,1,tb_glucose,1398.52,ok
sat/14pipe_q0_k.cnf,1,tc_glucose,1412.41,ok
sat/14pipe_q0_k.cnf,1,YALSAT03r,5000,timeout
sat/16pipe_16_ooo.cnf,1,abcdSAT_drup,5000,timeout
sat/16pipe_16_ooo.cnf,1,BeansAndEggs,5000,timeout
sat/16pipe_16_ooo.cnf,1,CHBR_glucose,5000,timeout
sat/16pipe_16_ooo.cnf,1,CHBR_glucose_tuned,5000,timeout
sat/16pipe_16_ooo.cnf,1,cmsat5_autotune2,5000,timeout
sat/16pipe_16_ooo.cnf,1,cmsat5_main2,5000,timeout
sat/16pipe_16_ooo.cnf,1,COMiniSatPSChandrasekharDRUP,5000,timeout
