@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
11pipe_11_ooo.cnf,1,glucose_2.0,5000,timeout
11pipe_11_ooo.cnf,1,glueminisat-2.2.5,3033.75,ok
11pipe_11_ooo.cnf,1,lingeling-587f-4882048-110513,2043.20,ok
11pipe_11_ooo.cnf,1,minisathackcir_minisat_2011.05.13_simp_,5000,timeout
11pipe_11_ooo.cnf,1,minisathackcontrasat_2011.03.02,5000,timeout
11pipe_11_ooo.cnf,1,minisathackEBMiniSAT_2011.03.02,5000,timeout
11pipe_11_ooo.cnf,1,minisathackLR_GL_SHR_2011.03.02,5000,timeout
11pipe_11_ooo.cnf,1,minisathackMiniSAT_2.2.0.agile.26,5000,timeout
11pipe_11_ooo.cnf,1,minisathackminisat_psm_2011.04.01,5000,timeout
11pipe_11_ooo.cnf,1,minisathackreferenceminisat_2.2.0,5000,timeout
11pipe_11_ooo.cnf,1,MPhaseSAT64,5000,timeout
11pipe_11_ooo.cnf,1,rcl_2011.04.01,5000,timeout
11pipe_11_ooo.cnf,1,RestartSAT_B95,5000,timeout
11pipe_11_ooo.cnf,1,SAT09referencesolverprecosat_236,2668.91,ok
11pipe_k.cnf,1,glucose_2.0,5000,timeout
11pipe_k.cnf,1,glueminisat-2.2.5,665.69,ok
11pipe_k.cnf,1,lingeling-587f-4882048-110513,522.79,ok
11pipe_k.cnf,1,minisathackcir_minisat_2011.05.13_simp_,885.20,ok
11pipe_k.cnf,1,minisathackcontrasat_2011.03.02,756.70,ok
11pipe_k.cnf,1,minisathackEBMiniSAT_2011.03.02,5000,timeout
11pipe_k.cnf,1,minisathackLR_GL_SHR_2011.03.02,286.56,ok
11pipe_k.cnf,1,minisathackMiniSAT_2.2.0.agile.26,5000,timeout
11pipe_k.cnf,1,minisathackminisat_psm_2011.04.01,5000,timeout
11pipe_k.cnf,1,minisathackreferenceminisat_2.2.0,5000,timeout
11pipe_k.cnf,1,MPhaseSAT64,2059.16,ok
11pipe_k.cnf,1,rcl_2011.04.01,5000,timeout
11pipe_k.cnf,1,RestartSAT_B95,514.45,ok
11pipe_k.cnf,1,SAT09referencesolverprecosat_236,1591.54,ok
12pipe_bug4_q0used-assat04-723.cnf,1,glucose_2.0,232.58,ok
12pipe_bug4_q0used-assat04-723.cnf,1,glueminisat-2.2.5,41.11,ok
12pipe_bug4_q0used-assat04-723.cnf,1,lingeling-587f-4882048-110513,35.83,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackcir_minisat_2011.05.13_simp_,160.79,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackcontrasat_2011.03.02,36.10,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackEBMiniSAT_2011.03.02,30.35,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackLR_GL_SHR_2011.03.02,30.70,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackMiniSAT_2.2.0.agile.26,42.36,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackminisat_psm_2011.04.01,10.76,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackreferenceminisat_2.2.0,6.27,ok
12pipe_bug4_q0used-assat04-723.cnf,1,MPhaseSAT64,11.06,ok
