@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
10tree1020p.wcnf,1,MaxHS,30.44,ok
10tree1020p.wcnf,1,maxino2018,13.26,ok
10tree1020p.wcnf,1,Open-WBO-g,3600,timeout
10tree1020p.wcnf,1,Open-WBO-ms,35.51,ok
10tree1020p.wcnf,1,Open-WBO-ms-pre,23.86,ok
10tree1020p.wcnf,1,QMaxSAT2018,37.62,ok
10tree1020p.wcnf,1,UWrMaxSat-1.0,31.57,ok
10tree115p.wcnf,1,MaxHS,6.56,ok
10tree115p.wcnf,1,maxino2018,3.79,ok
10tree115p.wcnf,1,Open-WBO-g,3.64,ok
10tree115p.wcnf,1,Open-WBO-ms,13.41,ok
10tree115p.wcnf,1,Open-WBO-ms-pre,11.59,ok
10tree115p.wcnf,1,QMaxSAT2018,11.17,ok
10tree115p.wcnf,1,UWrMaxSat-1.0,3.45,ok
10tree125p.wcnf,1,MaxHS,50.94,ok
10tree125p.wcnf,1,maxino2018,19.3,ok
10tree125p.wcnf,1,Open-WBO-g,33.55,ok
10tree125p.wcnf,1,Open-WBO-ms,58.43,ok
10tree125p.wcnf,1,Open-WBO-ms-pre,22.79,ok
10tree125p.wcnf,1,QMaxSAT2018,48.72,ok
10tree125p.wcnf,1,UWrMaxSat-1.0,118.39,ok
10tree315p.wcnf,1,MaxHS,15.37,ok
10tree315p.wcnf,1,maxino2018,4.87,ok
10tree315p.wcnf,1,Open-WBO-g,6.84,ok
10tree315p.wcnf,1,Open-WBO-ms,14.58,ok
10tree315p.wcnf,1,Open-WBO-ms-pre,11.43,ok
10tree315p.wcnf,1,QMaxSAT2018,11.15,ok
10tree315p.wcnf,1,UWrMaxSat-1.0,8.12,ok
10tree320p.wcnf,1,MaxHS,10.43,ok
10tree320p.wcnf,1,maxino2018,3.74,ok
10tree320p.wcnf,1,Open-WBO-g,6.74,ok
10tree320p.wcnf,1,Open-WBO-ms,17.56,ok
10tree320p.wcnf,1,Open-WBO-ms-pre,7.72,ok
10tree320p.wcnf,1,QMaxSAT2018,10.66,ok
10tree320p.wcnf,1,UWrMaxSat-1.0,1.94,ok
10tree425p.wcnf,1,MaxHS,43.37,ok
10tree425p.wcnf,1,maxino2018,22.15,ok
10tree425p.wcnf,1,Open-WBO-g,20.91,ok
10tree425p.wcnf,1,Open-WBO-ms,41.86,ok
10tree425p.wcnf,1,Open-WBO-ms-pre,27.55,ok
10tree425p.wcnf,1,QMaxSAT2018,41.19,ok
10tree425p.wcnf,1,UWrMaxSat-1.0,57.24,ok
10tree430p.wcnf,1,MaxHS,24.51,ok
10tree430p.wcnf,1,maxino2018,6.59,ok
10tree430p.wcnf,1,Open-WBO-g,35.87,ok
10tree430p.wcnf,1,Open-WBO-ms,78.9,ok
10tree430p.wcnf,1,Open-WBO-ms-pre,14.97,ok
10tree430p.wcnf,1,QMaxSAT2018,29.66,ok
10tree430p.wcnf,1,UWrMaxSat-1.0,4.15,ok
10tree730p.wcnf,1,MaxHS,105.99,ok
10tree730p.wcnf,1,maxino2018,65.82,ok
10tree730p.wcnf,1,Open-WBO-g,79.18,ok
10tree730p.wcnf,1,Open-WBO-ms,138.43,ok
10tree730p.wcnf,1,Open-WBO-ms-pre,64.6,ok
10tree730p.wcnf,1,QMaxSAT2018,87.95,ok
10tree730p.wcnf,1,UWrMaxSat-1.0,406.81,ok
10tree825p.wcnf,1,MaxHS,10.41,ok
10tree825p.wcnf,1,maxino2018,3.63,ok
10tree825p.wcnf,1,Open-WBO-g,14.89,ok
10tree825p.wcnf,1,Open-WBO-ms,33.32,ok
10tree825p.wcnf,1,Open-WBO-ms-pre,17.11,ok
10tree825p.wcnf,1,QMaxSAT2018,15.47,ok
10tree825p.wcnf,1,UWrMaxSat-1.0,2.44,ok
15tree101p.wcnf,1,MaxHS,3.06,ok
15tree101p.wcnf,1,maxino2018,3.89,ok
15tree101p.wcnf,1,Open-WBO-g,2.77,ok
15tree101p.wcnf,1,Open-WBO-ms,14.64,ok
15tree101p.wcnf,1,Open-WBO-ms-pre,22.92,ok
15tree101p.wcnf,1,QMaxSAT2018,39.25,ok
15tree101p.wcnf,1,UWrMaxSat-1.0,5.2,ok
15tree201p.wcnf,1,MaxHS,2.75,ok
15tree201p.wcnf,1,maxino2018,3.54,ok
15tree201p.wcnf,1,Open-WBO-g,3.28,ok
15tree201p.wcnf,1,Open-WBO-ms,16.26,ok
15tree201p.wcnf,1,Open-WBO-ms-pre,22.68,ok
15tree201p.wcnf,1,QMaxSAT2018,89.78,ok
15tree201p.wcnf,1,UWrMaxSat-1.0,5.26,ok
15tree301posib.wcnf,1,MaxHS,10.68,ok
15tree301posib.wcnf,1,maxino2018,5.01,ok
15tree301posib.wcnf,1,Open-WBO-g,7.65,ok
15tree301posib.wcnf,1,Open-WBO-ms,40.74,ok
15tree301posib.wcnf,1,Open-WBO-ms-pre,53.09,ok
15tree301posib.wcnf,1,QMaxSAT2018,19.57,ok
15tree301posib.wcnf,1,UWrMaxSat-1.0,9.48,ok
15tree401posib.wcnf,1,MaxHS,9.63,ok
15tree401posib.wcnf,1,maxino2018,4.39,ok
15tree401posib.wcnf,1,Open-WBO-g,6.08,ok
15tree401posib.wcnf,1,Open-WBO-ms,3600,timeout
15tree401posib.wcnf,1,Open-WBO-ms-pre,40.39,ok
15tree401posib.wcnf,1,QMaxSAT2018,43.68,ok
15tree401posib.wcnf,1,UWrMaxSat-1.0,4.67,ok
15tree501p.wcnf,1,MaxHS,17.14,ok
15tree501p.wcnf,1,maxino2018,11.29,ok
15tree501p.wcnf,1,Open-WBO-g,15.32,ok
15tree501p.wcnf,1,Open-WBO-ms,55.78,ok
15tree501p.wcnf,1,Open-WBO-ms-pre,50.83,ok
15tree501p.wcnf,1,QMaxSAT2018,23.36,ok
15tree501p.wcnf,1,UWrMaxSat-1.0,27.7,ok
15tree701p.wcnf,1,MaxHS,24.47,ok
15tree701p.wcnf,1,maxino2018,10.6,ok
15tree701p.wcnf,1,Open-WBO-g,16.47,ok
15tree701p.wcnf,1,Open-WBO-ms,47.83,ok
15tree701p.wcnf,1,Open-WBO-ms-pre,53.29,ok
15tree701p.wcnf,1,QMaxSAT2018,292.07,ok
15tree701p.wcnf,1,UWrMaxSat-1.0,21.57,ok
1bpi_2knt_gwcnft.wcnf,1,MaxHS,3600,timeout
1bpi_2knt_gwcnft.wcnf,1,maxino2018,321.78,ok
1bpi_2knt_gwcnft.wcnf,1,Open-WBO-g,615.96,ok
1bpi_2knt_gwcnft.wcnf,1,Open-WBO-ms,135.78,ok
1bpi_2knt_gwcnft.wcnf,1,Open-WBO-ms-pre,387.07,ok
1bpi_2knt_gwcnft.wcnf,1,QMaxSAT2018,77.96,ok
1bpi_2knt_gwcnft.wcnf,1,UWrMaxSat-1.0,404.68,ok
1bpi_5pti_gwcnft.wcnf,1,MaxHS,3600,timeout
1bpi_5pti_gwcnft.wcnf,1,maxino2018,235.89,ok
1bpi_5pti_gwcnft.wcnf,1,Open-WBO-g,112.12,ok
1bpi_5pti_gwcnft.wcnf,1,Open-WBO-ms,68.52,ok
1bpi_5pti_gwcnft.wcnf,1,Open-WBO-ms-pre,296.03,ok
1bpi_5pti_gwcnft.wcnf,1,QMaxSAT2018,24.99,ok
1bpi_5pti_gwcnft.wcnf,1,UWrMaxSat-1.0,113.22,ok
1knt_1bpi_gwcnft.wcnf,1,MaxHS,3600,timeout
1knt_1bpi_gwcnft.wcnf,1,maxino2018,376.3,ok
1knt_1bpi_gwcnft.wcnf,1,Open-WBO-g,333.13,ok
1knt_1bpi_gwcnft.wcnf,1,Open-WBO-ms,197.83,ok
1knt_1bpi_gwcnft.wcnf,1,Open-WBO-ms-pre,340.41,ok
1knt_1bpi_gwcnft.wcnf,1,QMaxSAT2018,103.89,ok
1knt_1bpi_gwcnft.wcnf,1,UWrMaxSat-1.0,321.56,ok
1knt_2knt_gwcnft.wcnf,1,MaxHS,21.54,ok
1knt_2knt_gwcnft.wcnf,1,maxino2018,16,ok
1knt_2knt_gwcnft.wcnf,1,Open-WBO-g,3.45,ok
