Instance,claspfolio
sat/CNP-5-1300.cnf,1.5830
sat/Cake_9_20.cnf,50000.0000
sat/cms-scheel-md5-families-r24-c5-p6-11-15-16-19.cnf,1.2530
sat/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19.cnf,144.9120
sat/TimetableCNFEncoding_2_UNKNOWN.cnf,50000.0000
sat/apn-sbox6-cut4-helpbox28.cnf,581.9490
sat/exams0.04_2017_9.cnf,3123.0190
sat/udiv47prop.cnf,3398.7070
sat/TimetableCNFEncoding_17_UNKNOWN.cnf,92.6460
sat/CNP-5-600.cnf,2.2630
sat/20180322_164238439_p_cnf_320_1120.cnf,0.0670
sat/dist8.c.cnf,85.1420
sat/mchess_19.cnf,0.1370
sat/ex039_33.cnf,142.4840
sat/a_rphp056_05.cnf,50000.0000
sat/cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf,25.1030
sat/dist6.c.cnf,78.4910
sat/queen8_12.col.12.cnf,0.1700
sat/C3-2-31.cnf,34.7160
sat/uniqinv25prop.cnf,38.1640
sat/gto_p50c311.cnf,50000.0000
sat/8-4-8.cnf,50000.0000
sat/satcoin-genesis-SAT-256.cnf,3.4640
sat/sdiv15prop.cnf,127.7300
sat/apn-sbox6-cut3-helpbox30.cnf,223.6070
sat/udiv35prop.cnf,216.4060
sat/course0.2_2018_3_5.cnf,168.2160
sat/ecarev-110-1031-23-40-1.cnf,139.9500
sat/apn-sbox6-cut5-helpbox28.cnf,50000.0000
sat/Karatsuba6972593x13466917.cnf,235.6240
sat/apn-sbox6-cut3-helpbox26.cnf,50000.0000
sat/sted1_0x1e3-100.cnf,50000.0000
sat/udiv40prop.cnf,739.3220
sat/cms-scheel-md4-families-r24-c5-p1-8-13-18-19.cnf,164.9690
sat/ecarev-110-4099-22-30-4.cnf,111.2570
sat/bz-X-4-7-6.cnf,1536.5130
sat/ex187_10.cnf,265.6710
sat/sdiv16prop.cnf,252.0530
sat/TimetableCNFEncoding_6_UNKNOWN.cnf,50000.0000
sat/satcoin-genesis-SAT-9.cnf,0.9320
sat/queen12_12.col.12.cnf,10.1570
sat/20180326_095805836_p_cnf_320_1120.cnf,3.9360
sat/20180322_164245263_p_cnf_320_1120.cnf,0.3380
sat/dist7.c.cnf,83.3960
sat/Problem14_label57_false-unreach-call.c.cnf,45.5950
sat/sted1_0x24204-350.cnf,50000.0000
sat/bx-d-4-7-6.cnf,50000.0000
sat/ex067_10.cnf,668.8440
sat/TimetableCNFEncoding_1_UNKNOWN.cnf,88.1540
sat/satcoin-genesis-SAT-1024.cnf,27.0800
sat/apn-sbox6-cut5-helpbox30.cnf,165.8430
sat/patat-08-comp-3.cnf,17.8820
sat/by-alt-5-7.cnf,42.4170
sat/courses0.2_2017_9.cnf,441.2320
sat/cannonball-opt-y.rules.4-10.cnf,50000.0000
sat/sted1_0x24204-330.cnf,171.5860
sat/gto_p50c307.cnf,50000.0000
sat/satcoin-genesis-SAT-4096.cnf,3.4500
sat/satcoin-genesis-SAT-16.cnf,1.7000
sat/20180322_164224543_p_cnf_320_1120.cnf,0.6500
sat/sted5_0x1e3-20.cnf,50000.0000
sat/Problem14_label55_true-unreach-call.c.cnf,14.8570
sat/8-5-6.cnf,50000.0000
sat/Nb44T6.cnf,398.2550
sat/prime_200560490131.cnf,86.7420
sat/sted1_0x0-420.cnf,50000.0000
