@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
11pipe_11_ooo.cnf,1,glucose_2.0,5000,timeout
11pipe_11_ooo.cnf,1,glueminisat-2.2.5,3156.77,ok
11pipe_11_ooo.cnf,1,lingeling-587f-4882048-110513,2073.11,ok
11pipe_11_ooo.cnf,1,minisathackcir_minisat_2011.05.13_simp_,5000,timeout
11pipe_11_ooo.cnf,1,minisathackcontrasat_2011.03.02,5000,timeout
11pipe_11_ooo.cnf,1,minisathackEBMiniSAT_2011.03.02,5000,timeout
11pipe_11_ooo.cnf,1,minisathackLR_GL_SHR_2011.03.02,5000,timeout
11pipe_11_ooo.cnf,1,minisathackMiniSAT_2.2.0.agile.26,5000,timeout
11pipe_11_ooo.cnf,1,minisathackminisat_psm_2011.04.01,5000,timeout
11pipe_11_ooo.cnf,1,minisathackreferenceminisat_2.2.0,5000,timeout
11pipe_11_ooo.cnf,1,MPhaseSAT64,5000,timeout
11pipe_11_ooo.cnf,1,rcl_2011.04.01,5000,timeout
11pipe_11_ooo.cnf,1,RestartSAT_B95,5000,timeout
11pipe_11_ooo.cnf,1,SAT09referencesolverprecosat_236,2746.56,ok
11pipe_k.cnf,1,glucose_2.0,5000,timeout
11pipe_k.cnf,1,glueminisat-2.2.5,664.86,ok
11pipe_k.cnf,1,lingeling-587f-4882048-110513,533.27,ok
11pipe_k.cnf,1,minisathackcir_minisat_2011.05.13_simp_,886.49,ok
11pipe_k.cnf,1,minisathackcontrasat_2011.03.02,774.70,ok
11pipe_k.cnf,1,minisathackEBMiniSAT_2011.03.02,5000,timeout
11pipe_k.cnf,1,minisathackLR_GL_SHR_2011.03.02,296.36,ok
11pipe_k.cnf,1,minisathackMiniSAT_2.2.0.agile.26,5000,timeout
11pipe_k.cnf,1,minisathackminisat_psm_2011.04.01,5000,timeout
11pipe_k.cnf,1,minisathackreferenceminisat_2.2.0,5000,timeout
11pipe_k.cnf,1,MPhaseSAT64,2086.37,ok
11pipe_k.cnf,1,rcl_2011.04.01,5000,timeout
11pipe_k.cnf,1,RestartSAT_B95,521.68,ok
11pipe_k.cnf,1,SAT09referencesolverprecosat_236,1600.06,ok
12pipe_bug4_q0used-assat04-723.cnf,1,glucose_2.0,226.64,ok
12pipe_bug4_q0used-assat04-723.cnf,1,glueminisat-2.2.5,41.34,ok
12pipe_bug4_q0used-assat04-723.cnf,1,lingeling-587f-4882048-110513,36.27,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackcir_minisat_2011.05.13_simp_,159.96,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackcontrasat_2011.03.02,36.92,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackEBMiniSAT_2011.03.02,32.44,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackLR_GL_SHR_2011.03.02,31.56,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackMiniSAT_2.2.0.agile.26,42.34,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackminisat_psm_2011.04.01,10.80,ok
12pipe_bug4_q0used-assat04-723.cnf,1,minisathackreferenceminisat_2.2.0,6.14,ok
12pipe_bug4_q0used-assat04-723.cnf,1,MPhaseSAT64,11.09,ok
12pipe_bug4_q0used-assat04-723.cnf,1,rcl_2011.04.01,58.26,ok
12pipe_bug4_q0used-assat04-723.cnf,1,RestartSAT_B95,28.07,ok
12pipe_bug4_q0used-assat04-723.cnf,1,SAT09referencesolverprecosat_236,36.05,ok
12pipe_bug6_q0used-assat04-725.cnf,1,glucose_2.0,56.82,ok
12pipe_bug6_q0used-assat04-725.cnf,1,glueminisat-2.2.5,36.26,ok
12pipe_bug6_q0used-assat04-725.cnf,1,lingeling-587f-4882048-110513,14.00,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackcir_minisat_2011.05.13_simp_,1.61,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackcontrasat_2011.03.02,31.17,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackEBMiniSAT_2011.03.02,39.08,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackLR_GL_SHR_2011.03.02,29.11,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackMiniSAT_2.2.0.agile.26,31.00,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackminisat_psm_2011.04.01,12.91,ok
12pipe_bug6_q0used-assat04-725.cnf,1,minisathackreferenceminisat_2.2.0,1.37,ok
12pipe_bug6_q0used-assat04-725.cnf,1,MPhaseSAT64,12.29,ok
12pipe_bug6_q0used-assat04-725.cnf,1,rcl_2011.04.01,13.91,ok
12pipe_bug6_q0used-assat04-725.cnf,1,RestartSAT_B95,1.40,ok
12pipe_bug6_q0used-assat04-725.cnf,1,SAT09referencesolverprecosat_236,27.14,ok
1dlx_c_iq57_a.cnf,1,glucose_2.0,1119.35,ok
1dlx_c_iq57_a.cnf,1,glueminisat-2.2.5,591.98,ok
1dlx_c_iq57_a.cnf,1,lingeling-587f-4882048-110513,978.33,ok
1dlx_c_iq57_a.cnf,1,minisathackcir_minisat_2011.05.13_simp_,949.24,ok
1dlx_c_iq57_a.cnf,1,minisathackcontrasat_2011.03.02,609.27,ok
1dlx_c_iq57_a.cnf,1,minisathackEBMiniSAT_2011.03.02,1119.35,ok
1dlx_c_iq57_a.cnf,1,minisathackLR_GL_SHR_2011.03.02,679.36,ok
1dlx_c_iq57_a.cnf,1,minisathackMiniSAT_2.2.0.agile.26,1307.85,ok
1dlx_c_iq57_a.cnf,1,minisathackminisat_psm_2011.04.01,5000,timeout
1dlx_c_iq57_a.cnf,1,minisathackreferenceminisat_2.2.0,2095.80,ok
1dlx_c_iq57_a.cnf,1,MPhaseSAT64,1366.21,ok
1dlx_c_iq57_a.cnf,1,rcl_2011.04.01,5000,timeout
1dlx_c_iq57_a.cnf,1,RestartSAT_B95,3086.51,ok
1dlx_c_iq57_a.cnf,1,SAT09referencesolverprecosat_236,2071.61,ok
1dlx_c_iq60_a.cnf,1,glucose_2.0,1575.44,ok
1dlx_c_iq60_a.cnf,1,glueminisat-2.2.5,868.12,ok
1dlx_c_iq60_a.cnf,1,lingeling-587f-4882048-110513,1426.92,ok
1dlx_c_iq60_a.cnf,1,minisathackcir_minisat_2011.05.13_simp_,1365.33,ok
1dlx_c_iq60_a.cnf,1,minisathackcontrasat_2011.03.02,746.58,ok
1dlx_c_iq60_a.cnf,1,minisathackEBMiniSAT_2011.03.02,1382.77,ok
1dlx_c_iq60_a.cnf,1,minisathackLR_GL_SHR_2011.03.02,900.96,ok
1dlx_c_iq60_a.cnf,1,minisathackMiniSAT_2.2.0.agile.26,1238.28,ok
1dlx_c_iq60_a.cnf,1,minisathackminisat_psm_2011.04.01,5000,timeout
1dlx_c_iq60_a.cnf,1,minisathackreferenceminisat_2.2.0,2802.42,ok
1dlx_c_iq60_a.cnf,1,MPhaseSAT64,1950.89,ok
1dlx_c_iq60_a.cnf,1,rcl_2011.04.01,5000,timeout
1dlx_c_iq60_a.cnf,1,RestartSAT_B95,3772.19,ok
1dlx_c_iq60_a.cnf,1,SAT09referencesolverprecosat_236,2700.58,ok
2dlx_ca_bp_f_liveness.cnf,1,glucose_2.0,5000,timeout
2dlx_ca_bp_f_liveness.cnf,1,glueminisat-2.2.5,5000,timeout
