30.39,13.37,16.43,37.24,24.57,36.64,31.25
6.71,3.89,3.7,13.51,11.77,11.13,3.5
51.03,19.53,34.13,58.06,23.32,48.59,119.7
15.29,4.96,6.94,15.16,11.31,11.56,8.05
10.63,3.85,6.56,18.41,7.77,10.73,1.94
44.21,22.12,20.91,41.75,27.55,41.81,56.53
24.79,6.9,35.92,79.82,14.78,29.81,4.22
107.65,66.71,78.17,136.73,63.51,88.51,390.19
10.43,3.64,15.29,32.98,17.84,15.39,2.49
2.9,3.94,2.58,14.11,21.77,36.36,5.1
2.69,3.39,3.07,14.97,22.29,81.31,4.98
9.92,4.49,6.76,37.63,48.32,17.96,8.35
8.93,4.02,5.26,36.34,36.89,37.96,4.2
11.77,10.44,13.73,49.65,45.82,21.5,24.91
25.97,9.68,14.09,42,46.81,268.43,18.98
19.25,13.54,3.28,9.68,115.92,1.36,11.39
5.62,14.55,10.35,26.77,14.57,8.42,5.99
24.36,6.3,13.51,26.77,38.84,3.03,10.32
37.13,6.17,13.06,27.84,39.1,3.68,12.94
54.27,3.55,13.7,31.37,33.36,2.64,11.18
42.27,4.27,13.51,34.53,35.25,3.18,13.05
33.61,7.24,13.86,27.26,36.26,2.53,9.72
23.4,4.59,13.98,33.74,42.52,2.34,12.71
43.98,6.38,16.65,35.67,47.38,3.24,11.62
20.96,5.58,15.28,32.18,28.31,2.8,10.88
54.4,6.36,13.85,26.72,33.85,2.96,10.88
78.24,6.8,17.14,26.75,37.1,3.22,11.17
174.83,39.75,50.97,26.3,128.01,8.11,18.61
5000,213.7,66.58,67.29,159.53,30.35,108.18
34.76,4.29,3.68,11.9,12.25,7.23,5.94
9.78,0.6,0.28,0.32,3.18,10.76,0.54
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,2895.45,5000,5000
5000,5000,5000,5000,5000,5000,5000
2.36,0.68,16.01,26.48,26.4,228.87,1.24
2.37,0.91,20.84,30.96,32.84,5000,1.02
2.35,0.91,15.08,24.46,30.45,2032.83,1.03
3.33,0.97,17.03,29.95,39.8,5000,1.12
96.98,2.86,27.08,38.61,30.64,5000,2.73
175.86,79.56,305.68,191.81,146.35,5000,17.96
10.04,1.33,16.93,27.5,24.55,5000,1.21
341.38,8.29,20.13,30.32,39.3,5000,7.48
5000,5000,5000,2542.05,702.21,5000,4421.61
2677.66,11.35,39.73,45.82,140.65,5000,11.63
6.55,2.35,91.95,108.76,34.11,5000,2.84
2.82,0.07,0.06,0.09,0.13,5000,0.35
54.61,41.1,138.39,248.23,119.65,43.36,43.1
5000,5000,5000,5000,5000,5000,4998.39
5000,5000,5000,5000,5000,5000,5000
2949.36,4742.34,5000,5000,3392.09,3546.57,2830.57
91.5436009913238,73.74,272.02,389.98,116.05,248.5,53.05
1507.62,1136.9,3952.38,2015.29,589.73,1231.83,481.33
7.59,6.07,34.51,65.4,32.67,40.59,7.29
5000,5000,5000,5000,5000,5000,4992.88
34.37,29.92,59.73,112.07,86.47,14.78,30.09
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000
