0,0,0.01,0.03,0,0,1.49
0,0,0.01,0.03,0,0,0.42
0,0,0.01,0.03,0.01,0,17.01
0,0.01,0.01,0.03,0,0,0.05
0,0,0.01,0.03,0,0,8.64
0,0,0.01,0.03,0.02,0,4.44
0,0,0.01,0.02,0,0,2.46
0,0,0.01,0.03,0,0,1.68
0,0,0.01,0.03,0,0,57.1
0,0,0.01,0.03,0.01,0,12.97
0,0,0.01,0.02,0,0,1.7
0,0,0.01,0.03,0,0,0.92
0,0,0.01,0.03,0.01,0,7.56
0,0,0.01,0.03,0.03,0.01,5000
0,0,0.01,0.03,0.01,0,1121.96
0,0,0.01,0.03,0.01,0,476.17
0,0,0.01,0.03,0.01,0,12.24
0,0.01,0.01,0.03,0.01,0,2.14
0,0,0.01,0.03,0.01,0,0.53
0,0,0.01,0.02,0,0,158.86
0.03,0.04,0.07,0.19,0.06,0.05,5000
0.03,0.04,0.08,0.2,0.15,0.05,5000
0.04,0.04,0.08,0.21,0.13,0.05,5000
0.03,0.04,0.07,0.19,0.06,0.05,5000
0.02,0.04,0.08,0.2,0.17,0.05,5000
0.03,0.04,0.07,0.2,0.07,0.05,5000
0.03,0.04,0.08,0.2,0.07,0.06,5000
0.03,0.04,0.07,0.19,0.06,0.05,5000
0.03,0.05,0.08,0.2,0.14,0.06,5000
0.03,0.04,0.08,0.2,0.07,0.05,5000
0.03,0.04,0.08,0.19,0.21,0.06,5000
0.03,0.04,0.07,0.19,0.09,0.1,5000
0.03,0.04,0.08,0.18,0.07,0.05,5000
0.03,0.04,0.08,0.2,0.13,0.05,5000
0.02,0.04,0.08,0.2,0.06,0.05,5000
0.03,0.05,0.08,0.2,0.07,0.06,5000
0.04,0.04,0.08,0.19,0.06,0.05,5000
0.03,0.04,0.07,0.19,0.13,0.05,5000
0.03,0.04,0.08,0.2,0.12,0.05,5000
0.03,0.04,0.08,0.2,0.07,0.06,5000
0.08,0.11,0.2,0.48,0.16,0.16,5000
0.08,0.11,0.21,0.52,0.17,0.17,5000
0.09,0.12,0.2,0.48,0.17,0.16,5000
0.08,0.12,0.2,0.51,0.2,0.21,5000
0.09,0.11,0.2,0.47,0.19,0.16,5000
0.09,0.12,0.21,0.5,0.28,0.18,5000
0.08,0.11,0.21,0.5,0.28,0.16,5000
0.08,0.11,0.2,0.48,0.18,0.17,5000
0.08,0.11,0.2,0.47,0.18,0.17,5000
0.07,0.12,0.21,0.52,0.35,0.17,5000
0.08,0.12,0.2,0.49,0.44,0.21,5000
0.09,0.11,0.2,0.46,0.17,0.17,5000
0.07,0.11,0.21,0.51,0.5,0.32,5000
0.08,0.12,0.21,0.49,0.39,0.17,5000
0.09,0.11,0.2,0.46,0.16,0.18,5000
0.08,0.11,0.2,0.48,0.18,0.16,5000
0.08,0.11,0.2,0.48,0.21,0.17,5000
0.09,0.11,0.21,0.47,0.27,0.16,5000
0.08,0.12,0.21,0.48,0.19,0.17,5000
0.07,0.11,0.2,0.48,0.32,0.18,5000
0.01,0.08,0.77,59.72,0.05,0.06,5000
0.01,0.1,0.68,47.96,0,0.01,5000
0.01,0.08,0.61,39.67,0.03,0.03,5000
0.01,0.08,0.74,59.3,0.02,0.03,5000
0,0.06,0.68,59.73,0.07,0.08,5000
0.01,0.09,0.71,51.25,0.02,0.03,5000
0.01,0.13,0.72,43.47,0,0.01,1.92
0,0.05,0.57,43.52,0.04,0.05,5000
0,0.05,0.71,61.69,0.1,0.1,5000
0.01,0.04,0.67,55.17,0.11,0.11,5000
0,0.05,0.46,29.97,0.01,0.02,5000
0,0.05,0.72,63.06,0.09,0.1,5000
0.01,0.09,0.85,71.16,0.01,0.02,5000
0.01,0.05,0.57,43.13,0.09,0.09,5000
0.01,0.12,0.78,52.43,0.05,0.06,5000
0.01,0.05,0.69,60.19,0.01,0.02,5000
0,0.05,0.58,45.6,0,0.01,5000
0.01,0.05,0.49,33.77,0.02,0.03,5000
0.01,0.04,0.56,43.31,0.01,0.01,5000
0.01,0.13,0.76,49.39,0.01,0.02,5000
0.01,0.07,0.6,40.65,0.11,0.1,5000
0.01,0.05,0.78,69.98,0.22,0.19,5000
0.01,0.05,0.64,50.81,0.12,0.13,5000
0.01,0.08,0.72,54.7,0.28,0.25,5000
0.01,0.04,0.68,57.1,0.21,0.21,5000
0.01,0.05,0.63,50.69,0.82,0.31,5000
0,0.05,0.61,47.28,0.11,0.11,5000
0.01,0.06,0.85,80.93,1.68,1.31,5000
0.01,0.05,0.71,59.21,0.57,0.51,5000
0.01,0.08,0.83,68.26,0,0.01,124.36
0.01,0.08,0.79,62.76,0.11,0.12,5000
0.01,0.08,0.77,59.68,0.18,0.15,5000
0.01,0.06,0.68,55.53,1.57,1.16,5000
0.01,0.05,0.6,46.61,0.13,0.11,5000
0.01,0.08,0.6,40.43,0.11,0.11,5000
0.01,0.05,0.81,74.28,0.16,0.16,5000
0.01,0.08,0.72,54.44,0.4,0.4,5000
0.01,0.08,0.9,77.52,0.21,0.2,5000
0.01,0.05,0.59,44.68,0.17,0.15,5000
0.08,0.14,0.74,53.32,4.42,3.3,5000
0.03,0.06,0.1,0.11,0,0,0.02
0.04,0.07,0.13,0.3,0,0.01,0.04
0.04,0.08,0.17,0.55,0,0,0.05
0.11,0.09,0.28,1.44,1.68,0.01,0.06
5000,5000,5000,5000,60,60,5000
5000,5000,5000,5000,60,60,5000
