Instance,claspfolio
slp-synthesis-aes-bottom20.cnf,50000.0000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,14.7300
AProVE11-12.cnf,0.1800
c6288mulmitershuffled-assat03-346.cnf,321.2000
slp-synthesis-aes-top23.cnf,3851.9200
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,1465.5800
traffic_b_unsat.cnf,102.1200
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,48.6000
9dlx_vliw_at_b_iq8used-assat04-718.cnf,1245.3800
comb1shuffled.cnf,79.6800
E07N15.cnf,0.0000
vda_gr_rcs_w9shuffled.cnf,0.0200
aaai10-planning-ipc5-rovers-18-step12.cnf,0.3100
ibm-2002-21r-k95.cnf,31.4600
dspam_dump_vc949.cnf,1.2300
rbcl_xits_18_SAT.cnf,0.0200
dme-03-1-k247-unsatshuffled-assat03-407.cnf,50000.0000
aaai10-planning-ipc5-pipesworld-18-step15.cnf,13.1400
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1.7600
am_7_7shuffled-assat03-363.cnf,50000.0000
11pipe_k.cnf,363.8300
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,52.2200
korf-15.cnf,13.8900
countbitsarray04_32.cnf,50000.0000
slp-synthesis-aes-top28.cnf,442.0200
dated-5-11-u.cnf,19.8100
12pipe_bug4_q0used-assat04-723.cnf,69.4200
sha0_36_5.cnf,24.5700
blocks-blocks-37-1150-SAT.cnf,18.0900
homer16shuffled.cnf,1689.7600
smulo064.cnf,50000.0000
E02F22.cnf,246.0200
slp-synthesis-aes-bottom15.cnf,50000.0000
gss-19-s100.cnf,44.8300
eqatreebraun12unsat.cnf,2143.6500
UTI-20-10p0.cnf,615.7700
aes_32_4_keyfind_1.cnf,50000.0000
aes_32_3_keyfind_1.cnf,167.0600
traffic_r_sat.cnf,1.3600
sortnet-8-ipc5-h19-sat.cnf,1082.8500
gss-14-s100.cnf,6.2800
blocks-blocks-36-0160-NOTKNOWN.cnf,22.2600
manol-pipe-f7nidw.cnf,53.6600
cube-11-h14-sat.cnf,456.7100
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-top26.cnf,1038.6200
aaai10-planning-ipc5-rovers-18-step11.cnf,6.3000
11pipe_11_ooo.cnf,2135.2200
6pipe_6_oooshuffled-assat03-413.cnf,20.9500
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,897.0600
UR-20-10p1.cnf,2279.4500
aes_32_1_keyfind_1.cnf,0.0100
partial-10-17-s.cnf,3226.2300
hard-25-U-7061.cnf,0.3900
slp-synthesis-aes-bottom25.cnf,50000.0000
UCG-15-10p0.cnf,199.2200
gss-27-s100.cnf,50000.0000
E05F20.cnf,25.9900
countbitsrotate032.cnf,50000.0000
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,0.4600
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,0.2800
aaai10-planning-ipc5-pathways-17-step20.cnf,142.4400
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,50000.0000
UR-20-10p0.cnf,1893.3400
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,125.0200
9dlx_vliw_at_b_iq6used-assat04-347.cnf,473.1100
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-bottom13.cnf,180.4100
