Instance,claspfolio
slp-synthesis-aes-bottom20.cnf,50000.0000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,25.9900
AProVE11-12.cnf,0.8600
c6288mulmitershuffled-assat03-346.cnf,298.1700
slp-synthesis-aes-top23.cnf,3645.2000
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,2127.4000
traffic_b_unsat.cnf,97.6700
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,47.5400
9dlx_vliw_at_b_iq8used-assat04-718.cnf,1858.1100
comb1shuffled.cnf,90.4800
E07N15.cnf,0.0100
vda_gr_rcs_w9shuffled.cnf,0.5100
aaai10-planning-ipc5-rovers-18-step12.cnf,1.5500
ibm-2002-21r-k95.cnf,8.8200
dspam_dump_vc949.cnf,0.7800
rbcl_xits_18_SAT.cnf,35.4100
dme-03-1-k247-unsatshuffled-assat03-407.cnf,50000.0000
aaai10-planning-ipc5-pipesworld-18-step15.cnf,14.1300
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,3.6200
am_7_7shuffled-assat03-363.cnf,50000.0000
11pipe_k.cnf,334.5500
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,50.0500
korf-15.cnf,11.6500
countbitsarray04_32.cnf,50000.0000
slp-synthesis-aes-top28.cnf,630.8800
dated-5-11-u.cnf,19.4000
12pipe_bug4_q0used-assat04-723.cnf,11.0100
sha0_36_5.cnf,56.1500
blocks-blocks-37-1150-SAT.cnf,108.7600
homer16shuffled.cnf,1689.5700
smulo064.cnf,50000.0000
E02F22.cnf,238.0400
slp-synthesis-aes-bottom15.cnf,50000.0000
gss-19-s100.cnf,42.7200
eqatreebraun12unsat.cnf,2171.8900
UTI-20-10p0.cnf,591.3500
aes_32_4_keyfind_1.cnf,50000.0000
aes_32_3_keyfind_1.cnf,167.0500
traffic_r_sat.cnf,10.8700
sortnet-8-ipc5-h19-sat.cnf,959.0000
gss-14-s100.cnf,13.3100
blocks-blocks-36-0160-NOTKNOWN.cnf,70.0000
manol-pipe-f7nidw.cnf,54.9800
cube-11-h14-sat.cnf,423.8600
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-top26.cnf,947.6100
aaai10-planning-ipc5-rovers-18-step11.cnf,26.0500
11pipe_11_ooo.cnf,2012.5800
6pipe_6_oooshuffled-assat03-413.cnf,33.2900
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,843.4300
UR-20-10p1.cnf,2119.9000
aes_32_1_keyfind_1.cnf,0.0100
partial-10-17-s.cnf,2782.1600
hard-25-U-7061.cnf,3.3300
slp-synthesis-aes-bottom25.cnf,50000.0000
UCG-15-10p0.cnf,187.3100
gss-27-s100.cnf,50000.0000
E05F20.cnf,25.9600
countbitsrotate032.cnf,50000.0000
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,2.2700
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1.0700
aaai10-planning-ipc5-pathways-17-step20.cnf,126.7000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,50000.0000
UR-20-10p0.cnf,1699.4800
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,78.6600
9dlx_vliw_at_b_iq6used-assat04-347.cnf,454.9100
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-bottom13.cnf,126.4100
aes_128_10_keyfind_1.cnf,50000.0000
E02F20.cnf,66.1900
rand_net70-60-10shuffled.cnf,347.2700
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,15.9400
