Instance,claspfolio
slp-synthesis-aes-bottom20.cnf,50000.0000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,95.2500
AProVE11-12.cnf,12.1000
c6288mulmitershuffled-assat03-346.cnf,602.3000
slp-synthesis-aes-top23.cnf,3219.8700
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,50000.0000
traffic_b_unsat.cnf,116.9500
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,54.0700
9dlx_vliw_at_b_iq8used-assat04-718.cnf,50000.0000
comb1shuffled.cnf,161.9100
E07N15.cnf,0.0600
vda_gr_rcs_w9shuffled.cnf,20.8300
aaai10-planning-ipc5-rovers-18-step12.cnf,26.2100
ibm-2002-21r-k95.cnf,37.6100
dspam_dump_vc949.cnf,22.5400
rbcl_xits_18_SAT.cnf,36.2600
dme-03-1-k247-unsatshuffled-assat03-407.cnf,50000.0000
aaai10-planning-ipc5-pipesworld-18-step15.cnf,85.4500
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,34.4100
am_7_7shuffled-assat03-363.cnf,50000.0000
11pipe_k.cnf,597.7600
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,92.5700
korf-15.cnf,53.0200
countbitsarray04_32.cnf,50000.0000
slp-synthesis-aes-top28.cnf,1024.1100
dated-5-11-u.cnf,70.7600
12pipe_bug4_q0used-assat04-723.cnf,92.1000
sha0_36_5.cnf,289.9000
blocks-blocks-37-1150-SAT.cnf,435.3200
homer16shuffled.cnf,3778.8300
smulo064.cnf,50000.0000
E02F22.cnf,786.0000
slp-synthesis-aes-bottom15.cnf,50000.0000
gss-19-s100.cnf,661.3400
eqatreebraun12unsat.cnf,50000.0000
UTI-20-10p0.cnf,998.6700
aes_32_4_keyfind_1.cnf,50000.0000
aes_32_3_keyfind_1.cnf,50000.0000
traffic_r_sat.cnf,48.1500
sortnet-8-ipc5-h19-sat.cnf,1132.9600
gss-14-s100.cnf,10.3700
blocks-blocks-36-0160-NOTKNOWN.cnf,479.6800
manol-pipe-f7nidw.cnf,281.0600
cube-11-h14-sat.cnf,4002.5100
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-top26.cnf,1301.8300
aaai10-planning-ipc5-rovers-18-step11.cnf,31.8900
11pipe_11_ooo.cnf,2394.8900
6pipe_6_oooshuffled-assat03-413.cnf,43.9500
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,50000.0000
UR-20-10p1.cnf,2043.1900
aes_32_1_keyfind_1.cnf,0.0200
partial-10-17-s.cnf,2504.7600
hard-25-U-7061.cnf,12.3100
slp-synthesis-aes-bottom25.cnf,50000.0000
UCG-15-10p0.cnf,227.3700
gss-27-s100.cnf,50000.0000
E05F20.cnf,50.8700
countbitsrotate032.cnf,50000.0000
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,10.2500
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,24.6900
aaai10-planning-ipc5-pathways-17-step20.cnf,425.1900
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,50000.0000
UR-20-10p0.cnf,3590.0100
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,126.1800
9dlx_vliw_at_b_iq6used-assat04-347.cnf,856.8900
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-bottom13.cnf,1856.3700
aes_128_10_keyfind_1.cnf,50000.0000
E02F20.cnf,386.9200
rand_net70-60-10shuffled.cnf,552.5100
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,502.7900
dated-5-13-u.cnf,3928.3700
SAT_datk45.cnf,3609.0400
sokoban-sequential-p145-microban-sequential080-SAT.cnf,50000.0000
slp-synthesis-aes-bottom24.cnf,50000.0000
sokoban-sequential-p145-microban-sequential050-NOTKNOWN.cnf,1094.0800
sokoban-sequential-p145-microban-sequential070-NOTKNOWN.cnf,50000.0000
dated-10-17-u.cnf,2859.8800
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,28.5000
smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,372.9000
E02F17.cnf,113.0200
slp-synthesis-aes-bottom23.cnf,50000.0000
traffic_kkb_unknown.cnf,140.5600
maxxor032.cnf,126.9500
AProVE11-10.cnf,63.6400
partial-5-11-u.cnf,50000.0000
slp-synthesis-aes-bottom22.cnf,50000.0000
maxxororand064.cnf,50000.0000
manol-pipe-c10nidw.cnf,428.0500
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,252.8500
slp-synthesis-aes-bottom26.cnf,50000.0000
driverlog3_v01arenamed-assat05-3963.cnf,0.0200
traffic_3_uc_sat.cnf,171.1400
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed040-NOTKNOWN.cnf,50000.0000
rand_net60-30-1shuffled.cnf,0.6100
