Instance,claspfolio
slp-synthesis-aes-bottom20.cnf,50000.0000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,26.2800
AProVE11-12.cnf,0.8000
c6288mulmitershuffled-assat03-346.cnf,292.1300
slp-synthesis-aes-top23.cnf,3385.6500
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,3364.6800
traffic_b_unsat.cnf,95.7900
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,46.4700
9dlx_vliw_at_b_iq8used-assat04-718.cnf,1775.6500
comb1shuffled.cnf,86.3200
E07N15.cnf,0.0100
vda_gr_rcs_w9shuffled.cnf,0.4600
aaai10-planning-ipc5-rovers-18-step12.cnf,0.2900
ibm-2002-21r-k95.cnf,9.1000
dspam_dump_vc949.cnf,0.7300
rbcl_xits_18_SAT.cnf,1.5200
dme-03-1-k247-unsatshuffled-assat03-407.cnf,50000.0000
aaai10-planning-ipc5-pipesworld-18-step15.cnf,13.8600
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,3.5100
am_7_7shuffled-assat03-363.cnf,50000.0000
11pipe_k.cnf,308.4900
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,49.0800
korf-15.cnf,11.0000
countbitsarray04_32.cnf,50000.0000
slp-synthesis-aes-top28.cnf,577.4400
dated-5-11-u.cnf,13.3200
12pipe_bug4_q0used-assat04-723.cnf,10.8200
sha0_36_5.cnf,46.5700
blocks-blocks-37-1150-SAT.cnf,105.3600
homer16shuffled.cnf,1919.9900
smulo064.cnf,50000.0000
E02F22.cnf,396.4900
slp-synthesis-aes-bottom15.cnf,50000.0000
gss-19-s100.cnf,38.9100
eqatreebraun12unsat.cnf,2195.1400
UTI-20-10p0.cnf,559.9400
aes_32_4_keyfind_1.cnf,50000.0000
aes_32_3_keyfind_1.cnf,167.6600
traffic_r_sat.cnf,10.4300
sortnet-8-ipc5-h19-sat.cnf,911.4000
gss-14-s100.cnf,13.2300
blocks-blocks-36-0160-NOTKNOWN.cnf,69.3100
manol-pipe-f7nidw.cnf,47.5900
cube-11-h14-sat.cnf,986.1600
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-top26.cnf,935.9600
aaai10-planning-ipc5-rovers-18-step11.cnf,26.6600
11pipe_11_ooo.cnf,2468.7200
6pipe_6_oooshuffled-assat03-413.cnf,31.3300
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1728.9300
