Instance,claspfolio
slp-synthesis-aes-bottom20.cnf,50000.0000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,26.4300
AProVE11-12.cnf,0.7900
c6288mulmitershuffled-assat03-346.cnf,289.1300
slp-synthesis-aes-top23.cnf,3368.5500
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,2414.3900
traffic_b_unsat.cnf,96.5300
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,47.3200
9dlx_vliw_at_b_iq8used-assat04-718.cnf,1906.5500
comb1shuffled.cnf,87.0300
E07N15.cnf,0.0100
vda_gr_rcs_w9shuffled.cnf,0.4900
aaai10-planning-ipc5-rovers-18-step12.cnf,1.5800
ibm-2002-21r-k95.cnf,9.1300
dspam_dump_vc949.cnf,0.8100
rbcl_xits_18_SAT.cnf,1.5100
dme-03-1-k247-unsatshuffled-assat03-407.cnf,50000.0000
aaai10-planning-ipc5-pipesworld-18-step15.cnf,13.8500
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,3.5200
am_7_7shuffled-assat03-363.cnf,50000.0000
11pipe_k.cnf,323.5600
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,50.6200
korf-15.cnf,11.3900
countbitsarray04_32.cnf,50000.0000
slp-synthesis-aes-top28.cnf,588.4200
dated-5-11-u.cnf,13.2400
12pipe_bug4_q0used-assat04-723.cnf,10.9000
sha0_36_5.cnf,55.6600
blocks-blocks-37-1150-SAT.cnf,107.3200
homer16shuffled.cnf,2574.2200
smulo064.cnf,50000.0000
E02F22.cnf,394.4500
slp-synthesis-aes-bottom15.cnf,50000.0000
gss-19-s100.cnf,41.7500
eqatreebraun12unsat.cnf,2178.2600
UTI-20-10p0.cnf,721.0200
aes_32_4_keyfind_1.cnf,50000.0000
aes_32_3_keyfind_1.cnf,1094.3200
traffic_r_sat.cnf,10.5300
sortnet-8-ipc5-h19-sat.cnf,937.3700
gss-14-s100.cnf,6.3100
blocks-blocks-36-0160-NOTKNOWN.cnf,68.8800
manol-pipe-f7nidw.cnf,48.4400
cube-11-h14-sat.cnf,403.9200
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-top26.cnf,959.4700
aaai10-planning-ipc5-rovers-18-step11.cnf,25.9500
11pipe_11_ooo.cnf,2492.5900
6pipe_6_oooshuffled-assat03-413.cnf,32.4400
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,830.4300
UR-20-10p1.cnf,2131.1300
aes_32_1_keyfind_1.cnf,0.0200
partial-10-17-s.cnf,2736.7500
hard-25-U-7061.cnf,3.3700
slp-synthesis-aes-bottom25.cnf,50000.0000
UCG-15-10p0.cnf,183.4500
gss-27-s100.cnf,50000.0000
E05F20.cnf,25.9000
countbitsrotate032.cnf,50000.0000
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,2.2400
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,0.9500
aaai10-planning-ipc5-pathways-17-step20.cnf,121.3800
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,50000.0000
UR-20-10p0.cnf,1664.2700
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,28.3000
9dlx_vliw_at_b_iq6used-assat04-347.cnf,435.4700
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-bottom13.cnf,117.2800
aes_128_10_keyfind_1.cnf,50000.0000
E02F20.cnf,65.6700
rand_net70-60-10shuffled.cnf,335.5300
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,15.6000
dated-5-13-u.cnf,4023.4000
SAT_datk45.cnf,993.7800
sokoban-sequential-p145-microban-sequential080-SAT.cnf,2915.7900
slp-synthesis-aes-bottom24.cnf,50000.0000
sokoban-sequential-p145-microban-sequential050-NOTKNOWN.cnf,1187.4300
sokoban-sequential-p145-microban-sequential070-NOTKNOWN.cnf,3196.2300
dated-10-17-u.cnf,2381.7600
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,8.2300
smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,32.6400
E02F17.cnf,34.4300
slp-synthesis-aes-bottom23.cnf,50000.0000
traffic_kkb_unknown.cnf,105.0300
maxxor032.cnf,54.3800
AProVE11-10.cnf,5.7500
partial-5-11-u.cnf,50000.0000
slp-synthesis-aes-bottom22.cnf,50000.0000
maxxororand064.cnf,50000.0000
manol-pipe-c10nidw.cnf,168.0100
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,198.9600
slp-synthesis-aes-bottom26.cnf,50000.0000
driverlog3_v01arenamed-assat05-3963.cnf,0.0000
traffic_3_uc_sat.cnf,73.3600
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed040-NOTKNOWN.cnf,2534.6100
rand_net60-30-1shuffled.cnf,0.1400
SAT_datk80.cnf,195.6300
