@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
agricola_p01.pddl,1,blind,1800,timeout
agricola_p01.pddl,1,Complementary1,123.56,ok
agricola_p01.pddl,1,Complementary2,61.06,ok
agricola_p01.pddl,1,DecStar,1800,timeout
agricola_p01.pddl,1,Delfi1,20.08,ok
agricola_p01.pddl,1,Delfi2,473.28,ok
agricola_p01.pddl,1,FDMS1,107.15,ok
agricola_p01.pddl,1,FDMS2,123.74,ok
agricola_p01.pddl,1,Metis1,1800,timeout
agricola_p01.pddl,1,Metis2,1800,timeout
agricola_p01.pddl,1,Planning-PDBs,52.28,ok
agricola_p01.pddl,1,Scorpion,1800,timeout
agricola_p01.pddl,1,symbolic-bidirectional,19.08,ok
agricola_p01.pddl,1,Symple-1,1800,timeout
agricola_p01.pddl,1,Symple-2,1800,timeout
agricola_p02.pddl,1,blind,1800,timeout
agricola_p02.pddl,1,Complementary1,161.2,ok
agricola_p02.pddl,1,Complementary2,251.58,ok
agricola_p02.pddl,1,DecStar,1800,timeout
agricola_p02.pddl,1,Delfi1,35.19,ok
agricola_p02.pddl,1,Delfi2,65.46,ok
agricola_p02.pddl,1,FDMS1,99.53,ok
agricola_p02.pddl,1,FDMS2,355.59,ok
agricola_p02.pddl,1,Metis1,1800,timeout
agricola_p02.pddl,1,Metis2,1800,timeout
agricola_p02.pddl,1,Planning-PDBs,216.95,ok
agricola_p02.pddl,1,Scorpion,1800,timeout
agricola_p02.pddl,1,symbolic-bidirectional,82.43,ok
agricola_p02.pddl,1,Symple-1,1800,timeout
agricola_p02.pddl,1,Symple-2,1800,timeout
agricola_p03.pddl,1,blind,1800,timeout
agricola_p03.pddl,1,Complementary1,1800,timeout
agricola_p03.pddl,1,Complementary2,1800,timeout
agricola_p03.pddl,1,DecStar,1800,timeout
agricola_p03.pddl,1,Delfi1,79.87,ok
agricola_p03.pddl,1,Delfi2,135.79,ok
agricola_p03.pddl,1,FDMS1,145.19,ok
agricola_p03.pddl,1,FDMS2,467.05,ok
agricola_p03.pddl,1,Metis1,1800,timeout
agricola_p03.pddl,1,Metis2,1800,timeout
agricola_p03.pddl,1,Planning-PDBs,1800,timeout
agricola_p03.pddl,1,Scorpion,1540.4,ok
agricola_p03.pddl,1,symbolic-bidirectional,91.79,ok
agricola_p03.pddl,1,Symple-1,1800,timeout
agricola_p03.pddl,1,Symple-2,1800,timeout
agricola_p04.pddl,1,blind,1800,timeout
agricola_p04.pddl,1,Complementary1,235.71,ok
agricola_p04.pddl,1,Complementary2,149.61,ok
agricola_p04.pddl,1,DecStar,1800,timeout
agricola_p04.pddl,1,Delfi1,31.58,ok
agricola_p04.pddl,1,Delfi2,52.39,ok
agricola_p04.pddl,1,FDMS1,370.44,ok
agricola_p04.pddl,1,FDMS2,177.34,ok
agricola_p04.pddl,1,Metis1,1800,timeout
agricola_p04.pddl,1,Metis2,1800,timeout
agricola_p04.pddl,1,Planning-PDBs,130.1,ok
agricola_p04.pddl,1,Scorpion,1800,timeout
agricola_p04.pddl,1,symbolic-bidirectional,49.67,ok
agricola_p04.pddl,1,Symple-1,1800,timeout
agricola_p04.pddl,1,Symple-2,1800,timeout
agricola_p05.pddl,1,blind,1800,timeout
agricola_p05.pddl,1,Complementary1,1800,timeout
agricola_p05.pddl,1,Complementary2,1800,timeout
agricola_p05.pddl,1,DecStar,1800,timeout
agricola_p05.pddl,1,Delfi1,92.44,ok
agricola_p05.pddl,1,Delfi2,133.72,ok
agricola_p05.pddl,1,FDMS1,224.74,ok
agricola_p05.pddl,1,FDMS2,457.02,ok
agricola_p05.pddl,1,Metis1,1800,timeout
agricola_p05.pddl,1,Metis2,1800,timeout
agricola_p05.pddl,1,Planning-PDBs,1800,timeout
agricola_p05.pddl,1,Scorpion,1800,timeout
agricola_p05.pddl,1,symbolic-bidirectional,47.79,ok
agricola_p05.pddl,1,Symple-1,1800,timeout
agricola_p05.pddl,1,Symple-2,1800,timeout
agricola_p06.pddl,1,blind,1800,timeout
agricola_p06.pddl,1,Complementary1,1800,timeout
