@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
agricola_p01.pddl,1,blind,843.14,ok
agricola_p01.pddl,1,Complementary1,109.87,ok
agricola_p01.pddl,1,Complementary2,52.15,ok
agricola_p01.pddl,1,DecStar,1800,timeout
agricola_p01.pddl,1,Delfi1,19.42,ok
agricola_p01.pddl,1,Delfi2,472.3,ok
agricola_p01.pddl,1,FDMS1,87.06,ok
agricola_p01.pddl,1,FDMS2,111.96,ok
agricola_p01.pddl,1,Metis1,1800,timeout
agricola_p01.pddl,1,Metis2,1800,timeout
agricola_p01.pddl,1,Planning-PDBs,52.24,ok
agricola_p01.pddl,1,Scorpion,1800,timeout
agricola_p01.pddl,1,symbolic-bidirectional,18.36,ok
agricola_p01.pddl,1,Symple-1,1376.53,ok
agricola_p01.pddl,1,Symple-2,1379.01,ok
agricola_p02.pddl,1,blind,488.42,ok
agricola_p02.pddl,1,Complementary1,140.03,ok
agricola_p02.pddl,1,Complementary2,207.37,ok
agricola_p02.pddl,1,DecStar,1800,timeout
agricola_p02.pddl,1,Delfi1,33.04,ok
agricola_p02.pddl,1,Delfi2,63.01,ok
agricola_p02.pddl,1,FDMS1,81.7,ok
agricola_p02.pddl,1,FDMS2,292.26,ok
agricola_p02.pddl,1,Metis1,1800,timeout
agricola_p02.pddl,1,Metis2,1800,timeout
agricola_p02.pddl,1,Planning-PDBs,207.23,ok
agricola_p02.pddl,1,Scorpion,1800,timeout
agricola_p02.pddl,1,symbolic-bidirectional,74.07,ok
agricola_p02.pddl,1,Symple-1,1800,timeout
agricola_p02.pddl,1,Symple-2,1800,timeout
agricola_p03.pddl,1,blind,1055.63,ok
agricola_p03.pddl,1,Complementary1,1124.71,ok
agricola_p03.pddl,1,Complementary2,1099.03,ok
agricola_p03.pddl,1,DecStar,1800,timeout
agricola_p03.pddl,1,Delfi1,78.35,ok
agricola_p03.pddl,1,Delfi2,129.36,ok
agricola_p03.pddl,1,FDMS1,122.51,ok
agricola_p03.pddl,1,FDMS2,373.49,ok
agricola_p03.pddl,1,Metis1,1800,timeout
agricola_p03.pddl,1,Metis2,1800,timeout
agricola_p03.pddl,1,Planning-PDBs,1032.91,ok
agricola_p03.pddl,1,Scorpion,1511.23,ok
agricola_p03.pddl,1,symbolic-bidirectional,87.16,ok
agricola_p03.pddl,1,Symple-1,1800,timeout
agricola_p03.pddl,1,Symple-2,1800,timeout
agricola_p04.pddl,1,blind,1800,timeout
agricola_p04.pddl,1,Complementary1,201.46,ok
agricola_p04.pddl,1,Complementary2,123.47,ok
agricola_p04.pddl,1,DecStar,1800,timeout
agricola_p04.pddl,1,Delfi1,29.9,ok
agricola_p04.pddl,1,Delfi2,50.55,ok
agricola_p04.pddl,1,FDMS1,337.94,ok
agricola_p04.pddl,1,FDMS2,154.96,ok
agricola_p04.pddl,1,Metis1,1800,timeout
agricola_p04.pddl,1,Metis2,1800,timeout
agricola_p04.pddl,1,Planning-PDBs,123.93,ok
agricola_p04.pddl,1,Scorpion,1800,timeout
