@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
10tree1020p.wcnf,1,MaxHS,30.68,ok
10tree1020p.wcnf,1,maxino2018,13.33,ok
10tree1020p.wcnf,1,Open-WBO-g,3600,timeout
10tree1020p.wcnf,1,Open-WBO-ms,36.04,ok
10tree1020p.wcnf,1,Open-WBO-ms-pre,24.19,ok
10tree1020p.wcnf,1,QMaxSAT2018,36.53,ok
10tree1020p.wcnf,1,UWrMaxSat-1.0,31.86,ok
10tree115p.wcnf,1,MaxHS,6.73,ok
10tree115p.wcnf,1,maxino2018,3.88,ok
10tree115p.wcnf,1,Open-WBO-g,3.72,ok
10tree115p.wcnf,1,Open-WBO-ms,13.69,ok
10tree115p.wcnf,1,Open-WBO-ms-pre,11.68,ok
10tree115p.wcnf,1,QMaxSAT2018,11.19,ok
10tree115p.wcnf,1,UWrMaxSat-1.0,3.55,ok
10tree125p.wcnf,1,MaxHS,51.4,ok
10tree125p.wcnf,1,maxino2018,19.73,ok
10tree125p.wcnf,1,Open-WBO-g,33.69,ok
10tree125p.wcnf,1,Open-WBO-ms,58.05,ok
10tree125p.wcnf,1,Open-WBO-ms-pre,23.41,ok
10tree125p.wcnf,1,QMaxSAT2018,48.39,ok
10tree125p.wcnf,1,UWrMaxSat-1.0,122.93,ok
10tree315p.wcnf,1,MaxHS,15.8,ok
10tree315p.wcnf,1,maxino2018,4.95,ok
10tree315p.wcnf,1,Open-WBO-g,6.97,ok
10tree315p.wcnf,1,Open-WBO-ms,14.8,ok
10tree315p.wcnf,1,Open-WBO-ms-pre,11.59,ok
10tree315p.wcnf,1,QMaxSAT2018,11.3,ok
10tree315p.wcnf,1,UWrMaxSat-1.0,8.11,ok
10tree320p.wcnf,1,MaxHS,10.71,ok
10tree320p.wcnf,1,maxino2018,3.71,ok
10tree320p.wcnf,1,Open-WBO-g,6.65,ok
10tree320p.wcnf,1,Open-WBO-ms,17.79,ok
10tree320p.wcnf,1,Open-WBO-ms-pre,7.64,ok
10tree320p.wcnf,1,QMaxSAT2018,10.96,ok
10tree320p.wcnf,1,UWrMaxSat-1.0,1.92,ok
10tree425p.wcnf,1,MaxHS,43.86,ok
10tree425p.wcnf,1,maxino2018,22.68,ok
10tree425p.wcnf,1,Open-WBO-g,20.69,ok
10tree425p.wcnf,1,Open-WBO-ms,41.68,ok
10tree425p.wcnf,1,Open-WBO-ms-pre,28.19,ok
10tree425p.wcnf,1,QMaxSAT2018,41.33,ok
10tree425p.wcnf,1,UWrMaxSat-1.0,56.74,ok
10tree430p.wcnf,1,MaxHS,25.05,ok
10tree430p.wcnf,1,maxino2018,6.75,ok
10tree430p.wcnf,1,Open-WBO-g,35.68,ok
10tree430p.wcnf,1,Open-WBO-ms,81.55,ok
10tree430p.wcnf,1,Open-WBO-ms-pre,15.13,ok
10tree430p.wcnf,1,QMaxSAT2018,30.05,ok
10tree430p.wcnf,1,UWrMaxSat-1.0,4.26,ok
10tree730p.wcnf,1,MaxHS,108.19,ok
10tree730p.wcnf,1,maxino2018,66.99,ok
10tree730p.wcnf,1,Open-WBO-g,80.4,ok
10tree730p.wcnf,1,Open-WBO-ms,139.59,ok
10tree730p.wcnf,1,Open-WBO-ms-pre,64.16,ok
