@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
10tree1020p.wcnf,1,MaxHS,30.22,ok
10tree1020p.wcnf,1,maxino2018,13.5,ok
10tree1020p.wcnf,1,Open-WBO-g,16.36,ok
10tree1020p.wcnf,1,Open-WBO-ms,36.06,ok
10tree1020p.wcnf,1,Open-WBO-ms-pre,24.17,ok
10tree1020p.wcnf,1,QMaxSAT2018,36.48,ok
10tree1020p.wcnf,1,UWrMaxSat-1.0,31.19,ok
10tree115p.wcnf,1,MaxHS,6.66,ok
10tree115p.wcnf,1,maxino2018,3.86,ok
10tree115p.wcnf,1,Open-WBO-g,3.68,ok
10tree115p.wcnf,1,Open-WBO-ms,13.58,ok
10tree115p.wcnf,1,Open-WBO-ms-pre,11.7,ok
10tree115p.wcnf,1,QMaxSAT2018,11.33,ok
10tree115p.wcnf,1,UWrMaxSat-1.0,3.5,ok
10tree125p.wcnf,1,MaxHS,50.7,ok
10tree125p.wcnf,1,maxino2018,19.4,ok
10tree125p.wcnf,1,Open-WBO-g,33.87,ok
10tree125p.wcnf,1,Open-WBO-ms,57.92,ok
10tree125p.wcnf,1,Open-WBO-ms-pre,23.13,ok
10tree125p.wcnf,1,QMaxSAT2018,48.14,ok
10tree125p.wcnf,1,UWrMaxSat-1.0,119.23,ok
10tree315p.wcnf,1,MaxHS,15.55,ok
10tree315p.wcnf,1,maxino2018,4.92,ok
10tree315p.wcnf,1,Open-WBO-g,6.9,ok
10tree315p.wcnf,1,Open-WBO-ms,14.72,ok
10tree315p.wcnf,1,Open-WBO-ms-pre,11.39,ok
10tree315p.wcnf,1,QMaxSAT2018,11.24,ok
10tree315p.wcnf,1,UWrMaxSat-1.0,8.06,ok
10tree320p.wcnf,1,MaxHS,10.58,ok
10tree320p.wcnf,1,maxino2018,3.74,ok
10tree320p.wcnf,1,Open-WBO-g,6.7,ok
10tree320p.wcnf,1,Open-WBO-ms,17.78,ok
10tree320p.wcnf,1,Open-WBO-ms-pre,7.68,ok
10tree320p.wcnf,1,QMaxSAT2018,10.62,ok
10tree320p.wcnf,1,UWrMaxSat-1.0,1.94,ok
10tree425p.wcnf,1,MaxHS,44.3,ok
10tree425p.wcnf,1,maxino2018,21.88,ok
10tree425p.wcnf,1,Open-WBO-g,20.7,ok
10tree425p.wcnf,1,Open-WBO-ms,41.81,ok
10tree425p.wcnf,1,Open-WBO-ms-pre,27.74,ok
10tree425p.wcnf,1,QMaxSAT2018,40.6,ok
10tree425p.wcnf,1,UWrMaxSat-1.0,56.37,ok
10tree430p.wcnf,1,MaxHS,24.66,ok
10tree430p.wcnf,1,maxino2018,6.7,ok
10tree430p.wcnf,1,Open-WBO-g,35.71,ok
10tree430p.wcnf,1,Open-WBO-ms,79.67,ok
10tree430p.wcnf,1,Open-WBO-ms-pre,15.09,ok
10tree430p.wcnf,1,QMaxSAT2018,29.53,ok
10tree430p.wcnf,1,UWrMaxSat-1.0,4.21,ok
10tree730p.wcnf,1,MaxHS,107.24,ok
10tree730p.wcnf,1,maxino2018,66.33,ok
10tree730p.wcnf,1,Open-WBO-g,77.82,ok
10tree730p.wcnf,1,Open-WBO-ms,135.43,ok
10tree730p.wcnf,1,Open-WBO-ms-pre,63.4,ok
10tree730p.wcnf,1,QMaxSAT2018,88.28,ok
10tree730p.wcnf,1,UWrMaxSat-1.0,387.11,ok
10tree825p.wcnf,1,MaxHS,10.35,ok
