Instance,claspfolio
causal_n7_i7_N1000_uai14_harddeps_int.wcnf,94.0100
g3_n26e25_n27e26_n42e48.wcnf,946.7600
g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,39.4600
b21_C-mbd14-0205.wcnf,3.7200
normalized-f20c10b_005_area_delay.wcnf,18.1400
TWComp_eil51tsp_N51.wcnf,375.1400
threshold128_3.wcnf,1.0200
rev66-20.wcnf,36000.0000
adult_train_5_CNF_2_1.wcnf,36000.0000
d4.wcnf,36000.0000
rand179_l2.wcnf,2.5300
rsdecoder_fsm1dimacsfiltered.wcnf,362.7200
threshold128_2.wcnf,57.8900
extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf,129.7600
frb40-19-4partial.wcnf,4.4500
house-votes-84.wcnf,49.2300
gen_add_4_33.wcnf,0.2600
TWComp_huck_N74.wcnf,347.2100
TWComp_miles500_N128.wcnf,543.3200
gen_cvc-add3-carry2-gadget_9999.wcnf,1.1200
MinFill_R10_anna.wcnf,3.5000
divider-problemdimacs_2filtered.wcnf,11.4900
extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf,1923.0200
normalized-5xp1bopbmsat.wcnf,0.1800
sudoku-debugdimacs.wcnf,3.1900
rev66-24.wcnf,36000.0000
TWComp_jean_N77.wcnf,360.0600
kbtree9_7_3_5_90_5wcsp.wcnf,20.5100
cnf8p7.wcnf,30.6600
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,264.4800
wqueens18_16wcspdir.wcnf,0.0600
sbox_8.wcnf,36000.0000
SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf,37.2300
3col140_5_2shuffledcnf.wcnf,2.6500
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf,5.6400
vga-debugdimacs.wcnf,361.6900
extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf,36000.0000
b17_C-mbd14-0370.wcnf,9.3400
AES1-40-6.wcnf,35.8100
frb35-17-3partial.wcnf,0.0400
s38584_nan_explicit_27_0.wcnf,168.9800
3col140_5_9shuffledcnf.wcnf,3.2000
tae.wcnf,267.4700
b20_C-mbd14-0255.wcnf,4.8200
extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf,134.2200
ram_k3_n10ra0.wcnf,36000.0000
gen_square_5_299.wcnf,21.7900
heatShock_WT_121_12lpsm-extracted.wcnf,361.3200
geffe128_4.wcnf,6.2300
b21-s_PathRelaxation_FS_42.wcnf,3.3200
UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf,0.6700
15tree401posib.wcnf,14.4300
hungarian.wcnf,36000.0000
gen_mult_3_6_399.wcnf,2.7700
gen_mult_3_5_399.wcnf,3.1400
toms_test_0_CNF_4_1.wcnf,36000.0000
kbtree9_7_3_5_90_4wcsp.wcnf,12.6400
uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,0.6500
cnf18p4.wcnf,108.4400
s38584_nan_explicit_33_0.wcnf,116.6300
normalized-ssa7552-159opbmsat.wcnf,0.4900
g3_n34e43_n59e60_n71e84.wcnf,36.0100
p_hat300-1clq.wcnf,4.1600
ac97_ctrl-debugdimacs.wcnf,0.3300
TWComp_mulsoli5-pp_N119.wcnf,510.4500
wolfram80_1.wcnf,18.4200
normalized-f2000.wcnf,36000.0000
heatShock_WT_196_12lpsm-extracted.wcnf,361.3500
b14-s_PathRelaxation_FS_46.wcnf,1.5700
atcoss_sugar_18.wcnf,36000.0000
ionosphere_train_1_CNF_5_1.wcnf,36000.0000
TWComp_myciel4_N23.wcnf,7.7100
sudoku.wcnf,363.2100
g4_n47e57_n58e61_n133e169_n141e184.wcnf,36.0400
15tree701p.wcnf,20.9800
rev66-10.wcnf,90.7300
wb_conmax3dimacsfiltered.wcnf,366.1900
SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf,367.2600
causal_n7_i10_N1000_uai14_constant_int.wcnf,22.3700
maxcut-140-630-07-48.wcnf,36000.0000
mul_8_11.wcnf,36000.0000
cnf18t9.wcnf,163.4300
b14-s_PathRelaxation_FS_14.wcnf,1.5700
we.wcnf,36000.0000
cnf9p10.wcnf,44.9900
TWComp_win95pts_N76.wcnf,361.0300
b21_C-mbd14-0217.wcnf,4.2700
3col140_5_8shuffledcnf.wcnf,3.0000
s38584_nan_explicit_13_0.wcnf,340.3900
MinFill_R0_myciel7.wcnf,36000.0000
frb40-19-1partial.wcnf,6.5900
p_hat300-3clq.wcnf,36000.0000
ram_k3_n12ra0.wcnf,36000.0000
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf,5.6300
causal_n6_i8_N1000_uai14_constant_int.wcnf,2.4400
b14_C-mbd14-0225.wcnf,26.2600
15tree301posib.wcnf,15.0900
b22_C-mbd14-0240.wcnf,8.6700
gen_mult_4_6_991.wcnf,36000.0000
UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf,0.4500
heatShock_WT_43_12lpsm-extracted.wcnf,361.3100
uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf,0.5500
10tree315p.wcnf,5.3000
ram_k3_n11ra0.wcnf,36000.0000
scpcyc08_maxsat.wcnf,36000.0000
geffe128_8.wcnf,24.7900
normalized-test4piopbmsat.wcnf,36000.0000
extension-enforcement_strict_com_150_005_0_15_2.wcnf,35.6900
AES2-74-11.wcnf,48.3300
atcoss_sugar_02.wcnf,36000.0000
kbtree9_7_3_5_70_5wcsp.wcnf,61.9800
SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf,380.8400
g2_n37e45_n71e77.wcnf,1.9600
SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf,8.0300
cnf_12.wcnf,36000.0000
normalized-ssa7552-038opbmsat.wcnf,0.6600
g3_n67e86_n89e98_n130e150.wcnf,11.9400
new-thyroid.wcnf,26.3100
b21-s_PathRelaxation_Set_FS_31.wcnf,30.3900
tictactoe_train_3_DNF_1_1.wcnf,0.2900
extension-enforcement_non-strict_stb_200_005_1_10_0.wcnf,36000.0000
SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf,379.3500
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf,1.8300
b22_C-mbd14-0300.wcnf,6.2200
twitter_test_9_CNF_4_1.wcnf,36000.0000
rsdecoder-debugdimacs.wcnf,362.4600
