Instance,claspfolio
causal_n7_i7_N1000_uai14_harddeps_int.wcnf,91.5400
g3_n26e25_n27e26_n42e48.wcnf,872.4100
g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,39.3200
b21_C-mbd14-0205.wcnf,3.7100
normalized-f20c10b_005_area_delay.wcnf,18.1800
TWComp_eil51tsp_N51.wcnf,391.2100
threshold128_3.wcnf,1.0200
rev66-20.wcnf,36000.0000
adult_train_5_CNF_2_1.wcnf,36000.0000
d4.wcnf,36000.0000
rand179_l2.wcnf,1.1800
rsdecoder_fsm1dimacsfiltered.wcnf,362.6800
threshold128_2.wcnf,57.2300
extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf,126.0800
frb40-19-4partial.wcnf,4.3600
house-votes-84.wcnf,60.2800
gen_add_4_33.wcnf,0.2600
TWComp_huck_N74.wcnf,5.9700
TWComp_miles500_N128.wcnf,533.6700
gen_cvc-add3-carry2-gadget_9999.wcnf,1.1300
MinFill_R10_anna.wcnf,3.1800
divider-problemdimacs_2filtered.wcnf,10.9200
extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf,952.7700
normalized-5xp1bopbmsat.wcnf,0.2700
sudoku-debugdimacs.wcnf,4.1700
rev66-24.wcnf,36000.0000
TWComp_jean_N77.wcnf,6.9000
kbtree9_7_3_5_90_5wcsp.wcnf,20.3200
cnf8p7.wcnf,30.5600
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,277.3400
wqueens18_16wcspdir.wcnf,0.1500
sbox_8.wcnf,36000.0000
SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf,9.9700
3col140_5_2shuffledcnf.wcnf,13.3700
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf,5.6400
vga-debugdimacs.wcnf,361.5200
extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf,36000.0000
b17_C-mbd14-0370.wcnf,5.7600
AES1-40-6.wcnf,3.8300
frb35-17-3partial.wcnf,1.8700
s38584_nan_explicit_27_0.wcnf,164.6000
3col140_5_9shuffledcnf.wcnf,16.5200
tae.wcnf,267.4800
b20_C-mbd14-0255.wcnf,4.7900
extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf,253.6800
ram_k3_n10ra0.wcnf,36000.0000
gen_square_5_299.wcnf,1.7600
heatShock_WT_121_12lpsm-extracted.wcnf,3.1600
geffe128_4.wcnf,6.2000
b21-s_PathRelaxation_FS_42.wcnf,3.3100
UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf,0.3300
15tree401posib.wcnf,14.0600
hungarian.wcnf,36000.0000
gen_mult_3_6_399.wcnf,2.2200
gen_mult_3_5_399.wcnf,2.9500
toms_test_0_CNF_4_1.wcnf,36000.0000
kbtree9_7_3_5_90_4wcsp.wcnf,12.5000
uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,0.6600
cnf18p4.wcnf,95.1200
s38584_nan_explicit_33_0.wcnf,116.0000
normalized-ssa7552-159opbmsat.wcnf,0.5000
g3_n34e43_n59e60_n71e84.wcnf,35.7800
p_hat300-1clq.wcnf,4.1000
ac97_ctrl-debugdimacs.wcnf,0.5500
TWComp_mulsoli5-pp_N119.wcnf,1401.1700
wolfram80_1.wcnf,17.6100
normalized-f2000.wcnf,36000.0000
heatShock_WT_196_12lpsm-extracted.wcnf,3.1500
b14-s_PathRelaxation_FS_46.wcnf,0.2400
atcoss_sugar_18.wcnf,36000.0000
ionosphere_train_1_CNF_5_1.wcnf,36000.0000
TWComp_myciel4_N23.wcnf,8.7800
sudoku.wcnf,363.2100
g4_n47e57_n58e61_n133e169_n141e184.wcnf,36.0400
15tree701p.wcnf,20.4800
rev66-10.wcnf,90.3300
wb_conmax3dimacsfiltered.wcnf,259.0300
SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf,367.1900
causal_n7_i10_N1000_uai14_constant_int.wcnf,22.1700
maxcut-140-630-07-48.wcnf,36000.0000
mul_8_11.wcnf,36000.0000
cnf18t9.wcnf,39.8400
b14-s_PathRelaxation_FS_14.wcnf,0.2700
we.wcnf,36000.0000
cnf9p10.wcnf,44.7500
TWComp_win95pts_N76.wcnf,6.7500
b21_C-mbd14-0217.wcnf,4.2700
3col140_5_8shuffledcnf.wcnf,6.2400
s38584_nan_explicit_13_0.wcnf,339.3800
MinFill_R0_myciel7.wcnf,36000.0000
frb40-19-1partial.wcnf,6.6400
p_hat300-3clq.wcnf,36000.0000
ram_k3_n12ra0.wcnf,36000.0000
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf,5.6000
causal_n6_i8_N1000_uai14_constant_int.wcnf,2.4500
b14_C-mbd14-0225.wcnf,25.0700
15tree301posib.wcnf,10.3800
b22_C-mbd14-0240.wcnf,8.6500
gen_mult_4_6_991.wcnf,36000.0000
UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf,0.2300
heatShock_WT_43_12lpsm-extracted.wcnf,3.2400
uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf,0.5600
10tree315p.wcnf,0.3600
ram_k3_n11ra0.wcnf,36000.0000
scpcyc08_maxsat.wcnf,36000.0000
geffe128_8.wcnf,24.6800
normalized-test4piopbmsat.wcnf,36000.0000
extension-enforcement_strict_com_150_005_0_15_2.wcnf,35.4300
AES2-74-11.wcnf,47.7300
atcoss_sugar_02.wcnf,36000.0000
kbtree9_7_3_5_70_5wcsp.wcnf,61.8200
SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf,336.5800
g2_n37e45_n71e77.wcnf,1.9500
SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf,10.4100
cnf_12.wcnf,36000.0000
normalized-ssa7552-038opbmsat.wcnf,0.6700
g3_n67e86_n89e98_n130e150.wcnf,11.9200
new-thyroid.wcnf,27.6400
b21-s_PathRelaxation_Set_FS_31.wcnf,16.0200
tictactoe_train_3_DNF_1_1.wcnf,0.2900
extension-enforcement_non-strict_stb_200_005_1_10_0.wcnf,36000.0000
SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf,544.4200
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf,3.0400
b22_C-mbd14-0300.wcnf,6.2000
twitter_test_9_CNF_4_1.wcnf,36000.0000
rsdecoder-debugdimacs.wcnf,47.6800
normalized-g100x100opbmsat.wcnf,36000.0000
MinFill_R0_myciel5.wcnf,211.9300
normalized-par32-5opbmsat.wcnf,36000.0000
TWComp_ship-ship-pp_N30.wcnf,33.3700
pima_train_5_CNF_2_1.wcnf,10.5100
b22_C-mbd14-0222.wcnf,5.3500
pesp_5min.wcnf,36000.0000
normalized-rotbopbmsat.wcnf,0.9600
keller4clq.wcnf,14.5300
6ebx_1era_gwcnft.wcnf,460.6700
uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf,25.9000
cnf20p5.wcnf,205.6100
wb-debugdimacs.wcnf,2.7200
s38584_nan_explicit_29_0.wcnf,181.2600
cleveland.wcnf,36000.0000
ram_k3_n16ra0.wcnf,36000.0000
cleve.wcnf,36000.0000
ram_k4_n19ra0.wcnf,36000.0000
rand7_l2.wcnf,0.7300
maxcut-140-630-08-34.wcnf,36000.0000
credit_train_1_CNF_5_1.wcnf,36000.0000
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l3.wcnf,5.6300
g2_n44e59_n69e83.wcnf,178.5200
TWComp_queen5_5_N25.wcnf,36000.0000
rev66-32.wcnf,36000.0000
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf,36000.0000
MinFill_R0_myciel4.wcnf,1.4300
bnn-last-layer-f10.wcnf,3354.9200
scpcyc09_maxsat.wcnf,36000.0000
sanr200_07clq.wcnf,36000.0000
15tree201p.wcnf,2.7100
SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf,0.5900
brock200_2clq.wcnf,10.0800
g3_n39e39_n81e90_n91e99.wcnf,2.5100
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf,36000.0000
scpclr13_maxsat.wcnf,36000.0000
rev66-6.wcnf,2.6300
ram_k3_n17ra0.wcnf,36000.0000
uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf,32.3900
MinFill_R0_miles1500.wcnf,890.7100
heatShock_WT_148_12lpsm-extracted.wcnf,3.0200
wolfram72_8.wcnf,5.0400
compas_train_8_CNF_2_1.wcnf,73.6800
threshold128_4.wcnf,3.1200
synthetic-14.wcnf,0.0700
frb40-19-2partial.wcnf,18.3100
parkinsons_train_6_DNF_4_1.wcnf,0.6600
wdbc_train_0_CNF_3_1.wcnf,1946.4600
g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf,229.9900
s38584_nan_explicit_40_0.wcnf,157.4800
ram_k4_n20ra0.wcnf,36000.0000
TWComp_1c75_N69.wcnf,36000.0000
teams24_l5acnf.wcnf,21.9400
cnf10p8.wcnf,63.3800
cnf14t7.wcnf,24.5300
c5315_F1@0.wcnf,0.0000
ram_k4_n18ra0.wcnf,36000.0000
causal_n5_i8_N10000_uai13_harddeps_int.wcnf,12.8400
10tree115p.wcnf,3.8200
heatShock_WT_30_12lpsm-extracted.wcnf,3.6100
SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitincnfwcnf4.wcnf,407.0200
normalized-par32-3opbmsat.wcnf,36000.0000
cnf20p7.wcnf,282.9500
GenHyperTW_dubois21.wcnf,606.2800
AES1-60-17.wcnf,3.3500
MinFill_R0_myciel6.wcnf,36000.0000
geffe128_5.wcnf,11.4400
scpcyc11_maxsat.wcnf,36000.0000
MinFill_R0_mulsoli3.wcnf,772.0300
rand984_l2.wcnf,1.1500
g6_n25e24_n28e29_n32e33_n37e37_n38e39_n40e39.wcnf,39.3900
g2_n45e48_n47e54.wcnf,33.4400
ram_k3_n15ra0.wcnf,36000.0000
real-5.wcnf,2.6300
g3_n37e36_n37e35_n39e39.wcnf,92.8900
p1wcnft.wcnf,528.2000
wolfram72_9.wcnf,1.0900
extension-enforcement_strict_com_150_02_4_8_3.wcnf,16.9200
15tree101p.wcnf,2.9600
TWComp_queen6_6_N36.wcnf,36000.0000
synthetic-12.wcnf,0.2400
UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf,0.2500
s38584_nan_explicit_3_0.wcnf,410.3200
SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf1.wcnf,102.5600
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf,1025.9400
frb35-17-5partial.wcnf,5.4400
gen_mult_4_4_9999.wcnf,2.9700
s38584_nan_explicit_49_0.wcnf,100.2500
rand943_l2.wcnf,1.1100
b21-s_PathRelaxation_FS_28.wcnf,2.2700
extension-enforcement_strict_com_200_005_4_20_3.wcnf,168.8700
g2_n92e110_n96e105.wcnf,2.8100
simp-ibd_5004.wcnf,8.3100
GenHyperTW_par8-4-c.wcnf,36000.0000
rev66-18.wcnf,36000.0000
s38584_nan_explicit_37_0.wcnf,102.2800
soybean.wcnf,36000.0000
normalized-sao2bopbmsat.wcnf,0.1200
10tree320p.wcnf,2.1300
g4_n58e71_n61e85_n100e127_n104e131.wcnf,33.0400
MinFill_R3_david.wcnf,36000.0000
cnf17p10.wcnf,335.1600
rsdecoder-problemdimacs_34filtered.wcnf,58.5200
normalized-ssa7552-158opbmsat.wcnf,0.3300
normalized-ssa7552-160opbmsat.wcnf,0.5300
lupus.wcnf,1.9600
normalized-saucierr.wcnf,75.9800
gen_mult_3_5_991.wcnf,33.0100
extension-enforcement_strict_com_100_005_0_30_3.wcnf,10.8800
UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf,0.0000
causal_n5_i7_N1000_uai13_harddeps_int.wcnf,11.5900
atcoss_sugar_01.wcnf,38.1700
TWComp_celar02_N100.wcnf,19.0100
wdbc_train_1_CNF_1_1.wcnf,0.1000
wolfram80_9.wcnf,5.4300
iris.wcnf,3.8600
g2_n61e85_n120e154.wcnf,31.5000
extension-enforcement_non-strict_stb_200_005_3_10_1.wcnf,36000.0000
splitedReads_0matrix.wcnf,309.7200
