Instance,claspfolio
causal_n7_i7_N1000_uai14_harddeps_int.wcnf,92.3500
g3_n26e25_n27e26_n42e48.wcnf,917.4400
g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,40.3700
b21_C-mbd14-0205.wcnf,3.7500
normalized-f20c10b_005_area_delay.wcnf,18.1700
TWComp_eil51tsp_N51.wcnf,400.6200
threshold128_3.wcnf,1.0400
rev66-20.wcnf,36000.0000
adult_train_5_CNF_2_1.wcnf,36000.0000
d4.wcnf,36000.0000
rand179_l2.wcnf,2.5300
rsdecoder_fsm1dimacsfiltered.wcnf,362.7200
threshold128_2.wcnf,58.7000
extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf,126.9600
frb40-19-4partial.wcnf,4.4100
house-votes-84.wcnf,62.0700
gen_add_4_33.wcnf,0.2600
TWComp_huck_N74.wcnf,347.1800
TWComp_miles500_N128.wcnf,540.3400
gen_cvc-add3-carry2-gadget_9999.wcnf,1.1200
MinFill_R10_anna.wcnf,3.5500
divider-problemdimacs_2filtered.wcnf,11.1400
extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf,1523.0500
normalized-5xp1bopbmsat.wcnf,0.1700
sudoku-debugdimacs.wcnf,3.2600
rev66-24.wcnf,36000.0000
TWComp_jean_N77.wcnf,360.6200
kbtree9_7_3_5_90_5wcsp.wcnf,20.4800
cnf8p7.wcnf,30.6400
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,259.6100
wqueens18_16wcspdir.wcnf,0.1500
sbox_8.wcnf,36000.0000
SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf,37.2100
3col140_5_2shuffledcnf.wcnf,3.5100
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf,5.6200
vga-debugdimacs.wcnf,361.6100
extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf,36000.0000
b17_C-mbd14-0370.wcnf,9.3000
AES1-40-6.wcnf,35.8100
frb35-17-3partial.wcnf,1.8900
s38584_nan_explicit_27_0.wcnf,167.0300
3col140_5_9shuffledcnf.wcnf,6.8000
tae.wcnf,271.3000
b20_C-mbd14-0255.wcnf,4.7000
