Instance,claspfolio
causal_n7_i7_N1000_uai14_harddeps_int.wcnf,217.0600
g3_n26e25_n27e26_n42e48.wcnf,821.6900
g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,57.0800
b21_C-mbd14-0205.wcnf,23.2400
normalized-f20c10b_005_area_delay.wcnf,19.9300
TWComp_eil51tsp_N51.wcnf,342.1800
threshold128_3.wcnf,1.0100
rev66-20.wcnf,36000.0000
adult_train_5_CNF_2_1.wcnf,3195.5100
d4.wcnf,36000.0000
rand179_l2.wcnf,1.1900
rsdecoder_fsm1dimacsfiltered.wcnf,82.2000
threshold128_2.wcnf,57.6700
extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf,105.4500
frb40-19-4partial.wcnf,226.5300
house-votes-84.wcnf,72.4900
gen_add_4_33.wcnf,3.3100
TWComp_huck_N74.wcnf,5.3900
TWComp_miles500_N128.wcnf,495.8400
gen_cvc-add3-carry2-gadget_9999.wcnf,1.3000
MinFill_R10_anna.wcnf,3.0900
divider-problemdimacs_2filtered.wcnf,12.7800
extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf,662.9400
normalized-5xp1bopbmsat.wcnf,0.2600
sudoku-debugdimacs.wcnf,4.1700
rev66-24.wcnf,36000.0000
TWComp_jean_N77.wcnf,6.2200
kbtree9_7_3_5_90_5wcsp.wcnf,20.4100
cnf8p7.wcnf,1.6400
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,749.0200
wqueens18_16wcspdir.wcnf,7.1700
sbox_8.wcnf,36000.0000
SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf,1.0300
3col140_5_2shuffledcnf.wcnf,13.3500
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf,7.4000
vga-debugdimacs.wcnf,28.6600
extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf,810.8300
b17_C-mbd14-0370.wcnf,1.2000
AES1-40-6.wcnf,1.0300
frb35-17-3partial.wcnf,1.8400
s38584_nan_explicit_27_0.wcnf,159.1700
3col140_5_9shuffledcnf.wcnf,37.1800
tae.wcnf,256.1100
b20_C-mbd14-0255.wcnf,28.7500
extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf,218.6400
ram_k3_n10ra0.wcnf,36000.0000
gen_square_5_299.wcnf,1.6900
heatShock_WT_121_12lpsm-extracted.wcnf,2.7900
geffe128_4.wcnf,6.1800
b21-s_PathRelaxation_FS_42.wcnf,3.3100
UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf,0.3300
15tree401posib.wcnf,8.8200
hungarian.wcnf,36000.0000
gen_mult_3_6_399.wcnf,2.2100
gen_mult_3_5_399.wcnf,2.9500
toms_test_0_CNF_4_1.wcnf,36000.0000
kbtree9_7_3_5_90_4wcsp.wcnf,12.5900
uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,0.6500
cnf18p4.wcnf,104.4900
s38584_nan_explicit_33_0.wcnf,114.7900
normalized-ssa7552-159opbmsat.wcnf,0.5100
g3_n34e43_n59e60_n71e84.wcnf,35.4700
p_hat300-1clq.wcnf,47.9300
ac97_ctrl-debugdimacs.wcnf,0.5900
TWComp_mulsoli5-pp_N119.wcnf,1310.8500
wolfram80_1.wcnf,17.3000
normalized-f2000.wcnf,36000.0000
heatShock_WT_196_12lpsm-extracted.wcnf,2.7700
b14-s_PathRelaxation_FS_46.wcnf,0.2400
atcoss_sugar_18.wcnf,36000.0000
ionosphere_train_1_CNF_5_1.wcnf,36000.0000
TWComp_myciel4_N23.wcnf,8.7000
sudoku.wcnf,364.7300
g4_n47e57_n58e61_n133e169_n141e184.wcnf,36.0200
15tree701p.wcnf,19.3800
rev66-10.wcnf,91.1600
wb_conmax3dimacsfiltered.wcnf,12.4000
