Instance,claspfolio
causal_n7_i7_N1000_uai14_harddeps_int.wcnf,135.3500
g3_n26e25_n27e26_n42e48.wcnf,892.6900
g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,116.9000
b21_C-mbd14-0205.wcnf,19.1900
normalized-f20c10b_005_area_delay.wcnf,164.0200
TWComp_eil51tsp_N51.wcnf,885.9400
threshold128_3.wcnf,1.0300
rev66-20.wcnf,36000.0000
adult_train_5_CNF_2_1.wcnf,36000.0000
d4.wcnf,36000.0000
rand179_l2.wcnf,3.3600
rsdecoder_fsm1dimacsfiltered.wcnf,425.2800
threshold128_2.wcnf,475.1700
extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf,413.6100
frb40-19-4partial.wcnf,565.5300
house-votes-84.wcnf,143.4900
gen_add_4_33.wcnf,3.2600
TWComp_huck_N74.wcnf,352.0000
TWComp_miles500_N128.wcnf,820.8400
gen_cvc-add3-carry2-gadget_9999.wcnf,10.4300
MinFill_R10_anna.wcnf,68.1800
divider-problemdimacs_2filtered.wcnf,144.8300
extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf,952.9400
normalized-5xp1bopbmsat.wcnf,7.1100
sudoku-debugdimacs.wcnf,37.1900
rev66-24.wcnf,36000.0000
TWComp_jean_N77.wcnf,366.2200
kbtree9_7_3_5_90_5wcsp.wcnf,364.4100
cnf8p7.wcnf,127.5800
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,252.5500
wqueens18_16wcspdir.wcnf,0.4800
sbox_8.wcnf,36000.0000
SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf,321.5500
3col140_5_2shuffledcnf.wcnf,34.0900
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf,8.0900
vga-debugdimacs.wcnf,372.4800
extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf,1100.8300
b17_C-mbd14-0370.wcnf,14.5800
AES1-40-6.wcnf,37.2600
frb35-17-3partial.wcnf,32.2900
s38584_nan_explicit_27_0.wcnf,245.3200
3col140_5_9shuffledcnf.wcnf,11.1500
tae.wcnf,581.1100
b20_C-mbd14-0255.wcnf,19.1500
extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf,527.0400
ram_k3_n10ra0.wcnf,36000.0000
gen_square_5_299.wcnf,22.1200
heatShock_WT_121_12lpsm-extracted.wcnf,362.7900
geffe128_4.wcnf,6.2000
b21-s_PathRelaxation_FS_42.wcnf,7.6000
UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf,0.8400
15tree401posib.wcnf,15.8900
hungarian.wcnf,36000.0000
gen_mult_3_6_399.wcnf,2.7600
gen_mult_3_5_399.wcnf,279.1300
toms_test_0_CNF_4_1.wcnf,36000.0000
kbtree9_7_3_5_90_4wcsp.wcnf,302.5900
uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,11.3500
cnf18p4.wcnf,148.1300
s38584_nan_explicit_33_0.wcnf,184.0300
normalized-ssa7552-159opbmsat.wcnf,0.5100
g3_n34e43_n59e60_n71e84.wcnf,106.4700
p_hat300-1clq.wcnf,100.2700
ac97_ctrl-debugdimacs.wcnf,3.1600
TWComp_mulsoli5-pp_N119.wcnf,1891.5200
wolfram80_1.wcnf,24.5800
normalized-f2000.wcnf,36000.0000
