Instance,claspfolio
causal_n7_i7_N1000_uai14_harddeps_int.wcnf,224.2400
g3_n26e25_n27e26_n42e48.wcnf,858.3000
g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,57.3500
b21_C-mbd14-0205.wcnf,3.7400
normalized-f20c10b_005_area_delay.wcnf,19.9700
TWComp_eil51tsp_N51.wcnf,805.6800
threshold128_3.wcnf,1.0100
rev66-20.wcnf,36000.0000
adult_train_5_CNF_2_1.wcnf,36000.0000
d4.wcnf,36000.0000
rand179_l2.wcnf,1.2000
rsdecoder_fsm1dimacsfiltered.wcnf,342.1200
threshold128_2.wcnf,58.2100
extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf,112.1700
frb40-19-4partial.wcnf,228.9300
house-votes-84.wcnf,556.2200
gen_add_4_33.wcnf,3.3300
TWComp_huck_N74.wcnf,30.2200
TWComp_miles500_N128.wcnf,652.8200
gen_cvc-add3-carry2-gadget_9999.wcnf,1.3100
MinFill_R10_anna.wcnf,3.4800
divider-problemdimacs_2filtered.wcnf,14.4100
extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf,1036.8600
normalized-5xp1bopbmsat.wcnf,0.2600
sudoku-debugdimacs.wcnf,10.8300
rev66-24.wcnf,36000.0000
TWComp_jean_N77.wcnf,30.1500
kbtree9_7_3_5_90_5wcsp.wcnf,20.4500
cnf8p7.wcnf,1.7600
uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,271.3000
wqueens18_16wcspdir.wcnf,1.4300
sbox_8.wcnf,36000.0000
SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf,1.0700
3col140_5_2shuffledcnf.wcnf,13.3700
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf,5.6200
vga-debugdimacs.wcnf,28.8000
extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf,36000.0000
b17_C-mbd14-0370.wcnf,1.2300
AES1-40-6.wcnf,1.0300
frb35-17-3partial.wcnf,1.8500
s38584_nan_explicit_27_0.wcnf,161.1000
3col140_5_9shuffledcnf.wcnf,16.6600
tae.wcnf,260.5400
b20_C-mbd14-0255.wcnf,5.6300
extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf,231.1600
ram_k3_n10ra0.wcnf,36000.0000
gen_square_5_299.wcnf,1.7400
heatShock_WT_121_12lpsm-extracted.wcnf,3.0600
geffe128_4.wcnf,6.1600
b21-s_PathRelaxation_FS_42.wcnf,3.3100
UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf,0.3300
15tree401posib.wcnf,9.1100
hungarian.wcnf,36000.0000
gen_mult_3_6_399.wcnf,2.7700
gen_mult_3_5_399.wcnf,3.1600
toms_test_0_CNF_4_1.wcnf,36000.0000
kbtree9_7_3_5_90_4wcsp.wcnf,12.6300
uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,0.6500
cnf18p4.wcnf,106.1700
s38584_nan_explicit_33_0.wcnf,120.9900
normalized-ssa7552-159opbmsat.wcnf,0.7500
g3_n34e43_n59e60_n71e84.wcnf,35.7000
p_hat300-1clq.wcnf,4.0400
ac97_ctrl-debugdimacs.wcnf,3.2600
TWComp_mulsoli5-pp_N119.wcnf,1489.3700
wolfram80_1.wcnf,17.4900
normalized-f2000.wcnf,36000.0000
heatShock_WT_196_12lpsm-extracted.wcnf,3.0700
b14-s_PathRelaxation_FS_46.wcnf,1.5700
atcoss_sugar_18.wcnf,36000.0000
ionosphere_train_1_CNF_5_1.wcnf,36000.0000
TWComp_myciel4_N23.wcnf,8.7700
sudoku.wcnf,521.9700
g4_n47e57_n58e61_n133e169_n141e184.wcnf,36.4000
15tree701p.wcnf,19.8300
rev66-10.wcnf,89.4300
wb_conmax3dimacsfiltered.wcnf,13.1700
SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf,189.6200
causal_n7_i10_N1000_uai14_constant_int.wcnf,5.7700
maxcut-140-630-07-48.wcnf,36000.0000
mul_8_11.wcnf,36000.0000
cnf18t9.wcnf,12.8500
b14-s_PathRelaxation_FS_14.wcnf,0.2700
we.wcnf,36000.0000
cnf9p10.wcnf,44.4400
TWComp_win95pts_N76.wcnf,6.3000
b21_C-mbd14-0217.wcnf,0.8800
3col140_5_8shuffledcnf.wcnf,13.4800
s38584_nan_explicit_13_0.wcnf,125.3400
MinFill_R0_myciel7.wcnf,36000.0000
frb40-19-1partial.wcnf,6.5800
p_hat300-3clq.wcnf,36000.0000
ram_k3_n12ra0.wcnf,36000.0000
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf,5.5900
causal_n6_i8_N1000_uai14_constant_int.wcnf,2.3800
b14_C-mbd14-0225.wcnf,145.1500
15tree301posib.wcnf,10.1400
b22_C-mbd14-0240.wcnf,8.6500
gen_mult_4_6_991.wcnf,36000.0000
UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf,0.1100
heatShock_WT_43_12lpsm-extracted.wcnf,363.0000
uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf,1.7800
10tree315p.wcnf,11.4300
ram_k3_n11ra0.wcnf,36000.0000
scpcyc08_maxsat.wcnf,36000.0000
geffe128_8.wcnf,24.9900
normalized-test4piopbmsat.wcnf,36000.0000
extension-enforcement_strict_com_150_005_0_15_2.wcnf,11.0500
AES2-74-11.wcnf,47.4900
atcoss_sugar_02.wcnf,36000.0000
kbtree9_7_3_5_70_5wcsp.wcnf,61.8800
SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf,5.5700
g2_n37e45_n71e77.wcnf,1.9400
SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf,139.4300
cnf_12.wcnf,36000.0000
normalized-ssa7552-038opbmsat.wcnf,0.7000
g3_n67e86_n89e98_n130e150.wcnf,8.6300
new-thyroid.wcnf,27.6200
b21-s_PathRelaxation_Set_FS_31.wcnf,15.8400
tictactoe_train_3_DNF_1_1.wcnf,0.2900
extension-enforcement_non-strict_stb_200_005_1_10_0.wcnf,36000.0000
SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf,955.6600
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf,3.0500
b22_C-mbd14-0300.wcnf,0.7800
twitter_test_9_CNF_4_1.wcnf,36000.0000
rsdecoder-debugdimacs.wcnf,28.2400
normalized-g100x100opbmsat.wcnf,36000.0000
MinFill_R0_myciel5.wcnf,903.3000
normalized-par32-5opbmsat.wcnf,36000.0000
TWComp_ship-ship-pp_N30.wcnf,30.0300
pima_train_5_CNF_2_1.wcnf,10.7300
b22_C-mbd14-0222.wcnf,5.4800
pesp_5min.wcnf,36000.0000
normalized-rotbopbmsat.wcnf,0.9400
keller4clq.wcnf,2.5200
6ebx_1era_gwcnft.wcnf,427.4800
uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf,78.5000
cnf20p5.wcnf,76.1600
wb-debugdimacs.wcnf,7.8100
s38584_nan_explicit_29_0.wcnf,180.2700
cleveland.wcnf,36000.0000
ram_k3_n16ra0.wcnf,36000.0000
cleve.wcnf,36000.0000
ram_k4_n19ra0.wcnf,36000.0000
rand7_l2.wcnf,0.7500
maxcut-140-630-08-34.wcnf,36000.0000
credit_train_1_CNF_5_1.wcnf,36000.0000
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l3.wcnf,5.6200
g2_n44e59_n69e83.wcnf,176.7000
TWComp_queen5_5_N25.wcnf,36000.0000
rev66-32.wcnf,36000.0000
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf,36000.0000
MinFill_R0_myciel4.wcnf,1.4600
bnn-last-layer-f10.wcnf,36000.0000
scpcyc09_maxsat.wcnf,36000.0000
sanr200_07clq.wcnf,36000.0000
15tree201p.wcnf,5.0500
SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf,2.6400
brock200_2clq.wcnf,35.0100
g3_n39e39_n81e90_n91e99.wcnf,4.3600
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf,36000.0000
scpclr13_maxsat.wcnf,36000.0000
rev66-6.wcnf,2.6400
ram_k3_n17ra0.wcnf,36000.0000
uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf,32.1800
MinFill_R0_miles1500.wcnf,1473.3600
heatShock_WT_148_12lpsm-extracted.wcnf,1.7700
wolfram72_8.wcnf,4.9900
compas_train_8_CNF_2_1.wcnf,71.3100
threshold128_4.wcnf,3.2000
synthetic-14.wcnf,0.0700
frb40-19-2partial.wcnf,18.0800
parkinsons_train_6_DNF_4_1.wcnf,0.6600
wdbc_train_0_CNF_3_1.wcnf,1895.1500
g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf,229.9300
s38584_nan_explicit_40_0.wcnf,21.4400
ram_k4_n20ra0.wcnf,36000.0000
TWComp_1c75_N69.wcnf,36000.0000
teams24_l5acnf.wcnf,88.0900
cnf10p8.wcnf,190.6100
cnf14t7.wcnf,49.8500
c5315_F1@0.wcnf,0.0000
