@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
agricola_p01.pddl,1,blind,1800,timeout
agricola_p01.pddl,1,Complementary1,115.76,ok
agricola_p01.pddl,1,Complementary2,56.02,ok
agricola_p01.pddl,1,DecStar,1800,timeout
agricola_p01.pddl,1,Delfi1,18.99,ok
agricola_p01.pddl,1,Delfi2,479.3,ok
agricola_p01.pddl,1,FDMS1,91.82,ok
agricola_p01.pddl,1,FDMS2,113.77,ok
agricola_p01.pddl,1,Metis1,1800,timeout
agricola_p01.pddl,1,Metis2,1800,timeout
agricola_p01.pddl,1,Planning-PDBs,52.7,ok
agricola_p01.pddl,1,Scorpion,1800,timeout
agricola_p01.pddl,1,symbolic-bidirectional,18.57,ok
agricola_p01.pddl,1,Symple-1,1608.24,ok
agricola_p01.pddl,1,Symple-2,1593.2,ok
agricola_p02.pddl,1,blind,494.08,ok
agricola_p02.pddl,1,Complementary1,149,ok
agricola_p02.pddl,1,Complementary2,225.54,ok
agricola_p02.pddl,1,DecStar,1800,timeout
agricola_p02.pddl,1,Delfi1,34.83,ok
agricola_p02.pddl,1,Delfi2,62.82,ok
agricola_p02.pddl,1,FDMS1,88.08,ok
agricola_p02.pddl,1,FDMS2,303.03,ok
agricola_p02.pddl,1,Metis1,1800,timeout
agricola_p02.pddl,1,Metis2,1800,timeout
agricola_p02.pddl,1,Planning-PDBs,209.71,ok
agricola_p02.pddl,1,Scorpion,1800,timeout
agricola_p02.pddl,1,symbolic-bidirectional,74.49,ok
agricola_p02.pddl,1,Symple-1,1800,timeout
agricola_p02.pddl,1,Symple-2,1800,timeout
agricola_p03.pddl,1,blind,1800,timeout
agricola_p03.pddl,1,Complementary1,1115.76,ok
agricola_p03.pddl,1,Complementary2,1003.07,ok
agricola_p03.pddl,1,DecStar,1800,timeout
agricola_p03.pddl,1,Delfi1,77.99,ok
agricola_p03.pddl,1,Delfi2,129.3,ok
agricola_p03.pddl,1,FDMS1,123.79,ok
agricola_p03.pddl,1,FDMS2,398.13,ok
agricola_p03.pddl,1,Metis1,1800,timeout
agricola_p03.pddl,1,Metis2,1800,timeout
agricola_p03.pddl,1,Planning-PDBs,993.28,ok
agricola_p03.pddl,1,Scorpion,1490.41,ok
agricola_p03.pddl,1,symbolic-bidirectional,88.95,ok
agricola_p03.pddl,1,Symple-1,1800,timeout
agricola_p03.pddl,1,Symple-2,1800,timeout
agricola_p04.pddl,1,blind,1800,timeout
agricola_p04.pddl,1,Complementary1,218.33,ok
agricola_p04.pddl,1,Complementary2,134.42,ok
agricola_p04.pddl,1,DecStar,1800,timeout
agricola_p04.pddl,1,Delfi1,30.45,ok
agricola_p04.pddl,1,Delfi2,52.73,ok
agricola_p04.pddl,1,FDMS1,347.82,ok
agricola_p04.pddl,1,FDMS2,164.01,ok
agricola_p04.pddl,1,Metis1,1800,timeout
agricola_p04.pddl,1,Metis2,1800,timeout
agricola_p04.pddl,1,Planning-PDBs,129.6,ok
agricola_p04.pddl,1,Scorpion,1800,timeout
agricola_p04.pddl,1,symbolic-bidirectional,45.22,ok
agricola_p04.pddl,1,Symple-1,1800,timeout
agricola_p04.pddl,1,Symple-2,1800,timeout
agricola_p05.pddl,1,blind,1800,timeout
agricola_p05.pddl,1,Complementary1,768.77,ok
agricola_p05.pddl,1,Complementary2,1055.11,ok
agricola_p05.pddl,1,DecStar,1800,timeout
agricola_p05.pddl,1,Delfi1,86.34,ok
agricola_p05.pddl,1,Delfi2,130.21,ok
agricola_p05.pddl,1,FDMS1,199.77,ok
agricola_p05.pddl,1,FDMS2,397.25,ok
agricola_p05.pddl,1,Metis1,1800,timeout
agricola_p05.pddl,1,Metis2,1800,timeout
agricola_p05.pddl,1,Planning-PDBs,1032.65,ok
agricola_p05.pddl,1,Scorpion,1800,timeout
agricola_p05.pddl,1,symbolic-bidirectional,46.35,ok
agricola_p05.pddl,1,Symple-1,1800,timeout
agricola_p05.pddl,1,Symple-2,1800,timeout
agricola_p06.pddl,1,blind,1800,timeout
agricola_p06.pddl,1,Complementary1,1235.74,ok
agricola_p06.pddl,1,Complementary2,1800,timeout
agricola_p06.pddl,1,DecStar,1800,timeout
agricola_p06.pddl,1,Delfi1,104.17,ok
agricola_p06.pddl,1,Delfi2,167.86,ok
agricola_p06.pddl,1,FDMS1,404.04,ok
agricola_p06.pddl,1,FDMS2,644,ok
agricola_p06.pddl,1,Metis1,1800,timeout
agricola_p06.pddl,1,Metis2,1800,timeout
agricola_p06.pddl,1,Planning-PDBs,1800,timeout
agricola_p06.pddl,1,Scorpion,1800,timeout
agricola_p06.pddl,1,symbolic-bidirectional,272.93,ok
agricola_p06.pddl,1,Symple-1,1800,timeout
agricola_p06.pddl,1,Symple-2,1800,timeout
agricola_p07.pddl,1,blind,1800,timeout
agricola_p07.pddl,1,Complementary1,263.81,ok
agricola_p07.pddl,1,Complementary2,918.82,ok
agricola_p07.pddl,1,DecStar,1800,timeout
agricola_p07.pddl,1,Delfi1,71.66,ok
agricola_p07.pddl,1,Delfi2,107.81,ok
agricola_p07.pddl,1,FDMS1,766.56,ok
agricola_p07.pddl,1,FDMS2,250.99,ok
agricola_p07.pddl,1,Metis1,1800,timeout
agricola_p07.pddl,1,Metis2,1800,timeout
agricola_p07.pddl,1,Planning-PDBs,921.39,ok
agricola_p07.pddl,1,Scorpion,1800,timeout
agricola_p07.pddl,1,symbolic-bidirectional,72.09,ok
agricola_p07.pddl,1,Symple-1,1800,timeout
agricola_p07.pddl,1,Symple-2,1800,timeout
agricola_p08.pddl,1,blind,1800,timeout
agricola_p08.pddl,1,Complementary1,1353.61,ok
agricola_p08.pddl,1,Complementary2,1800,timeout
agricola_p08.pddl,1,DecStar,1800,timeout
agricola_p08.pddl,1,Delfi1,487.92,ok
agricola_p08.pddl,1,Delfi2,541.39,ok
agricola_p08.pddl,1,FDMS1,1800,timeout
agricola_p08.pddl,1,FDMS2,391.53,ok
agricola_p08.pddl,1,Metis1,1800,timeout
agricola_p08.pddl,1,Metis2,1800,timeout
agricola_p08.pddl,1,Planning-PDBs,1800,timeout
agricola_p08.pddl,1,Scorpion,1800,timeout
agricola_p08.pddl,1,symbolic-bidirectional,378.16,ok
agricola_p08.pddl,1,Symple-1,1800,timeout
agricola_p08.pddl,1,Symple-2,1800,timeout
agricola_p09.pddl,1,blind,1800,timeout
agricola_p09.pddl,1,Complementary1,1323,ok
agricola_p09.pddl,1,Complementary2,1800,timeout
agricola_p09.pddl,1,DecStar,1800,timeout
agricola_p09.pddl,1,Delfi1,830.2,ok
agricola_p09.pddl,1,Delfi2,1139.96,ok
agricola_p09.pddl,1,FDMS1,797.15,ok
agricola_p09.pddl,1,FDMS2,987.37,ok
agricola_p09.pddl,1,Metis1,1800,timeout
agricola_p09.pddl,1,Metis2,1800,timeout
agricola_p09.pddl,1,Planning-PDBs,1800,timeout
agricola_p09.pddl,1,Scorpion,1800,timeout
agricola_p09.pddl,1,symbolic-bidirectional,255.83,ok
agricola_p09.pddl,1,Symple-1,1800,timeout
agricola_p09.pddl,1,Symple-2,1800,timeout
agricola_p10.pddl,1,blind,1800,timeout
agricola_p10.pddl,1,Complementary1,1800,timeout
agricola_p10.pddl,1,Complementary2,1800,timeout
agricola_p10.pddl,1,DecStar,1800,timeout
agricola_p10.pddl,1,Delfi1,185.9,ok
agricola_p10.pddl,1,Delfi2,195.17,ok
agricola_p10.pddl,1,FDMS1,1800,timeout
agricola_p10.pddl,1,FDMS2,1800,timeout
agricola_p10.pddl,1,Metis1,1800,timeout
agricola_p10.pddl,1,Metis2,1800,timeout
agricola_p10.pddl,1,Planning-PDBs,1800,timeout
agricola_p10.pddl,1,Scorpion,1800,timeout
agricola_p10.pddl,1,symbolic-bidirectional,155.52,ok
agricola_p10.pddl,1,Symple-1,1800,timeout
agricola_p10.pddl,1,Symple-2,1800,timeout
agricola_p11.pddl,1,blind,1800,timeout
agricola_p11.pddl,1,Complementary1,1800,timeout
agricola_p11.pddl,1,Complementary2,1800,timeout
agricola_p11.pddl,1,DecStar,1800,timeout
agricola_p11.pddl,1,Delfi1,323.07,ok
agricola_p11.pddl,1,Delfi2,384.38,ok
agricola_p11.pddl,1,FDMS1,1359.41,ok
agricola_p11.pddl,1,FDMS2,698.87,ok
agricola_p11.pddl,1,Metis1,1800,timeout
agricola_p11.pddl,1,Metis2,1800,timeout
agricola_p11.pddl,1,Planning-PDBs,1800,timeout
agricola_p11.pddl,1,Scorpion,1800,timeout
agricola_p11.pddl,1,symbolic-bidirectional,311.35,ok
agricola_p11.pddl,1,Symple-1,1800,timeout
