InstanceName,blind,Complementary1,Complementary2,DecStar,Delfi1,Delfi2,FDMS1,FDMS2,Metis1,Metis2,Planning-PDBs,Scorpion,symbolic-bidirectional,Symple-1,Symple-2
agricola_p01.pddl,1800,120.24,59.07,1800,19.15,473.64,105.6,119.61,1800,1800,51.49,1800,19.9,1800,1800
agricola_p02.pddl,1800,154.69,253.3,1800,34.04,65,97.47,315.03,1800,1800,221.28,1800,81.2,1800,1800
agricola_p03.pddl,1800,1800,1800,1800,80.29,136.59,137.61,433.13,1800,1800,1800,1537.52,88.76,1800,1800
agricola_p04.pddl,1800,232.78,145.69,1800,29.93,53.3,366.74,170.74,1800,1800,136.6,1800,48.43,1800,1800
agricola_p05.pddl,1800,1800,1800,1800,90.9,134.02,217.35,417.31,1800,1800,1800,1800,49.44,1800,1800
agricola_p06.pddl,1800,1800,1800,1800,104.12,169.19,418.91,707.2,1800,1800,1800,1800,290.98,1800,1800
agricola_p07.pddl,1800,923.34,919.13,1800,81.9,109.47,1800,263.37,1800,1800,1800,1800,76.51,1800,1800
agricola_p08.pddl,1800,1800,1800,1800,502.52,561.41,1800,410.62,1800,1800,1800,1800,409.44,1800,1800
agricola_p09.pddl,1800,1800,1800,1800,1059.73,994.04,1800,1800,1800,1800,1800,1800,264.58,1800,1800
agricola_p10.pddl,1800,1800,1800,1800,201.43,227.66,1800,1800,1800,1800,1800,1800,165.42,1800,1800
agricola_p11.pddl,1800,1800,1800,1800,344.6,402.7,1800,745.29,1800,1800,1800,1800,332.85,1800,1800
agricola_p12.pddl,1800,1800,1800,1800,1009.03,1028.91,1800,1800,1800,1800,1800,1800,367.76,1800,1800
agricola_p13.pddl,1800,1800,1800,1800,1066.95,1088.4,1800,704.1,1800,1800,1800,1800,1800,1800,1800
agricola_p14.pddl,1800,1800,1800,1800,1800,1800,1800,989.97,1800,1800,1800,1800,803.2,1800,1800
agricola_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p16.pddl,1800,1800,1800,1800,1133.39,1399.08,1800,739.87,1800,1800,1800,1800,1800,1800,1800
agricola_p17.pddl,1800,1800,1800,1800,1286.39,1321.3,1800,1800,1800,1800,1800,1800,1800,1800,1800
