InstanceName,blind,Complementary1,Complementary2,DecStar,Delfi1,Delfi2,FDMS1,FDMS2,Metis1,Metis2,Planning-PDBs,Scorpion,symbolic-bidirectional,Symple-1,Symple-2
agricola_p01.pddl,1800,115.57,57.59,1800,19.31,473,96,113.2,1800,1800,56.49,1800,18.78,1654.82,1608.91
agricola_p02.pddl,493.3,150.85,232.89,1800,34.97,62.94,90.62,314.84,1800,1800,231.06,1800,77.74,1800,1800
agricola_p03.pddl,1800,1114.13,1014.27,1800,80.12,131.18,126.03,421.81,1800,1800,1800,1447.82,87.95,1800,1800
agricola_p04.pddl,1800,223.84,137.37,1800,29.83,51.74,352.31,167.39,1800,1800,136.84,1800,46.8,1800,1800
agricola_p05.pddl,1800,884.07,973.63,1800,88.77,133.94,207.77,406.69,1800,1800,1800,1800,45.8,1800,1800
agricola_p06.pddl,1800,1239.23,1800,1800,105.17,168.17,411.46,660.82,1800,1800,1800,1800,283.36,1800,1800
agricola_p07.pddl,1800,271.79,921.95,1800,71.85,105.93,772.27,257.74,1800,1800,1800,1800,72.64,1800,1800
agricola_p08.pddl,1800,1379.03,1800,1800,493.95,543.3,1800,393.88,1800,1800,1800,1800,389.49,1800,1800
agricola_p09.pddl,1800,1338.73,1800,1800,840.87,1183.5,798.27,1003.88,1800,1800,1800,1800,257.31,1800,1800
agricola_p10.pddl,1800,1800,1800,1800,166.94,231.58,1800,1800,1800,1800,1800,1800,161.08,1800,1800
agricola_p11.pddl,1800,1800,1800,1800,330.83,383.54,1356.61,714.84,1800,1800,1800,1800,318.19,1800,1800
agricola_p12.pddl,1800,1221.84,1800,1800,915.77,1017.63,1800,1800,1800,1800,1800,1800,342.85,1800,1800
agricola_p13.pddl,1800,1800,1800,1800,990.09,1025.72,1800,673.92,1800,1800,1800,1800,794.93,1800,1800
agricola_p14.pddl,1800,1800,1800,1800,1800,1800,1800,924.49,1800,1800,1800,1800,743.53,1800,1800
agricola_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p16.pddl,1800,1800,1800,1800,1027.77,1131.09,1800,698.72,1800,1800,1800,1800,1742.78,1800,1800
agricola_p17.pddl,1800,1800,1800,1800,1197.77,1230.87,1800,1695.08,1800,1800,1800,1800,1800,1800,1800
agricola_p18.pddl,1800,1800,1800,1800,1274.41,1402.37,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p19.pddl,1800,1800,1800,1800,1502.65,1425.63,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p20.pddl,1800,1800,1800,1800,1477.26,1559.83,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p01.pddl,0.26,1.34,1.56,0.55,1.4,1.61,0.43,0.66,0.26,0.29,1.53,200.09,0.81,1.66,1.83
caldera_p02.pddl,0.29,1.93,1.79,27.98,1.4,2.82,1.22,2.1,0.31,0.31,1.83,200.51,1.13,4.41,4.42
caldera_p03.pddl,0.28,1.81,1.84,30.02,1.44,3.83,1.33,2.45,0.31,0.32,1.83,200.56,1.11,3.44,3.58
caldera_p04.pddl,0.29,2.03,1.78,22.63,1.45,2.85,1.28,2.1,0.32,0.33,1.79,200.52,1.11,4.02,4.08
caldera_p05.pddl,1.36,76.88,77.09,197.32,2.55,59.29,45.7,101.77,1.41,1.46,80.38,204.19,7.75,1390.48,1399.65
caldera_p06.pddl,2.03,10.29,20.82,586.98,3.53,203.27,127.19,338.58,2.41,2.52,21.56,209.13,8.73,210.45,207.48
caldera_p07.pddl,1.05,88.96,142.17,249.24,2.28,53.5,41.72,135.47,1.1,1.15,153.57,204.97,6.55,678.63,685.67
caldera_p08.pddl,0.71,13.37,7.83,73.49,1.87,1.76,12.5,20.86,0.74,0.78,7.6,202.43,3.29,153.44,152.56
caldera_p09.pddl,1800,1172.24,1010.18,1800,47.61,47.49,1103.09,1295.53,46.69,38.99,1002.99,552.88,1800,1800,1800
caldera_p10.pddl,1197.16,954.32,939.32,1800,10.01,1339.28,319.76,480.56,9.12,6.88,929.63,485.18,317.15,1800,1800
caldera_p11.pddl,1800,1130.6,987.8,1800,47.95,1800,828.29,952.23,48.6,38.28,982.89,734.55,1800,1800,1800
caldera_p12.pddl,1203.33,1800,959,1800,18.37,1800,630.92,911.62,17.98,15.79,944.48,463.93,1800,1800,1800
caldera_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,648.42,1800,1800,1800,1800,1800
caldera_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1589.94,1800,1800,1800,1800,1800
caldera_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p17.pddl,1800,1800,1800,1800,1800,680.63,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p01.pddl,2.05,3.29,3.92,23.77,5.53,5.56,4.73,3.69,1.94,1.62,3.17,203.86,2.44,8.57,8.4
caldera-split_p02.pddl,1.44,4.09,4,67.91,7.5,3.8,23.11,13.3,1.66,1.56,3.8,205.02,3.29,10.42,10.87
caldera-split_p03.pddl,2.19,3.72,3.54,80.5,5.69,12.57,8.79,10.99,1.53,1.51,3.25,203.93,2.5,9.15,9.87
caldera-split_p04.pddl,2.03,3.51,3.29,56.52,5.97,8.02,50.85,18.4,2.37,1.85,3.45,202.78,2.54,11.97,12.91
caldera-split_p05.pddl,19.8,254.56,23.29,259.64,8.47,10.73,1800,917.92,6.44,6.52,23.96,409.51,5.82,499.03,495.32
caldera-split_p06.pddl,36.24,58.77,85.75,505.87,15.36,19.44,1800,922.31,14.94,15.93,82.8,797.03,9.35,1800,1800
caldera-split_p07.pddl,19.88,18.3,13.76,275.39,9.73,11.15,70.61,913.34,4.34,5.02,13.26,397.44,5.45,298.29,299.17
caldera-split_p08.pddl,5.63,8.82,7.97,103.35,6.98,7.13,86.38,198.39,3.36,3.79,8.13,237.54,4.46,115.23,126.74
caldera-split_p09.pddl,1800,923.69,1800,1800,1457.25,1462.4,187.73,988.15,1474.26,1517.27,1800,1800,339,1800,1800
caldera-split_p10.pddl,1800,1800,1800,1800,44.54,50.88,99.46,901.15,161.96,125.66,1800,1800,176.78,1800,1800
caldera-split_p11.pddl,1800,1800,1800,1800,1800,1800,1046.03,1495.61,1800,1800,1800,1800,1800,1800,1800
caldera-split_p12.pddl,1800,1800,1800,1800,1800,1800,478.91,979.01,1800,1800,1800,1800,1800,1800,1800
