InstanceName,blind,Complementary1,Complementary2,DecStar,Delfi1,Delfi2,FDMS1,FDMS2,Metis1,Metis2,Planning-PDBs,Scorpion,symbolic-bidirectional,Symple-1,Symple-2
agricola_p01.pddl,1800,115.3,56.85,1800,19.94,474.42,97.85,113.77,1800,1800,52.18,1800,19.16,1691.11,1660.73
agricola_p02.pddl,1800,147.09,236.29,1800,34.08,65.9,91.81,313.06,1800,1800,208.61,1800,76.52,1800,1800
agricola_p03.pddl,1800,1120.68,1800,1800,80.52,131.76,128.4,415.52,1800,1800,1800,1536.73,90.5,1800,1800
agricola_p04.pddl,1800,221.38,141.9,1800,29.92,52.26,355.23,166.54,1800,1800,133.12,1800,47.11,1800,1800
agricola_p05.pddl,1800,798.92,986.99,1800,89.03,131.09,203.17,412.63,1800,1800,1800,1800,46.75,1800,1800
agricola_p06.pddl,1800,1239.21,1800,1800,103.32,169.24,412.5,668.86,1800,1800,1800,1800,277.48,1800,1800
agricola_p07.pddl,1800,273.42,919.81,1800,72.26,104.67,785.85,259.12,1800,1800,1800,1800,73.36,1800,1800
agricola_p08.pddl,1800,1411.15,1800,1800,491.23,537.47,1800,404.26,1800,1800,1800,1800,385.66,1800,1800
agricola_p09.pddl,1800,1337.46,1800,1800,860.18,1169.38,800.02,1003.72,1800,1800,1800,1800,258.53,1800,1800
agricola_p10.pddl,1800,1800,1800,1800,184.45,200.05,1800,1800,1800,1800,1800,1800,159.97,1800,1800
agricola_p11.pddl,1800,1800,1800,1800,320.49,393.41,1800,750.16,1800,1800,1800,1800,320.88,1800,1800
agricola_p12.pddl,1800,1227.17,1800,1800,904.85,1030.62,1800,1800,1800,1800,1800,1800,374.88,1800,1800
agricola_p13.pddl,1800,1800,1800,1800,1021.82,1056.05,1800,685.63,1800,1800,1800,1800,813.61,1800,1800
agricola_p14.pddl,1800,1800,1800,1800,1800,1800,1800,918.17,1800,1800,1800,1800,756.72,1800,1800
agricola_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p16.pddl,1800,1800,1800,1800,1251.98,1080.81,1800,697.41,1800,1800,1800,1800,1781.19,1800,1800
agricola_p17.pddl,1800,1800,1800,1800,1205.12,1323.25,1800,1694.94,1800,1800,1800,1800,1800,1800,1800
agricola_p18.pddl,1800,1800,1800,1800,1317.68,1449.45,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p19.pddl,1800,1800,1800,1800,1598.44,1615.87,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p20.pddl,1800,1800,1800,1800,1314.84,1344.59,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p01.pddl,0.26,1.33,1.54,0.56,1.41,1.59,0.44,0.66,0.27,0.28,1.56,200.11,0.8,1.68,1.87
caldera_p02.pddl,0.27,1.94,1.8,28.16,1.45,2.81,1.22,2.11,0.31,0.33,1.79,200.49,1.12,4.53,4.45
caldera_p03.pddl,0.28,1.81,1.85,30.3,1.44,3.84,1.32,2.47,0.3,0.31,1.78,200.89,1.08,3.54,3.56
caldera_p04.pddl,0.29,2.02,1.8,22.89,1.49,2.83,1.29,2.14,0.33,0.33,1.77,200.74,1.09,4.12,4.07
caldera_p05.pddl,1.35,77.98,82.31,206.32,2.6,61.05,48.23,110.08,1.44,1.49,80.49,208.56,7.75,1400.8,1423.33
caldera_p06.pddl,2.03,10.2,22.35,586.73,3.56,210.41,129.67,381.15,2.42,2.49,21.51,209.81,8.75,212.96,216.06
caldera_p07.pddl,1.07,89.42,153.61,257.1,2.23,52.6,41.76,139.48,1.13,1.14,152.78,206.39,6.48,681.29,703.19
caldera_p08.pddl,0.71,13.36,7.81,75.37,1.88,2.42,12.55,20.55,0.75,0.76,7.75,204.21,3.29,152.55,153.45
caldera_p09.pddl,1800,1136.27,1001.73,1800,47.78,52.94,1102.3,1303.33,49.59,37.69,1018.86,713.47,1800,1800,1800
caldera_p10.pddl,1800,954.44,928.62,1800,10.11,1358.44,324.27,466.22,9.1,6.93,928.12,622.56,316.89,1800,1800
caldera_p11.pddl,1800,1121.16,1011.03,1800,48.58,1800,890.48,952.51,49.76,36.7,992.73,1012.25,1800,1800,1800
caldera_p12.pddl,1800,1800,960.52,1800,18.38,1800,626.89,916.03,17.63,15.2,946.2,460.2,1800,1800,1800
caldera_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,604.99,1800,1800,1800,1800,1800
caldera_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1590.51,1800,1800,1800,1800,1800
caldera_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p17.pddl,1800,1800,1800,1800,1800,672.87,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p01.pddl,2.09,3.95,3.97,25.21,5.61,5.51,4.1,3.78,1.75,1.78,3.31,205.41,2.68,8.43,8.17
caldera-split_p02.pddl,1.52,4.22,4.04,74.89,7.34,4.41,23.38,13.68,1.6,1.6,3.86,208.35,3.1,10.35,11.53
caldera-split_p03.pddl,1.66,3.28,3.75,89.25,5.87,12.43,9.03,10.01,1.44,1.51,3.17,205.88,2.65,9.27,10.34
caldera-split_p04.pddl,1.86,3.74,3.4,60.82,5.93,8.04,52.33,18.44,1.52,1.75,3.72,205.57,2.31,12.31,13.1
caldera-split_p05.pddl,19.86,267.67,25.54,273.05,8.71,10.56,1800,896.44,6.19,6.54,25.86,553.36,6.33,498.05,505.37
caldera-split_p06.pddl,36.53,57.56,90.8,542.77,15.64,18.53,1800,912.63,14.97,15.49,87.71,1168.17,9.44,1800,1800
caldera-split_p07.pddl,19.85,18.04,14.28,279.21,10.14,11.6,72.97,909.16,4.53,4.68,14.11,560.61,5.34,300.32,349.08
caldera-split_p08.pddl,5.68,9.49,8.2,111.93,7.23,7.08,86.32,198.74,3.81,3.53,8.85,254.1,4.3,126.46,128.82
caldera-split_p09.pddl,1800,1036.79,1800,1800,1465.27,1410.5,197.54,993.52,1453.87,1488.82,1800,1800,345.64,1800,1800
caldera-split_p10.pddl,1800,1800,1800,1800,45.74,51.14,97.9,904.85,154.45,125.55,1800,1800,177.19,1800,1800
caldera-split_p11.pddl,1800,1800,1800,1800,1800,1800,1056.48,1480.98,1800,1800,1800,1800,1800,1800,1800
caldera-split_p12.pddl,1800,1800,1800,1800,1800,1800,486.9,972.34,1800,1800,1800,1800,1800,1800,1800
caldera-split_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p14.pddl,1800,1800,1800,1800,1800,612.72,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p17.pddl,1800,1800,1800,1800,1800,161.86,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p01.pddl,0.34,1.69,2.19,0.35,2.22,5.12,4.2,15.02,0.36,0.38,2.18,200.37,0.75,5.13,5.39
data-network_p02.pddl,0.39,1.87,2.46,0.64,2.43,6.43,5.57,11.58,0.65,0.66,2.42,204.16,0.86,7.31,7.56
data-network_p03.pddl,108.18,78.68,89.16,0.55,3.32,3.6,16.47,60.25,0.56,0.56,89.44,201.18,4.67,224.48,224.66
data-network_p04.pddl,1800,967.53,911.39,11.15,77.35,78.05,60.56,1800,44.94,45.81,930.19,305.05,36.47,1800,1800
data-network_p05.pddl,1800,968.73,930.42,2.04,3.46,44.64,1800,1800,2.73,2.47,920.18,216.5,52.81,1800,1800
data-network_p06.pddl,1800,984.29,921.51,1800,64.42,56.84,1800,1800,1800,1800,902.57,426.62,95.54,1800,1800
data-network_p07.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p09.pddl,0.64,5.25,4.74,2.07,2.86,10.78,9.29,20.04,3.18,3.31,4.75,215.26,1.09,30.58,31.02
data-network_p10.pddl,235.25,241.22,904.43,6.34,7.72,3.44,21.62,40.52,21.4,21.62,733.58,208.28,1800,1134.6,1143.09
data-network_p11.pddl,0.56,36.3,37.76,0.69,3.12,3.6,16.73,47.63,0.7,0.71,36.46,201.84,1800,180.99,181.23
data-network_p12.pddl,1800,278.9,922,0.81,1.97,3.85,13.13,100.56,0.8,0.81,899.26,207.06,1800,682.92,680.97
data-network_p13.pddl,1800,767.27,686.66,2.05,2.8,7.87,52.58,159.93,1.7,1.7,834.55,207.3,6.07,983.24,1005.57
data-network_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p15.pddl,21.21,30.1,31.8,1.14,3.97,4.58,33.05,130.48,0.94,0.94,31.68,201.84,1.76,284.59,281.81
data-network_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p17.pddl,1800,876.27,876.45,85.17,45.45,43.99,1800,1800,63.79,63.81,915.17,207.44,175.02,1800,1800
data-network_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,284.4,1800,1800,1800
data-network_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p01.pddl,0.17,0.54,1.04,0.18,1.35,1.7,0.2,0.2,0.19,0.18,1.01,198.35,0.34,0.47,0.66
nurikabe_p02.pddl,0.18,0.52,1.03,0.17,1.34,1.76,0.19,0.2,0.19,0.19,1.02,198.28,0.36,0.48,0.67
nurikabe_p03.pddl,0.33,0.87,1.38,0.47,3.84,5.08,0.38,0.45,0.34,0.35,1.34,198.84,0.61,1.51,1.69
nurikabe_p04.pddl,0.35,1.12,1.56,1.95,1.68,4.5,0.84,0.75,0.35,0.37,1.58,199.43,0.74,2.69,2.81
nurikabe_p05.pddl,0.74,6.14,4.91,29.18,5,5.74,3.59,11.13,0.76,0.86,4.99,200.2,3.81,67.85,68.51
nurikabe_p06.pddl,0.74,1.7,2.05,4.73,3.28,12.78,2.62,2.61,0.78,0.77,2.13,202.48,1.27,8.77,9.1
nurikabe_p07.pddl,1.8,115.72,97.48,88.23,3.02,11.4,6.5,147.16,1.83,1.95,96.85,201.7,18.85,1208.77,1222.88
nurikabe_p08.pddl,1.82,7.78,4.94,7.12,3.11,28.14,3.29,42.56,1.98,2.04,4.82,203.7,3.01,71.37,72.29
nurikabe_p09.pddl,5.61,1800,909.57,206.48,5.96,33.85,28.91,907.47,4.81,6.09,912.36,208.12,17.09,1800,1800
nurikabe_p10.pddl,10,874.8,919.35,50.36,36.29,25,24.08,963.6,7.33,7.48,919.58,209.26,35.86,1800,1800
nurikabe_p11.pddl,1800,997.5,1075.65,1800,140.34,762.03,602.39,925.68,744.05,950.65,996.52,241.01,1800,1800,1800
nurikabe_p12.pddl,247.71,1800,446.34,881.85,495.03,536.13,323.57,910.64,456.45,540.01,446.03,246.29,501.1,1800,1800
nurikabe_p13.pddl,1800,1800,1800,1800,575.83,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p14.pddl,1800,1101.51,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p15.pddl,1800,1800,1800,1800,348.93,380.04,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p16.pddl,1800,1800,1800,1800,1800,422.23,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p17.pddl,1800,1800,1800,1800,1800,497.53,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p18.pddl,1800,1800,1800,1800,353.88,436.64,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p19.pddl,1800,1800,1800,1800,415.47,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p20.pddl,1800,1800,1800,1800,393.44,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p01.pddl,0.42,0.72,1.31,0.4,1.68,2.03,0.44,0.5,0.44,0.42,1.32,199.02,0.61,0.5,0.71
organic-synthesis_p02.pddl,0.47,0.74,1.3,0.45,1.62,2.11,0.48,0.48,0.49,0.46,1.26,198.67,0.63,0.54,0.77
organic-synthesis_p03.pddl,16.45,17.27,19.13,15.95,17.55,35.7,16.48,16.58,16.73,16.81,17.7,214.99,17.19,15.91,3.94
organic-synthesis_p04.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p05.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p06.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p07.pddl,0.63,1.02,1.36,0.77,2.29,2.36,0.62,0.71,0.6,0.6,1.41,195.97,0.83,0.81,1.53
organic-synthesis_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p09.pddl,11.69,12.56,13.53,11.1,12.56,33.79,11.92,11.83,12.62,12.05,13.18,207.19,12.62,11.01,6.02
organic-synthesis_p10.pddl,11.97,12.88,13.63,11.39,12.79,34.4,12.1,12.05,12.83,12.25,13.75,207.52,12.82,11.09,6.06
organic-synthesis_p11.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p12.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p14.pddl,3.44,3.93,4.5,3.16,4.78,8.74,3.59,3.56,3.82,3.62,4.51,203.59,3.7,3.26,2.98
organic-synthesis_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p17.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis-split_p01.pddl,33.46,43.23,39.8,45.26,40.96,82.49,46.92,49.23,44.56,43.5,40.17,242.64,40.72,39.75,40.49
organic-synthesis-split_p02.pddl,33.67,43.76,39.01,49.1,41.27,76.86,46.23,44.38,44.6,39.43,42.75,248.73,42.37,36.9,42.48
organic-synthesis-split_p03.pddl,36.44,50.6,55.17,48.17,55.63,91.81,64.35,291.63,50.97,50.9,54.9,366.63,53.49,57.07,55.63
organic-synthesis-split_p04.pddl,70.6,51.13,54.11,50.25,61.16,87.5,57.13,49.55,48.27,47.59,49.73,315.4,49,58.09,53.04
organic-synthesis-split_p05.pddl,51.19,59.6,58.94,55.68,68.75,106.73,56.85,51.95,55.36,53.74,57.28,348.04,59.66,53.17,57.02
organic-synthesis-split_p06.pddl,264.37,144.56,144.05,139.02,158.08,206.84,140.86,136.12,134.21,135.09,145.71,442.06,151.55,141.9,148.32
organic-synthesis-split_p07.pddl,28.76,31.51,33.54,29.82,36.64,59.7,32.63,28.78,30.56,32.79,30.62,232.68,24.79,34.71,30.44
organic-synthesis-split_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,810.78,784.57,1800,1800,1800,1800,1800
organic-synthesis-split_p09.pddl,36.7,48.66,46.19,45.44,40.49,82.27,58.3,466.72,43.9,42.56,46.55,373.45,48.64,41.56,47.64
organic-synthesis-split_p10.pddl,40.03,48.78,50.27,53.69,52.69,103.85,60.38,473.4,42.76,43.05,49.87,367.55,47.56,41.21,45.32
organic-synthesis-split_p11.pddl,1800,235.6,230.78,186.07,230.9,290.62,411.16,1184.63,225.32,223.35,236.56,547.65,241.07,437.65,461.91
organic-synthesis-split_p12.pddl,1800,123.35,118.36,130.5,150.99,206.74,261.9,1034.1,120.87,120.86,122.18,364.48,123.05,244.61,256.55
organic-synthesis-split_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis-split_p14.pddl,41.28,53.42,54.89,55.11,53.65,93.69,67.53,70.99,50.2,50.93,54.53,356.7,54.1,58.11,55.32
organic-synthesis-split_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis-split_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1762.69,1800,1800,1800,1800,1800
organic-synthesis-split_p17.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis-split_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis-split_p19.pddl,1800,1259.88,376.91,239.92,421.56,490.59,619.91,1264.57,348.4,363.89,387.6,1800,360.3,1800,1800
organic-synthesis-split_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
petri-net-alignment_p01.pddl,8.07,23.68,12.71,3.39,12.58,4.83,472.16,982.19,3.18,5.43,13.29,1800,6.44,684.47,687.86
petri-net-alignment_p02.pddl,9.28,100.26,23.63,4.01,13.92,13.48,414.8,935.89,3.77,5.06,25.18,1800,7.35,1275.42,1279.64
petri-net-alignment_p03.pddl,131.81,174.02,71.4,15.66,18.5,15.45,1800,1800,13.46,19.68,74.58,1800,14.53,1800,1800
petri-net-alignment_p04.pddl,265.83,1171.63,88.35,45.81,19,47.5,1800,1800,46.58,105.69,93.16,1800,16,1800,1800
petri-net-alignment_p05.pddl,524.98,43.99,83.31,43.72,44.69,42.75,1800,1800,41.12,59.27,89.04,1800,36.83,1800,1800
petri-net-alignment_p06.pddl,432.24,44.88,69.96,49.05,32.37,48,1800,1800,48.05,67.33,75.43,1800,28.72,1800,1800
petri-net-alignment_p07.pddl,464.26,87.34,88.63,46.87,50.04,41.63,1800,1800,41.25,50.8,93.91,1800,29.47,1800,1800
petri-net-alignment_p08.pddl,1800,1637.15,941.03,1800,133.08,679.48,1800,1800,703.71,945.43,979.69,1800,322.96,1800,1800
petri-net-alignment_p09.pddl,1800,38.87,52.08,1800,27.54,1800,1800,1800,1800,1800,54.65,1800,33.31,1800,1800
petri-net-alignment_p10.pddl,1800,1227.6,1800,1800,256.27,1800,1800,1800,1800,1800,1800,1800,426.47,1800,1800
petri-net-alignment_p11.pddl,1800,1800,209.28,1800,58.83,1800,1800,1800,1800,1800,208.84,1800,59.9,1800,1800
petri-net-alignment_p12.pddl,1800,128.78,1800,230.82,72.73,189.17,1800,1800,185.38,268.25,1800,1800,1800,1800,1800
petri-net-alignment_p13.pddl,1800,136.8,215.43,1800,192.91,1800,1800,1800,1800,1800,216.12,1800,261.72,1800,1800
petri-net-alignment_p14.pddl,1800,1800,954.22,1800,61.44,1800,1800,1800,1800,1800,958.53,1800,242,1800,1800
petri-net-alignment_p15.pddl,1800,134.55,82.51,1800,81.34,1800,1800,1800,1800,1800,1800,1800,85.26,1800,1800
petri-net-alignment_p16.pddl,1800,176.91,140.56,1800,67.84,1800,1800,1800,1800,1800,1800,1800,123.91,1800,1800
petri-net-alignment_p17.pddl,1800,68.7,76.12,1800,158.85,1800,1800,1800,1800,1800,73.79,1800,82.65,1800,1800
petri-net-alignment_p18.pddl,1800,99.18,92.65,1800,157.38,1800,1800,1800,1800,1800,92.76,1800,89.54,1800,1800
petri-net-alignment_p19.pddl,1800,215.4,58.72,1800,69.87,1800,1800,1800,1800,1800,58.54,1800,56.47,1800,1800
petri-net-alignment_p20.pddl,1800,67.31,85.79,1800,84.9,1800,1800,1800,1800,1800,86.3,1800,90.46,1800,1800
settlers_p01.pddl,1.74,1002.26,912.66,592.64,3.72,35.98,238.89,901.73,2.43,1800,910.37,198.93,72.52,1800,1800
settlers_p02.pddl,24.83,1065.5,931.75,619.46,107.66,90.84,272.98,922.16,105.91,1800,928.9,208.59,219,1800,1800
settlers_p03.pddl,12.09,1014.94,937.2,606.65,21.13,57.5,341.25,912.94,20.29,1800,933.42,204.8,170.47,1800,1800
settlers_p04.pddl,133.12,1143.4,991,708.68,126.42,249.33,576.41,1027.63,123.82,1800,1800,238.25,307.44,1800,1800
settlers_p05.pddl,1800,1800,1315.14,1800,1147.09,1688.2,1011.01,1800,1197.46,1800,1305.77,501.54,1214.33,1800,1800
