InstanceName,blind,Complementary1,Complementary2,DecStar,Delfi1,Delfi2,FDMS1,FDMS2,Metis1,Metis2,Planning-PDBs,Scorpion,symbolic-bidirectional,Symple-1,Symple-2
agricola_p01.pddl,1800,123.56,61.06,1800,20.08,473.28,107.15,123.74,1800,1800,52.28,1800,19.08,1800,1800
agricola_p02.pddl,1800,161.2,251.58,1800,35.19,65.46,99.53,355.59,1800,1800,216.95,1800,82.43,1800,1800
agricola_p03.pddl,1800,1800,1800,1800,79.87,135.79,145.19,467.05,1800,1800,1800,1540.4,91.79,1800,1800
agricola_p04.pddl,1800,235.71,149.61,1800,31.58,52.39,370.44,177.34,1800,1800,130.1,1800,49.67,1800,1800
agricola_p05.pddl,1800,1800,1800,1800,92.44,133.72,224.74,457.02,1800,1800,1800,1800,47.79,1800,1800
agricola_p06.pddl,1800,1800,1800,1800,109.87,172.46,426.51,768.87,1800,1800,1800,1800,298.72,1800,1800
agricola_p07.pddl,1800,1800,922.66,1800,78.1,110.22,1800,278.69,1800,1800,1800,1800,76.16,1800,1800
agricola_p08.pddl,1800,1800,1800,1800,522.55,534.15,1800,419.39,1800,1800,1800,1800,426.95,1800,1800
agricola_p09.pddl,1800,1800,1800,1800,916.28,982.85,1800,1800,1800,1800,1800,1800,272.19,1800,1800
agricola_p10.pddl,1800,1800,1800,1800,195.29,212.42,1800,1800,1800,1800,1800,1800,166.44,1800,1800
agricola_p11.pddl,1800,1800,1800,1800,342.86,414.86,1800,797.47,1800,1800,1800,1800,341.1,1800,1800
agricola_p12.pddl,1800,1800,1800,1800,1011.39,1065.75,1800,1800,1800,1800,1800,1800,371.66,1800,1800
agricola_p13.pddl,1800,1800,1800,1800,1059.5,1800,1800,710.94,1800,1800,1800,1800,1800,1800,1800
agricola_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p16.pddl,1800,1800,1800,1800,1800,1800,1800,728.43,1800,1800,1800,1800,1800,1800,1800
agricola_p17.pddl,1800,1800,1800,1800,1189.26,1232.48,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p19.pddl,1800,1800,1800,1800,1800,1246.24,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p01.pddl,0.29,1.34,1.59,0.55,1.42,1.56,0.44,0.68,0.3,0.27,1.57,200.04,0.81,1.73,1.95
caldera_p02.pddl,0.29,1.95,1.83,28.56,1.51,2.83,1.2,2.11,0.33,0.31,1.86,200.47,1.13,4.99,4.62
caldera_p03.pddl,0.28,1.85,1.83,30.97,1.5,3.8,1.31,2.48,0.31,0.33,1.87,200.61,1.12,3.76,3.68
caldera_p04.pddl,0.3,2.06,1.81,23.12,1.5,2.85,1.29,2.12,0.33,0.33,1.83,200.48,1.1,4.37,4.27
caldera_p05.pddl,1.37,84.55,88.31,212.03,2.61,57.96,44.75,114.04,1.44,1.5,85.93,204.05,8.34,1493.09,1505.52
caldera_p06.pddl,2.05,10.84,23.8,140.26,3.62,203.45,129.72,375.57,2.43,2.55,22.41,209.1,9.26,229.51,226.42
caldera_p07.pddl,1.05,100.63,168.65,294.03,2.25,52.97,42.9,147.94,1.13,1.13,157.87,205.03,6.75,733.74,735.25
caldera_p08.pddl,0.71,14.43,8.37,86.33,1.93,2.44,12.97,20.7,0.78,0.8,8.35,202.72,3.49,165.73,159.6
caldera_p09.pddl,1800,1800,1006.69,1800,47.92,53.48,1101.44,1308.57,48.75,37.33,1019.45,576.19,1800,1800,1800
caldera_p10.pddl,1800,1800,938.19,1800,10.24,1800,341.41,515.67,9.53,6.85,930.6,483.87,349.15,1800,1800
caldera_p11.pddl,1800,1800,1000.68,1800,48.78,1800,872.76,1112.25,48.41,38.33,986.26,735.04,1800,1800,1800
caldera_p12.pddl,1800,1800,971.53,1800,18.64,1800,658.74,911.58,18.29,15.84,953.58,468,1800,1800,1800
caldera_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p17.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p01.pddl,2.19,4.16,3.26,28.11,4.66,5.54,4.01,4.21,1.72,1.75,3.74,203.94,2.66,8.73,8.09
caldera-split_p02.pddl,1.76,4.43,3.95,89.03,6.09,4.76,24.38,13.78,1.91,1.51,4.2,203.68,3.25,10.95,11.77
caldera-split_p03.pddl,1.67,3.35,3.36,96.72,4.96,12.63,9.95,9.97,1.71,1.42,3.33,204.82,2.5,9.64,10.12
caldera-split_p04.pddl,2.22,3.92,3.52,68.24,5.07,7.31,55.65,18.76,2.14,1.98,3.69,202.34,2.72,12.87,12.94
caldera-split_p05.pddl,20.97,272.16,28,311.24,8.44,10.65,1800,924.39,6.57,6.76,27.94,409.13,6.18,516.37,516.58
caldera-split_p06.pddl,36.49,64.95,95.15,594.62,15.75,18.85,1800,908.45,15.07,18.02,95.38,756.79,9.34,1800,1800
caldera-split_p07.pddl,20.02,19.99,14.09,323.1,9.09,11.39,74.07,912.77,5.05,5.28,15.22,384.77,5.3,324.06,359.6
caldera-split_p08.pddl,5.5,9.13,9.29,128.59,6.84,6.37,88.71,213.64,3.07,3.43,8.83,237.04,3.75,136.71,136.7
caldera-split_p09.pddl,1800,1800,1800,1800,1474.86,1420.05,191.19,1045.61,1430.27,1495.88,1800,1800,1800,1800,1800
caldera-split_p10.pddl,1800,1800,1800,1800,47.27,50.78,99.92,914.76,160.55,123.7,1800,1800,192.75,1800,1800
caldera-split_p11.pddl,1800,1800,1800,1800,1800,1800,1800,1481.43,1800,1800,1800,1800,1800,1800,1800
caldera-split_p12.pddl,1800,1800,1800,1800,1800,1800,492.02,1032.42,1800,1800,1800,1800,1800,1800,1800
caldera-split_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p14.pddl,1800,1800,1800,1800,1800,634.8,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p17.pddl,1800,1800,1800,1800,1800,168.19,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p01.pddl,0.34,1.7,2.27,0.37,2.23,5.72,5.18,14.92,0.41,0.39,2.26,200.13,0.73,5.14,5.53
data-network_p02.pddl,0.38,1.85,2.53,0.66,2.44,7.17,6.98,11.5,0.67,0.67,2.49,202.71,0.9,7.29,7.79
data-network_p03.pddl,110.53,74.68,98.86,0.57,3.39,3.79,19.56,60.44,0.62,0.63,97.16,200.71,4.92,232.07,237.7
data-network_p04.pddl,1800,1800,1800,11.19,82.09,84,67.92,1800,41.22,41.73,1800,303.03,40.48,1800,1800
data-network_p05.pddl,1800,977.87,1800,2.1,3.51,52.35,1800,1800,2.92,2.46,906.59,210.77,57.96,1800,1800
data-network_p06.pddl,1800,1800,941.44,1800,77.13,64.48,1800,1800,1800,1800,921.8,359.34,108.63,1800,1800
data-network_p07.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p09.pddl,0.63,5.44,4.89,2.11,2.97,11.98,10.1,23.46,3.2,3.36,4.84,211.48,1.13,32.28,32.59
data-network_p10.pddl,234.88,255.76,846.13,6.26,7.89,3.58,23.23,46.56,20.8,21.22,579.17,205.53,1800,1179,1183.58
data-network_p11.pddl,0.57,38.13,39.88,0.71,3.23,3.71,19.58,56.25,0.72,0.71,37.91,201,1800,197.68,192.34
data-network_p12.pddl,1800,302.24,1800,0.81,1.91,3.95,14.54,106.18,0.84,0.84,1800,204.49,1800,727.73,710.81
data-network_p13.pddl,1800,1800,1800,1.95,2.9,10.71,57,166.11,1.75,1.73,1800,204.72,6.46,1047.56,1032.73
data-network_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p15.pddl,21.51,31.58,33.83,0.99,3.93,4.51,37.35,132.38,1,0.98,35.34,201.99,1.78,296.74,295.95
data-network_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p17.pddl,1800,1800,1800,86.84,58.56,44.97,1800,1800,62.76,62.7,1800,208.19,184.43,1800,1800
data-network_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,293.31,1800,1800,1800
data-network_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p01.pddl,0.2,0.53,1.01,0.19,1.34,1.77,0.21,0.19,0.19,0.19,1.01,198.38,0.38,0.48,0.68
nurikabe_p02.pddl,0.18,0.54,1.01,0.17,1.36,1.82,0.2,0.18,0.2,0.2,1.01,198.28,0.36,0.5,0.69
nurikabe_p03.pddl,0.33,0.87,1.34,0.46,3.86,5.25,0.39,0.44,0.33,0.33,1.36,198.93,0.6,1.53,1.73
nurikabe_p04.pddl,0.34,1.11,1.6,1.99,1.67,4.57,0.84,0.74,0.37,0.36,1.58,199.54,0.73,2.81,3.03
nurikabe_p05.pddl,0.73,6.12,5.37,30.57,5.02,5.83,3.53,11.01,0.75,0.86,5.27,200.4,3.92,73.07,73.51
nurikabe_p06.pddl,0.75,1.7,2.12,5.05,3.33,12.88,2.68,2.59,0.77,0.81,2.1,200.97,1.25,9.98,10.11
nurikabe_p07.pddl,1.79,113.24,108.56,90.39,3.05,11.87,6.69,146.39,1.84,2.02,104.17,201.66,19.99,1291.77,1270.58
nurikabe_p08.pddl,1.84,7.53,5.04,7.47,3.1,29.1,3.31,41.36,1.97,2.04,5,201.78,2.96,76.35,76.44
nurikabe_p09.pddl,5.67,1800,1800,214.71,5.98,35.51,29.31,904.8,4.79,6.14,1800,204.49,17.68,1800,1800
nurikabe_p10.pddl,10.06,1800,930.12,51.73,36.4,25.87,25.32,996.94,7.46,7.54,1800,204.85,38.82,1800,1800
nurikabe_p11.pddl,1800,1800,1068.99,1800,142.36,748.52,1800,927.97,754.89,925.85,1084.98,241.14,1800,1800,1800
nurikabe_p12.pddl,1800,1800,1800,1800,496.97,590.89,311.86,919.84,455.42,545.67,1800,228.25,1800,1800,1800
nurikabe_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p14.pddl,1800,1102.4,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p15.pddl,1800,1800,1800,1800,371.71,410.02,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p16.pddl,1800,1800,1800,1800,1800,381.37,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p17.pddl,1800,1800,1800,1800,1800,508,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p18.pddl,1800,1800,1800,1800,354.04,456.32,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p19.pddl,1800,1800,1800,1800,431.98,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
nurikabe_p20.pddl,1800,1800,1800,1800,410.36,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p01.pddl,0.42,0.74,1.33,0.44,1.77,2.12,0.44,0.42,0.45,0.43,1.31,199.25,0.58,0.52,0.72
organic-synthesis_p02.pddl,0.47,0.77,1.29,0.47,1.67,2.14,0.47,0.47,0.49,0.49,1.28,198.75,0.6,0.57,0.77
organic-synthesis_p03.pddl,16.83,17.73,19.37,16.52,17.88,35.8,17.01,16.52,16.86,16.97,17.67,215.5,17.33,16.55,4.07
organic-synthesis_p04.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p05.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p06.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p07.pddl,0.9,0.96,1.43,0.72,2.39,2.52,0.71,0.77,0.6,0.61,1.42,196.16,0.83,0.84,1.57
organic-synthesis_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p09.pddl,11.92,12.87,13.25,11.33,12.48,33.91,12.11,11.83,12.65,12.39,13.21,207.6,12.88,10.97,6.23
organic-synthesis_p10.pddl,12.04,12.98,13.55,11.39,12.93,35.43,12.35,12.01,12.63,12.47,13.56,207.65,13.13,11.19,6.24
organic-synthesis_p11.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p12.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p14.pddl,3.47,3.96,4.67,3.22,4.8,8.82,3.73,3.63,3.74,3.85,4.6,203.55,3.91,3.45,3.01
organic-synthesis_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p17.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
organic-synthesis-split_p01.pddl,45.72,38.95,36.66,42.67,40.58,82.62,39.1,44.96,34.25,36.26,42.29,245.66,42.08,39.7,40.19
organic-synthesis-split_p02.pddl,39.35,37.02,37.55,51.98,44.22,77.16,43.72,44.72,41.18,43.96,40.95,248.3,41.37,39.49,45.56
organic-synthesis-split_p03.pddl,41.39,49.91,51.69,46.42,62.81,94.99,69.61,319.64,50.03,44.48,51.54,357.76,47.8,57.81,54.09
organic-synthesis-split_p04.pddl,75.38,49.53,51.41,51.88,58.18,85.53,55.85,47.5,48.29,43.75,54.52,312.56,50.17,53.48,52.45
organic-synthesis-split_p05.pddl,44.97,56.99,56.35,53.91,66.97,116.94,58.01,53.07,54.31,59.2,60.37,348.35,61.19,60.34,59.46
organic-synthesis-split_p06.pddl,263.75,141.76,145.07,140.83,166.45,180.97,151.1,139.78,128.92,133.14,1800,438.76,141.09,148.03,147.27
organic-synthesis-split_p07.pddl,30.69,32.78,36.13,32.41,43.5,62.94,26.6,27.43,30.51,30.37,29.08,227.97,29.31,33.52,31.39
organic-synthesis-split_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,836.82,1072.86,1800,1800,1800,1800,1800
organic-synthesis-split_p09.pddl,35.6,44.67,43.96,45.26,41.21,79.93,54.59,520.28,39.6,37.53,47.55,372.4,49.65,42.13,42.85
