InstanceName,blind,Complementary1,Complementary2,DecStar,Delfi1,Delfi2,FDMS1,FDMS2,Metis1,Metis2,Planning-PDBs,Scorpion,symbolic-bidirectional,Symple-1,Symple-2
agricola_p01.pddl,848.64,111.82,54.82,1800,19.95,472.81,87.89,112.52,1800,1800,52.79,1800,18.37,1516.18,1492.45
agricola_p02.pddl,488.25,143.35,218,1800,33.56,62.75,81.95,296.47,1800,1800,211.58,1800,74.71,1800,1800
agricola_p03.pddl,1065.33,1112.52,1043.75,1800,78.09,128.86,124.22,385.46,1800,1800,1044.22,1514.05,86.22,1800,1800
agricola_p04.pddl,1800,214.75,130.64,1800,29.47,51.78,339.63,159.49,1800,1800,129.89,1800,45.66,1800,1800
agricola_p05.pddl,1429.03,761.52,1094.83,1800,88.39,129.92,190.97,385.26,1800,1800,1029.78,1800,47.47,1800,1800
agricola_p06.pddl,1800,1232.51,1678.43,1800,101.12,165.22,402.77,612.61,1800,1800,1800,1800,268.98,1800,1800
agricola_p07.pddl,1800,256.24,919.71,1800,76.61,103.75,759.58,244.91,1800,1800,919.85,1800,71.24,1800,1800
agricola_p08.pddl,1800,1358.65,1800,1800,432.69,523.01,1800,385.18,1800,1800,1800,1800,367.89,1800,1800
agricola_p09.pddl,1800,1340.06,1800,1800,806.72,887.93,791,946.88,1800,1800,1800,1800,248.87,1800,1800
agricola_p10.pddl,1800,1287.92,1800,1800,178.82,212.65,1800,1800,1800,1800,1800,1800,151.61,1800,1800
agricola_p11.pddl,1800,1800,1800,1800,336.12,393.98,1351.75,682.28,1800,1800,1800,1800,295.94,1800,1800
agricola_p12.pddl,1800,1235.31,1800,1800,878.84,978.98,1800,1800,1800,1800,1800,1800,329.53,1800,1800
agricola_p13.pddl,1800,1800,1800,1800,930.94,977.25,1800,656,1800,1800,1800,1800,664.81,1800,1800
agricola_p14.pddl,1800,1800,1800,1800,1250.31,1800,1800,901.85,1800,1800,1800,1800,687.41,1800,1800
agricola_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p16.pddl,1800,1800,1800,1800,1143.3,1007.76,1800,669.93,1800,1800,1800,1800,1620.61,1800,1800
agricola_p17.pddl,1800,1800,1800,1800,1169.44,1246.24,1800,1676.44,1800,1800,1800,1800,1800,1800,1800
agricola_p18.pddl,1800,1800,1800,1800,1207.63,1325.99,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p19.pddl,1800,1800,1800,1800,1266.41,1457.25,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p20.pddl,1800,1800,1800,1800,1575.98,1371.92,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p01.pddl,0.26,1.38,1.56,0.56,1.35,1.55,0.41,0.66,0.27,0.27,1.54,200.09,0.8,1.64,1.82
caldera_p02.pddl,0.27,1.95,1.82,26.54,1.4,2.78,1.22,2.13,0.32,0.33,1.84,200.49,1.09,4.1,4.33
caldera_p03.pddl,0.29,1.85,1.81,28.79,1.4,3.8,1.35,2.48,0.4,0.32,1.77,200.52,1.08,3.1,3.48
caldera_p04.pddl,0.3,2.05,1.79,21.02,1.42,2.82,1.29,2.11,0.33,0.33,1.81,200.41,1.09,3.66,4.04
caldera_p05.pddl,1.36,72.37,74.32,169.31,2.58,58.56,43.67,102.59,1.43,1.46,75.74,205.38,7.36,1335.29,1335.31
caldera_p06.pddl,2.13,10.32,20.47,586.56,3.52,200.9,131.97,338.91,2.42,2.51,21.15,210.84,8.26,201.03,201.29
caldera_p07.pddl,1.06,88.99,144.22,222.35,2.23,53.57,45.24,134.94,1.11,1.15,144.5,204.73,6.2,660.37,662.47
caldera_p08.pddl,0.7,12.87,7.52,67.55,1.91,2.45,13.12,20.48,0.74,0.77,7.59,202.42,3.17,143.83,144.29
caldera_p09.pddl,1800,1119.7,1002.59,1800,48.28,53.89,1105.35,1293.18,48.12,37.94,999.35,559.29,1800,1800,1800
caldera_p10.pddl,1304.3,961.62,932.9,1800,10.14,1339.72,325.89,475.26,9.17,6.76,933.31,485.96,287.72,1800,1800
caldera_p11.pddl,1800,1129,1002.8,1800,48.96,1800,826.8,953.26,48.57,37.26,978.06,733.21,1800,1800,1800
caldera_p12.pddl,1303.6,1800,957.01,1800,18.67,1800,605.78,911.68,17.86,15.43,943.45,463.35,1800,1800,1800
caldera_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,586.48,1800,1800,1800,1800,1800
caldera_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1553.24,1800,1800,1800,1800,1800
caldera_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1648.09,1800,1800,1800,1800,1800
caldera_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p17.pddl,1800,1800,1800,1800,1800,619.33,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p01.pddl,1.96,3.3,3.18,21.59,4.46,5.45,4.4,4.34,2.09,1.89,3.45,203.54,2.48,7.97,7.3
caldera-split_p02.pddl,1.59,4.11,4.03,62.94,5.71,3.78,21.82,13.11,1.51,1.79,3.44,206.36,3.11,9.94,10.37
caldera-split_p03.pddl,1.75,3.61,3.57,71.8,5.03,12.56,9.81,10.62,1.6,1.62,3.39,203.19,2.76,8.64,8.27
caldera-split_p04.pddl,2.76,3.82,3.26,47.76,5.22,8.06,50.15,19.21,1.7,1.46,3.62,202.95,2.72,11.04,11.01
caldera-split_p05.pddl,20.41,250.54,24.02,216.41,9.04,11.04,1800,910.03,6.45,6.91,23.57,408.42,5.44,454.02,452.99
caldera-split_p06.pddl,36.99,54.91,82.1,425.36,16.32,18.4,1800,912.07,14.86,16.45,82.52,765.47,8.68,1800,1800
