InstanceName,blind,Complementary1,Complementary2,DecStar,Delfi1,Delfi2,FDMS1,FDMS2,Metis1,Metis2,Planning-PDBs,Scorpion,symbolic-bidirectional,Symple-1,Symple-2
agricola_p01.pddl,1800,115.76,56.02,1800,18.99,479.3,91.82,113.77,1800,1800,52.7,1800,18.57,1608.24,1593.2
agricola_p02.pddl,494.08,149,225.54,1800,34.83,62.82,88.08,303.03,1800,1800,209.71,1800,74.49,1800,1800
agricola_p03.pddl,1800,1115.76,1003.07,1800,77.99,129.3,123.79,398.13,1800,1800,993.28,1490.41,88.95,1800,1800
agricola_p04.pddl,1800,218.33,134.42,1800,30.45,52.73,347.82,164.01,1800,1800,129.6,1800,45.22,1800,1800
agricola_p05.pddl,1800,768.77,1055.11,1800,86.34,130.21,199.77,397.25,1800,1800,1032.65,1800,46.35,1800,1800
agricola_p06.pddl,1800,1235.74,1800,1800,104.17,167.86,404.04,644,1800,1800,1800,1800,272.93,1800,1800
agricola_p07.pddl,1800,263.81,918.82,1800,71.66,107.81,766.56,250.99,1800,1800,921.39,1800,72.09,1800,1800
agricola_p08.pddl,1800,1353.61,1800,1800,487.92,541.39,1800,391.53,1800,1800,1800,1800,378.16,1800,1800
agricola_p09.pddl,1800,1323,1800,1800,830.2,1139.96,797.15,987.37,1800,1800,1800,1800,255.83,1800,1800
agricola_p10.pddl,1800,1800,1800,1800,185.9,195.17,1800,1800,1800,1800,1800,1800,155.52,1800,1800
agricola_p11.pddl,1800,1800,1800,1800,323.07,384.38,1359.41,698.87,1800,1800,1800,1800,311.35,1800,1800
agricola_p12.pddl,1800,1234.1,1800,1800,902.94,1013.09,1800,1800,1800,1800,1800,1800,356.23,1800,1800
agricola_p13.pddl,1800,1800,1800,1800,965.59,1009.71,1800,660.29,1800,1800,1800,1800,694.6,1800,1800
agricola_p14.pddl,1800,1800,1800,1800,1800,1800,1800,922.55,1800,1800,1800,1800,718.31,1800,1800
agricola_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p16.pddl,1800,1800,1800,1800,1185.63,1069.29,1800,686.27,1800,1800,1800,1800,1677.34,1800,1800
agricola_p17.pddl,1800,1800,1800,1800,1085.88,1145.95,1800,1699.27,1800,1800,1800,1800,1800,1800,1800
agricola_p18.pddl,1800,1800,1800,1800,1258.09,1366.15,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p19.pddl,1800,1800,1800,1800,1451.64,1510.12,1800,1800,1800,1800,1800,1800,1800,1800,1800
agricola_p20.pddl,1800,1800,1800,1800,1210.31,1528.57,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p01.pddl,0.26,1.33,1.54,0.55,1.39,1.58,0.44,0.66,0.28,0.27,1.57,200.07,0.8,1.65,1.85
caldera_p02.pddl,0.29,1.93,1.82,26.2,1.45,2.79,1.21,2.11,0.31,0.3,1.83,200.43,1.1,4.17,4.5
caldera_p03.pddl,0.29,1.81,1.78,28.39,1.47,3.77,1.34,2.47,0.31,0.32,1.8,200.6,1.1,3.29,3.54
caldera_p04.pddl,0.3,2.03,1.82,21.33,1.45,2.82,1.29,2.11,0.32,0.32,1.81,200.52,1.08,3.8,4.14
caldera_p05.pddl,1.36,73.31,76.71,165.01,2.58,58.9,43.05,100.45,1.4,1.5,74.55,205.49,7.55,1367.34,1362.46
caldera_p06.pddl,2.08,10.11,20.8,586.25,3.55,203.21,119.97,340.91,2.44,2.48,20.43,210.31,8.45,208.38,210.61
caldera_p07.pddl,1.07,88.1,148.1,238.97,2.27,53.73,43.61,134.29,1.11,1.17,145.15,204.81,6.21,678.33,675.53
caldera_p08.pddl,0.71,12.7,7.99,72.33,1.93,2.48,12.64,20.54,0.75,0.77,7.62,202.47,3.21,149.4,150.36
caldera_p09.pddl,1800,1196.78,990.52,1800,50.75,54.34,1102.96,1301.48,48.67,38.67,991.48,558.36,1800,1800,1800
caldera_p10.pddl,1180.64,955.88,933.84,1800,11.07,1350.94,334.28,481.41,9.24,6.79,936.33,484.28,301.88,1800,1800
caldera_p11.pddl,1800,1136.45,986.53,1800,49.6,1800,832.77,1112.09,49,37.31,992.15,732.12,1800,1800,1800
caldera_p12.pddl,1338.71,1800,957.47,1800,18.92,1800,607.4,915.91,17.96,15.48,961.21,462.98,1800,1800,1800
caldera_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,594.93,1800,1800,1800,1800,1800
caldera_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1572.44,1800,1800,1800,1800,1800
caldera_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1684.25,1800,1800,1800,1800,1800
caldera_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p17.pddl,1800,1800,1800,1800,1800,646.55,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p01.pddl,2.07,3.93,3.37,21.72,4.59,5.68,5.02,3.37,1.62,2.56,3.3,204.49,2.71,8.15,7.93
caldera-split_p02.pddl,3.07,4.35,3.74,65.06,6.15,4.4,22.68,13.32,1.74,1.19,3.95,206.13,2.56,9.97,10.36
caldera-split_p03.pddl,1.73,3.78,3.54,86.53,4.84,12.73,8.47,9.78,1.63,1.59,3.46,204.47,2.52,8.67,8.76
caldera-split_p04.pddl,2.16,3.92,3.28,58.6,4.96,7.92,50.35,18.57,1.59,1.82,3.51,203.38,2.68,11.66,10.67
caldera-split_p05.pddl,20.17,258.44,22.52,263.84,8.46,10.55,1800,913.44,6.59,6.75,23.36,405.99,5.63,482.13,468.39
caldera-split_p06.pddl,36.08,57.18,81.04,487.2,15.96,18.94,1800,907.87,15.18,16,83.14,773.12,8.93,1800,1800
caldera-split_p07.pddl,19.77,18.21,13.33,237.54,8.83,11.18,71.48,898.31,5.01,4.99,13.38,394.38,4.81,290.07,288.48
caldera-split_p08.pddl,5.64,9.07,8.48,83.85,6.54,7.03,85.75,200.11,3.16,3.28,8.23,236.95,4.13,121.17,122.61
caldera-split_p09.pddl,1800,1001.08,1800,1800,1455.19,1446.76,193.4,987.12,1457.7,1520.12,1800,1800,328.8,1800,1800
caldera-split_p10.pddl,1800,1800,1800,1800,44.24,48.49,98.46,901.72,158.37,129.48,1800,1800,169.51,1800,1800
caldera-split_p11.pddl,1800,1800,1800,1800,1800,1800,1056.85,1491.78,1800,1800,1800,1800,1800,1800,1800
caldera-split_p12.pddl,1800,1800,1800,1800,1800,1800,474.22,978.67,1800,1800,1800,1800,1800,1800,1800
caldera-split_p13.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p14.pddl,1800,1800,1800,1800,1800,523.38,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p15.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p16.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p17.pddl,1800,1800,1800,1800,1800,222.57,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p18.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p19.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
caldera-split_p20.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p01.pddl,0.34,1.7,2.2,0.36,2.19,5.11,4.3,14.9,0.36,0.37,2.2,200.09,0.75,4.8,5.29
data-network_p02.pddl,0.39,1.82,2.45,0.65,2.39,6.38,5.71,11.45,0.65,0.66,2.42,202.87,0.86,6.7,7.31
data-network_p03.pddl,108.23,70.72,89.2,0.54,3.3,3.53,16.58,59.69,0.57,0.59,85.81,200.82,4.5,212.67,215.68
data-network_p04.pddl,1800,619.91,921.3,11.37,73.97,74.38,62.12,1800,41.14,42.85,845.46,302.88,34.19,1800,1800
data-network_p05.pddl,1800,982.33,928.98,2.31,3.5,46.67,1800,1800,2.41,2.49,908.59,210.5,49.53,1800,1800
data-network_p06.pddl,1800,860.77,926.04,1800,69.4,53.38,1800,1800,1800,1800,922.79,345.87,89.22,1800,1800
data-network_p07.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p08.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
data-network_p09.pddl,0.62,5.19,4.73,2.08,2.81,10.83,8.55,20.53,3.31,3.42,4.74,210.85,1.09,29.29,29.32
data-network_p10.pddl,231.48,229.45,931.78,7.02,7.32,3.45,20.94,41.34,21.16,25.32,621.71,205.86,6.02,1099.25,1091.98
data-network_p11.pddl,0.55,34.86,36.73,0.69,3.2,3.63,15.98,48.54,0.7,0.69,36.5,200.88,1.36,167.08,165.05
data-network_p12.pddl,1800,255.36,898.99,0.81,1.92,3.94,12.61,96.96,0.8,0.79,899.16,204.49,1.51,651.65,650.12
data-network_p13.pddl,402,713.16,741.61,1.88,2.88,10.55,50.4,155.76,1.71,1.76,816.12,204.83,6.09,972.58,956.57
data-network_p14.pddl,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
